City,Address,Floor,Bathroom,Bedroom,Land,Road,Price,Face
Lalitpur,Dadathok,3,2,3,919.79,13,10500000,West
Kathmandu,Dahachowk,2.5,4,7,1069.53,12,21500000,East
Kathmandu,Dallu,3,3,2,1197.875,13,25000000,West
Kathmandu,Dallu,3,2,3,1026.75,13,50000000,West
Kathmandu,Dallu,3,4,8,1155.09375,20,29000000,West
Kathmandu,Dallu,3,3,6,1026.75,16,41000000,South
Kathmandu,Dallu,3,3,7,2481.3125,14,55000000,South
Kathmandu,Dallu,3,3,3,1711.25,13,55000000,West
Kathmandu,Danchhi,2.5,3,4,1026.75,17,15000000,South
Kathmandu,Danchhi,2.5,3,4,1026.75,10,16000000,South East
Kathmandu,Deuba Chowk,2.5,5,5,1403.225,14,32500000,South West
Kathmandu,Deuba Chowk,2.5,5,5,2053.5,16,36000000,East
Kathmandu,Deuba Chowk,2.5,3,3,2395.75,13,36500000,East
Kathmandu,Deuba Chowk,2.5,3,5,1711.25,13,37500000,South
Kathmandu,Deuba Chowk,3,4,6,2053.5,13,43500000,North
Kathmandu,Deuba Chowk,2.5,4,5,1471.675,13,45000000,South
Kathmandu,Deuba Chowk,2.5,5,4,2053.5,15,47000000,South
Kathmandu,Deuba Chowk,2.5,5,8,2738,13,49500000,East
Kathmandu,Deuba Chowk,3,4,8,2738,12,52500000,East
Kathmandu,Deuba Chowk,2.5,4,8,2738,12,55000000,East
Kathmandu,Devkota Sadak,3,3,5,1540.125,13,50000000,West
Kathmandu,Dhalmal,2.5,3,5,1060.975,12,22000000,East
Kathmandu,Dhalpa,3,3,8,1000,13,16500000,South
Lalitpur,Dhalpa,2.5,3,5,1540.125,13,22000000,West
Lalitpur,Dhapakhel,3,3,4,2121.95,13,55000000,West
Lalitpur,Dhapakhel,3,4,7,1642.8,13,40000000,West
Lalitpur,Dhapakhel,3,3,4,1369,13,31700000,West
Lalitpur,Dhapakhel,2.5,3,5,1060.975,13,22500000,West
Lalitpur,Dhapakhel,3,2,5,1369,13,36000000,West
Lalitpur,Dhapakhel,2.5,3,4,898.4,12,13500000,South
Lalitpur,Dhapakhel,2.5,4,3,855.625,12,17700000,West
Lalitpur,Dhapakhel,3,4,6,752.95,13,19000000,South
Lalitpur,Dhapakhel,2.5,3,4,1026.75,20,19800000,South
Lalitpur,Dhapakhel,2.5,3,4,1197.87,12,25000000,North East
Lalitpur,Dhapakhel,3,3,4,1625.6875,13,25000000,South
Kathmandu,Dhapakhel,2.5,2,7,1711.25,18,25000000,South East
Lalitpur,Dhapakhel,2.5,4,5,1437.45,18,26000000,East
Lalitpur,Dhapakhel,2.5,4,6,1129.425,13,27000000,East
Lalitpur,Dhapakhel,2.5,4,5,1026.75,20,27000000,North East
Lalitpur,Dhapakhel,3,3,6,1711.25,13,28000000,East
Lalitpur,Dhapakhel,2.5,3,3,1095.2,13.5,29000000,South East
Lalitpur,Dhapakhel,2,3,4,2806.45,13,42000000,North East
Lalitpur,Dhapakhel,2.5,4,5,1540.125,13,26500000,West
Lalitpur,Dhapakhel,2.5,3,9,2738,13,45000000,West
Lalitpur,Dhapakhel,3,3,7,1903.76,13,31000000,West
Lalitpur,Dhapakhel,3,3,5,1796.81,13,28000000,West
Lalitpur,Dhapakhel,3,4,6,2053.5,13,38500000,West
Lalitpur,Dhapakhel,3,3,5,855.625,13,15500000,West
Lalitpur,Dhapakhel,3,3,5,1026.75,13,23000000,West
Lalitpur,Dhapakhel,3,4,5,1454.5625,13,21900000,West
Lalitpur,Dhapakhel,3,3,5,1369,13,29500000,West
Lalitpur,Dhapakhel,3,3,4,941.18,13,24000000,West
Lalitpur,Dhapakhel,3,5,9,3080.25,13,50000000,West
Lalitpur,Dhapakhel,3,3,7,1540.125,13,23500000,West
Lalitpur,Dhapakhel,3,5,4,1369,13,27500000,West
Lalitpur,Dhapakhel,3,3,4,1129.425,13,25500000,West
Lalitpur,Dhapakhel,2.5,2,5,2224.625,13,55000000,West
Kathmandu,Dhapasi,3,3,5,2121.95,13,35000000,West
Kathmandu,Dhapasi,3,3,4,1026.75,13,29000000,West
Kathmandu,Dhapasi,2.5,4,7,1711.25,13,37500000,West
Kathmandu,Dhapasi,2.5,3,5,1540.125,13,28000000,West
Kathmandu,Dhapasi,3,3,4,1112.3125,13,17000000,East
Kathmandu,Dhapasi,2.5,3,5,1026.75,12,19500000,East
Kathmandu,Dhapasi,2.5,3,5,1060.975,12,21000000,East
Kathmandu,Dhapasi,2,3,5,1026.75,13,21000000,West
Kathmandu,Dhapasi,3,3,4,1112.3125,13,23000000,North East
Kathmandu,Dhapasi,3,6,5,1454.5625,13,25500000,East
Kathmandu,Dhapasi,3,3,4,2139.0625,15,26000000,West
Kathmandu,Dhapasi,2.5,3,5,1026.75,13,27000000,North
Kathmandu,Dhapasi,2.5,4,4,1095.2,16,28500000,East
Kathmandu,Dhapasi,2.5,3,4,1095.2,14,29000000,North
Kathmandu,Dhapasi,2.5,3,3,1369,13,29500000,South
Kathmandu,Dhapasi,2.5,4,5,1369,13,29500000,East
Kathmandu,Dhapasi,2.5,3,5,1026.75,13,29500000,West
Kathmandu,Dhapasi,2.5,3,5,1129.425,13,31000000,South West
Kathmandu,Dhapasi,2.5,6,6,1711.25,13,32000000,East
Kathmandu,Dhapasi,2.5,5,6,1711.25,13,32000000,East
Kathmandu,Dhapasi,2.5,1,5,2053.5,10,32500000,East
Kathmandu,Dhapasi,2.5,5,5,1711.25,13,32500000,East
Kathmandu,Dhapasi,3,4,4,1711.25,20,33500000,North East
Kathmandu,Dhapasi,2,4,4,1711.25,15,35000000,East
Kathmandu,Dhapasi,3.5,7,7,1403.225,16,36000000,South East
Kathmandu,Dhapasi,3,4,6,1369,13,37500000,East
Kathmandu,Dhapasi,2.5,4,7,2395.75,12,39000000,East
Kathmandu,Dhapasi,3,4,8,2994.6875,12,40000000,South
Kathmandu,Dhapasi,3,4,5,1369,20,41000000,South East
Kathmandu,Dhapasi,2.5,5,6,1711.25,18,42500000,South
Kathmandu,Dhapasi,2.5,4,5,2395.75,13,44000000,North East
Kathmandu,Dhapasi,3,6,6,2738,20,45000000,South West
Kathmandu,Dhapasi,2.5,2,6,3080.25,12,47000000,East
Kathmandu,Dhapasi,2.5,4,3,2087.725,15,47500000,South East
Kathmandu,Dhapasi,2.5,4,4,2395.75,10,50000000,South
Kathmandu,Dhapasi,2.5,2,4,2053.5,20,51000000,East
Kathmandu,Dhapasi,3.5,5,5,3114.475,17.5,58000000,South
Kathmandu,Dhapasi,3,6,6,2738,20,65000000,West
Kathmandu,Dhapasi,2.5,3,4,3422.5,13,58000000,West
Kathmandu,Dhapasi,3,4,5,1711.25,13,35000000,West
Kathmandu,Dhapasi,3,5,6,1197.875,13,26500000,West
Kathmandu,Dhapasi,3,4,6,1283.4375,13,34000000,West
Kathmandu,Dhapasi,3,3,3,1369,13,32500000,West
Kathmandu,Dhapasi,3,4,7,1711.25,13,44000000,West
Kathmandu,Dhapasi,3,3,5,2395.75,13,37500000,West
Kathmandu,Dhapasi,3,5,4,2395.75,13,47500000,West
Kathmandu,Dhapasi,2.5,5,5,2395.75,13,47500000,West
Kathmandu,Dhapasi,2.5,3,5,1155.09,13,33000000,West
Kathmandu,Dhapasi,2.5,5,6,1095.2,13,25500000,West
Kathmandu,Dharmasthali,2,2,4,1369,20,21000000,North
Kathmandu,Dharmasthali,3,3,6,1026.75,13,18000000,West
Lalitpur,Dhobighat,2.5,2,7,684.5,13,17000000,West
Lalitpur,Dhobighat,3,4,5,3080.25,13,75000000,West
Lalitpur,Dholahiti,2.5,4,4,1369,20,27500000,West
Lalitpur,Dholahiti,2.5,3,6,1796.8125,20,29900000,East
Lalitpur,Dholahiti,2.5,4,5,1369,13.5,33000000,West
Kathmandu,Dhumbarahi,3,2,4,2823.5625,13,70000000,West
Kathmandu,Dhumbarahi,2.5,5,7,3422.5,13,55000000,West
Kathmandu,Dhumbarahi,2.5,3,5,1369,13,30000000,West
Kathmandu,Dhumbarahi,2.5,3,5,1369,13,42000000,West
Kathmandu,Dhumbarahi,2.5,3,5,2053.5,13,65000000,West
Kathmandu,Dhumbarahi,3,4,5,1369,13,35000000,West
Kathmandu,Dhumbarahi,2.5,2,3,1711.25,13,52500000,West
Kathmandu,Dhumbarahi,2.5,3,3,1369,10,38000000,East
Kathmandu,Dhumbarahi,3.5,5,8,2395.75,12,45000000,East
Kathmandu,Dhumbarahi,3.5,7,8,1779.7,13,55000000,North West
Kathmandu,Dhumbarahi,3.5,6,7,2429.975,10,56000000,South
Kathmandu,Dhumbarahi,3.5,8,8,2429.975,10,57000000,East
Kathmandu,Dhumbarahi,3,5,8,2738,12,60000000,East
Kathmandu,Dhumbarahi,3,7,7,2738,13,62000000,East
Kathmandu,Dhumbarahi,2.5,4,5,2053.5,20,65000000,South East
Kathmandu,Dhumbarahi,3,4,5,2053.5,20,65000000,East
Kathmandu,Dhumbarahi,2,6,9,2738,11.5,67500000,South East
Kathmandu,Dhumbarahi,2.5,3,3,1369,13,36000000,West
Kathmandu,Dhumbarahi,2,2,3,1711.25,13,37500000,West
Kathmandu,Dhumbarahi,3,3,4,1095.2,13,28500000,West
Kathmandu,Dhumbarahi,2.5,4,6,855.625,13,32500000,West
Kathmandu,Dhungedhara,3,3,6,1026.75,13,32500000,West
Kathmandu,Dhungedhara,2.5,3,5,1369,13,28500000,West
Kathmandu,Dhungedhara,3,5,5,1026.75,14,24000000,East
Kathmandu,Dhungedhara,2.5,6,5,1369,13,27500000,South
Kathmandu,Dhungedhara,3,4,5,1026.75,13,33000000,West
Kathmandu,Dillibazar,2.5,4,4,1026.75,13,57500000,West
Bhaktapur,Duwakot,3,3,6,1369,10,14500000,North
Bhaktapur,Duwakot,2.5,3,5,1129.425,13,21500000,West
Bhaktapur,Duwakot,3,2,4,2224.625,13,27000000,West
Lalitpur,Ekantakuna,2.5,3,5,1540.12,13,40000000,West
Lalitpur,Ekantakuna,2.5,4,3,2053.5,13,42000000,West
Kathmandu,Ekatabasti,2.5,5,4,752.95,11,16000000,South
Kathmandu,Ekatabasti,3,7,7,1369,13,29900000,South East
Kathmandu,Ekatabasti,3,5,7,1369,13,29900000,South West
Kathmandu,Ekatabasti,2.5,4,6,1026.75,13,31000000,East
Kathmandu,Ekatabasti,3,5,5,2139.0625,13,36000000,East
Kathmandu,Gahana Pokhari,2,5,6,2156.175,11,70000000,South
Kathmandu,Gairi Gaun,2.5,3,5,1129.425,13,22000000,South East
Kathmandu,Gairidhara,3,3,6,1369,13,35000000,West
Kathmandu,Gairidhara,3,5,4,1711.25,14,55000000,East
Kathmandu,Gairigaun,2.5,4,6,1283.43,14,24500000,South West
Kathmandu,Gairigaun,2.5,4,7,1711.25,13,27500000,East
Kathmandu,Ganesh Chowk,2.5,4,6,1369,14,26000000,East
Kathmandu,Ganesh Chowk,2.5,5,5,1437.45,15,32000000,South West
Kathmandu,Ganesh Chowk,2.5,5,5,1197.875,14,32500000,South West
Kathmandu,Ganesh Chowk,2.5,5,5,1711.25,13,35000000,South
Kathmandu,Ganesh Chowk,2.5,4,5,1369,13,35000000,East
Kathmandu,Ganesh Chowk,2.5,4,5,1779.7,13,45000000,South West
Kathmandu,Ganesh Chowk,3.5,3,8,2053.5,20,58000000,North
Kathmandu,Ganesh Chowk,2.5,5,6,2087.725,15,62000000,South
Bhaktapur,Gatthaghar,3.5,5,5,1369,13,30000000,West
Bhaktapur,Gatthaghar,3.5,6,9,2053.5,13,37500000,North
Bhaktapur,Gatthaghar,3,4,7,1882.37,13,39000000,West
Kathmandu,Gaurighat,3,3,8,1026.75,12,25000000,East
Kathmandu,Ghattekulo,2.5,4,9,1283.4375,13,25000000,West
Kathmandu,Ghattekulo,3.5,3,6,1095.2,18,32500000,East
Kathmandu,Ghattekulo,2.5,5,3,2053.5,13,70000000,West
Lalitpur,Godawari,3,3,6,2395.75,13,16500000,West
Lalitpur,Godawari,2,1,3,1711.25,16,12500000,West
Lalitpur,Godawari,2,3,6,1060.975,11,17500000,West
Lalitpur,Godawari,3,4,7,1369,20,17500000,East
Lalitpur,Godawari,2,3,6,1540.125,18,21000000,South East
Lalitpur,Godawari,2.5,4,4,2144.897812,16,55000000,North
Lalitpur,Godawari,2.5,4,2,1754.03,13,25000000,West
Kathmandu,Gokarna,3,3,7,1197.875,13,23000000,West
Kathmandu,Gokarna,2,2,4,1369,15,13500000,East
Kathmandu,Gokarna,3,4,7,2951.9,13,45000000,West
Kathmandu,Gokarna,2.5,3,2,1026.75,13,22000000,West
Kathmandu,Goldhunga,2.5,3,6,1026.75,10,16500000,South East
Kathmandu,Goldhunga,2.5,3,5,1129.425,10,17000000,South
Kathmandu,Goldhunga,3,3,9,1197.875,13,17800000,East
Kathmandu,Goldhunga,2.5,5,4,1369,10,19500000,North East
Kathmandu,Goldhunga,2.5,3,6,1403.225,10,20000000,West
Kathmandu,Goldhunga,2.5,3,4,1026.75,16,20500000,East
Kathmandu,Goldhunga,3.5,4,8,1500,10,29500000,West
Kathmandu,Goldhunga,3.5,4,8,1540.125,10,29900000,West
Kathmandu,Goldhunga,3.5,4,8,1711.475,10,29900000,West
Kathmandu,Goldhunga,2.5,4,4,1369,20,32000000,North
Kathmandu,Golfutar,3,4,5,1711.25,13,58000000,West
Kathmandu,Golfutar,2.5,3,5,1625.68,13,45500000,West
Kathmandu,Golfutar,2.5,3,5,1711.25,13,36500000,West
Kathmandu,Golfutar,3,4,6,1026.75,13,18000000,East
Kathmandu,Golfutar,3.5,4,4,1026.75,15,19700000,North East
Kathmandu,Golfutar,2.5,3,6,1197.87,13,22000000,North East
Kathmandu,Golfutar,3,3,6,1060.975,13,22500000,North East
Kathmandu,Golfutar,2.5,3,3,1060.975,16,27500000,South West
Kathmandu,Golfutar,2.5,4,5,1475.95,14,28500000,East
Kathmandu,Golfutar,2.5,3,5,1369,15,29000000,South West
Kathmandu,Golfutar,2.5,5,5,1095.2,16,29000000,West
Kathmandu,Golfutar,2.5,3,4,1369,16,29500000,South
Kathmandu,Golfutar,2.5,5,5,1095.2,20,31500000,North East
Kathmandu,Golfutar,2.5,2,4,1369,13,32500000,East
Kathmandu,Golfutar,2.5,4,5,1369,16,32500000,East
Kathmandu,Golfutar,2,4,4,2395.75,15,35000000,East
Kathmandu,Golfutar,2,4,4,2395.75,20,35000000,East
Kathmandu,Golfutar,2.5,3,5,1369,20,36500000,East
Kathmandu,Golfutar,3,6,5,1369,20,37000000,South
Kathmandu,Golfutar,3,5,5,1369,20,37000000,South
Kathmandu,Golfutar,3,5,4,2139.0625,13,40000000,North
Kathmandu,Golfutar,2.5,5,5,1779.7,15.12944333,43000000,East
Kathmandu,Golfutar,3,4,4,2139.0625,20,43000000,South East
Kathmandu,Golfutar,2.5,3,3,1437.45,16,43500000,West
Kathmandu,Golfutar,2.5,5,5,1711.25,15,44500000,West
Kathmandu,Golfutar,3,6,6,2053.5,15,45000000,East
Kathmandu,Golfutar,3,7,6,2053.5,15,45000000,East
Kathmandu,Golfutar,3,5,4,3080.25,15,47500000,East
Kathmandu,Golfutar,2,4,5,3080.25,16,47500000,South East
Kathmandu,Golfutar,2.5,5,5,2738,13,50500000,East
Kathmandu,Golfutar,2,5,5,2395.75,13,54900000,North East
Kathmandu,Golfutar,2,4,4,3080.25,20,55000000,South East
Kathmandu,Golfutar,2.5,4,5,2087.725,14,65000000,South
Kathmandu,Golfutar,2.5,2,4,1540.125,13,35500000,West
Kathmandu,Golfutar,3,4,5,2224.625,13,67500000,West
Kathmandu,Golfutar,3,4,4,3422.5,13,75000000,West
Kathmandu,Golfutar,3,5,5,2395.75,13,49999999,West
Kathmandu,Golfutar,3.5,3,3,1540.125,13,43500000,West
Kathmandu,Golfutar,3.5,4,4,2395.75,13,49000000,West
Kathmandu,Golfutar,2.5,4,9,2053.5,13,35000000,West
Kathmandu,Golfutar,2.5,3,5,2053.5,13,56000000,West
Kathmandu,Golfutar,2.5,4,5,3422.5,13,72500000,West
Kathmandu,Golkopakha,3,2,5,1197.875,13,41000000,West
Kathmandu,Gongabu,3,3,6,1026.75,13,24000000,West
Kathmandu,Gongabu,2.5,4,6,1369,13,23000000,West
Kathmandu,Gongabu,2.5,3,5,1060.975,13,35000000,West
Kathmandu,Gongabu,3.5,3,6,1437.45,10,22500000,East
Kathmandu,Gongabu,3.5,5,6,1069.53,12,23750000,East
Kathmandu,Gongabu,2.5,3,4,1197.875,13,26000000,North
Kathmandu,Gongabu,3,3,4,128.8,12,35000000,South
Kathmandu,Gongabu,3.5,3,5,1369,12,35000000,South
Kathmandu,Gongabu,3.5,5,8,1411.78,12,35000000,South
Kathmandu,Gongabu,2,2,4,1711.25,10,37000000,West
Kathmandu,Gongabu,3.5,4,8,1711.25,13,37000000,North East
Kathmandu,Gongabu,2,2,4,1711.25,10,37000000,West
Kathmandu,Gongabu,3.5,3,8,1060.975,10,37500000,West
Kathmandu,Gothatar,2.5,3,5,1437.45,13,29000000,West
Kathmandu,Gothatar,2,2,4,898.4,13,12500000,East
Kathmandu,Gothatar,2,1,2,1112.3125,13,15800000,East
Kathmandu,Gothatar,2.5,3,6,1369,10,17000000,North
Kathmandu,Gothatar,2.5,3,4,1026.75,13,17500000,East
Kathmandu,Gothatar,2.5,3,3,1026.75,14,18500000,East
Kathmandu,Gothatar,2.5,3,5,1026.75,10,21000000,South
Kathmandu,Gothatar,3,5,6,1390.39,16,23000000,East
Kathmandu,Gothatar,2.5,3,6,1069.53125,13,24000000,East
Kathmandu,Gothatar,2.5,5,8,1369,10,38000000,East
Kathmandu,Gothatar,2.5,3,4,2053.5,20,40000000,South West
Kathmandu,Gothatar,3.5,6,7,2395.75,14,56000000,West
Kathmandu,Gothatar,3,4,7,1711.25,13,35000000,West
Kathmandu,Gothatar,2.5,3,6,2258.85,13,45000000,West
Kathmandu,Gothatar,3,3,4,2296.4975,13,40000000,West
Kathmandu,Gothatar,3,3,7,1369,13,26000000,West
Kathmandu,Gothatar,2.5,4,7,1197.875,13,28000000,West
Kathmandu,Gothatar,2.5,5,8,1369,13,38000000,West
Kathmandu,Grande Villa,3,5,5,2909.12,18,65000000,West
Kathmandu,Grande Villa,3,5,6,1454.5625,13,25000000,South
Kathmandu,Grande Villa,3,6,6,2481.3125,15,39000000,South
Kathmandu,Grande Villa,2,3,4,1668.46875,16,39000000,North
Kathmandu,Green hill city,2.5,3,4,1069.53,20,21000000,West
Kathmandu,Green hill city,2.5,3,5,1026.75,13,23000000,South East
Kathmandu,Greenland,2.5,5,5,1369,13,27500000,East
Kathmandu,Greenland,3.5,5,7,2502.7,16,38000000,South
Kathmandu,Greenland,2.5,4,7,3080.25,10,45000000,East
Kathmandu,Guheshwori,2,4,8,919.796875,13,21500000,West
Kathmandu,Guheshwori,2.5,4,8,1283.4375,20,28000000,West
Kathmandu,Guheshwori,3,3,8,1369,16,28500000,North East
Kathmandu,Gurjudhara,2.5,3,4,1069.53,16,16500000,East
Kathmandu,Gurjudhara,2,3,6,1454.5625,11,17000000,South East
Kathmandu,Gurjudhara,3,3,4,1437.45,10,18500000,East
Kathmandu,Gurjudhara,3,3,4,1540.12,10,18500000,East
Kathmandu,Gurjudhara,3.5,3,5,1403.225,13,25000000,West
Kathmandu,Gurjudhara,2.5,3,5,2053.5,10,29000000,South East
Lalitpur,Gwarko,3,4,4,1112.3125,13,35000000,West
Lalitpur,Gwarko,2,3,5,1369,15,19500000,West
Lalitpur,Gwarko,2.5,2,3,1048.140625,13,21000000,South
Lalitpur,Gwarko,2,2,6,718.725,13,25000000,West
Lalitpur,Gwarko,2.5,4,7,1197.87,20,26000000,East
Lalitpur,Gwarko,3,4,5,1060.975,13,27000000,South
Lalitpur,Gwarko,2.5,3,4,1060.975,13,27000000,South
Lalitpur,Gwarko,2.5,4,5,1437.45,13,30000000,South
Lalitpur,Gwarko,3.5,5,6,1437.45,14,35500000,South
Lalitpur,Gwarko,3,5,6,1796.8125,14,35500000,South
Lalitpur,Gwarko,3,4,6,1026.75,13,33000000,West
Lalitpur,Gwarko,3,4,6,941.1875,13,22000000,West
Lalitpur,Gwarko,2.5,4,4,1026.75,13,26500000,West
Lalitpur,Gwarko,2.5,2,6,718.725,13,25000000,West
Kathmandu,Gwarko,2.5,2,3,1026.75,13,24000000,West
Kathmandu,Gyaneshwor,3,5,6,2224.625,15,56000000,South
Kathmandu,Gyaneshwor,2.5,4,4,2053.5,15,56000000,South
Kathmandu,Handigaun,3,4,5,1711.25,13,48500000,West
Kathmandu,Handigaun,3,3,5,1026.75,13,32500000,West
Kathmandu,Handigaun,3,3,6,2498.425,13,50000000,West
Kathmandu,Handigaun,2.5,2,5,2609.65,13,75000000,West
Kathmandu,Handigaun,2.5,5,7,2464.2,15,52500000,South
Kathmandu,Hanumanghat,3.5,4,1,1863,12,40000000,South
Lalitpur,Harisiddhi,3,3,4,1026.75,13,25000000,West
Lalitpur,Harisiddhi,3,3,8,1026.75,13,19000000,West
Lalitpur,Harisiddhi,3,3,3,1090.921875,18,18000000,South East
Lalitpur,Harisiddhi,3,3,3,1090.921875,18,20000000,South East
Lalitpur,Harisiddhi,3,3,5,1197.875,13,22000000,South
Lalitpur,Harisiddhi,2.5,5,5,1369,20,22000000,East
Lalitpur,Harisiddhi,2.5,3,5,1095.2,20,23500000,South
Lalitpur,Harisiddhi,2.5,5,3,1155.09375,20,24000000,North West
Lalitpur,Harisiddhi,2.5,3,5,1095.2,13,26000000,East
Lalitpur,Harisiddhi,2.5,3,3,1411.78125,20,27000000,North
Lalitpur,Harisiddhi,2.5,4,4,1026.75,20,27000000,West
Lalitpur,Harisiddhi,2.5,4,7,2053.5,16.5,35000000,North
Lalitpur,Harisiddhi,2.5,5,8,2738,12,40000000,East
Lalitpur,Harisiddhi,3,2,1,1026.75,13,15000000,West
Lalitpur,Harisiddhi,2.5,3,4,1026.75,13,22500000,West
Lalitpur,Harisiddhi,2.5,3,3,1240.65,13,25500000,West
Lalitpur,Hattiban,3,3,4,855.625,13,25000000,West
Lalitpur,Hattiban,3,3,5,1197.875,13,22500000,West
Lalitpur,Hattiban,3,3,5,1026.75,13,29000000,West
Lalitpur,Hattiban,2.5,3,5,1369,13,36000000,West
Lalitpur,Hattiban,2.5,4,8,1471.675,13,25000000,West
Lalitpur,Hattiban,2.5,3,5,1095.2,13,23000000,West
Lalitpur,Hattiban,3,1,1,1026.75,20,16000000,East
Lalitpur,Hattiban,2,2,4,1026.75,14,20000000,South East
Lalitpur,Hattiban,2,2,3,1026.75,14,20000000,South East
Lalitpur,Hattiban,2.5,4,6,1369,12,21500000,East
Lalitpur,Hattiban,2.5,4,4,1711.25,20,21500000,South East
Lalitpur,Hattiban,2.5,3,5,1197.87,13,23500000,South
Lalitpur,Hattiban,2.5,3,3,1369,16,24000000,South West
Lalitpur,Hattiban,3,3,6,700,20,25000000,North East
Lalitpur,Hattiban,2.5,5,6,1095.2,13,25500000,South
Lalitpur,Hattiban,2.5,3,8,2087.725,15,26000000,South
Lalitpur,Hattiban,3,5,6,1380,13,26500000,East
Lalitpur,Hattiban,3,6,6,1403.225,13,28700000,South
Lalitpur,Hattiban,3.5,5,6,1403.225,13,28700000,South
Lalitpur,Hattiban,2.5,4,4,1882.375,12,29000000,North
Lalitpur,Hattiban,2.5,4,6,1112.3125,13,29000000,West
Lalitpur,Hattiban,3,4,5,1369,13,32500000,South
Lalitpur,Hattiban,2.5,3,3,1095.2,20,32500000,West
Lalitpur,Hattiban,3.5,4,8,1095.2,13,34000000,East
Lalitpur,Hattiban,3.5,4,5,1369,13,35000000,North East
Lalitpur,Hattiban,3,5,7,1403.225,13,39500000,North East
Lalitpur,Hattiban,3,5,7,1403.225,13,40000000,North East
Lalitpur,Hattiban,2.5,5,5,2053.5,16,45000000,North
Lalitpur,Hattiban,3,4,4,1540.125,13,46000000,East
Lalitpur,Hattiban,2,4,5,1711.25,14,46000000,East
Lalitpur,Hattiban,2.5,5,4,1129.425,15,46000000,South
Lalitpur,Hattiban,3,4,5,2100,16,50000000,South
Lalitpur,Hattiban,2.5,3,4,1200,20,50000000,North
Lalitpur,Hattiban,3,5,5,2395.75,20,55000000,South
Lalitpur,Hattiban,2.5,4,9,1026.75,13,24000000,West
Lalitpur,Hattiban,2.5,3,6,1745.475,13,40000000,West
Lalitpur,Hattiban,2.5,3,3,1369,13,67500000,West
Lalitpur,Hattiban,3,3,1,1369,13,27500000,West
Lalitpur,Hattiban,3,3,5,1369,13,26500000,West
Lalitpur,Hattiban,2.5,5,4,1540.125,13,24000000,West
Lalitpur,Hattiban,2.5,5,6,1369,13,36000000,West
Lalitpur,Hattiban,2.5,4,6,1540.125,13,26000000,West
Kathmandu,Hattidanda,2.5,3,6,1095.2,13,25000000,East
Kathmandu,Hattigauda,3,6,6,1711.25,14,26500000,West
Kathmandu,Hattigauda,2.5,3,5,1369,12,28000000,East
Kathmandu,Hattigauda,3,5,5,1369,15,28500000,North
Kathmandu,Hattigauda,3,5,6,1711.25,13,31000000,North
Kathmandu,Hattigauda,3,5,5,1711.25,13,33400000,South West
Kathmandu,Hattigauda,2.5,5,5,1754.03,13,33400000,South East
Kathmandu,Hattigauda,3,5,5,2139.0625,13,33500000,North West
Kathmandu,Hattigauda,3,5,5,2139.0625,14,33500000,North West
Kathmandu,Hattigauda,2.5,4,6,2395.75,13,34000000,South West
Kathmandu,Hattigauda,3,3,4,1369,13,34000000,South East
Kathmandu,Hattigauda,3,5,5,1711.25,13,34500000,South
Kathmandu,Hattigauda,2.5,4,5,1711.25,13,34500000,South
Kathmandu,Hattigauda,3,5,5,2139.0625,13,35500000,North West
Kathmandu,Hattigauda,2,4,4,2139.0625,15,35500000,East
Kathmandu,Hattigauda,3,3,5,2224.625,13,36500000,North East
Kathmandu,Hattigauda,3,3,4,2121.95,13,36500000,North East
Kathmandu,Hattigauda,2.5,5,5,2121.95,15,36500000,East
Kathmandu,Hattigauda,2,2,5,2139.05,12,37500000,East
Kathmandu,Hattigauda,2,3,4,1711.25,15,37500000,South East
Kathmandu,Hattigauda,2.5,5,7,2053.5,14,37500000,North East
Kathmandu,Hattigauda,3.5,7,5,1745.475,13,39000000,North
Kathmandu,Hattigauda,3,5,5,2053.5,13,45000000,North
Kathmandu,Hattigauda,3,4,5,1882.375,13,45000000,East
Kathmandu,Hattigauda,3,6,6,3165.8125,13,45000000,East
Kathmandu,Hattigauda,3,4,6,1711.25,13,45000000,North
Kathmandu,Hattigauda,2.5,5,6,1711.25,15,45000000,North East
Kathmandu,Hattigauda,2.5,5,4,1540.125,20,50000000,West
Kathmandu,Hattigauda,2.5,5,6,2053.5,15,57500000,South East
Kathmandu,Hattigauda,2.5,7,6,2121.95,14,65000000,East
Kathmandu,Hattigauda,2.5,5,4,2121.95,20,77000000,West
Kathmandu,Hattigaunda,3,3,4,1095.2,13,30000000,West
Kathmandu,Hattigaunda,2.5,5,6,2053.5,13,62500000,West
Kathmandu,Hattigaunda,2,3,5,1711.25,13,25000000,West
Kathmandu,Hattigaunda,2.5,5,4,1711.25,13,42000000,West
Kathmandu,Hattigaunda,2.5,2,4,2053.5,13,67500000,West
Kathmandu,Hattigaunda,3,5,5,1540.125,13,34500000,West
Kathmandu,Hattigaunda,3,4,7,2053.5,13,33000000,West
Kathmandu,Hattigaunda,3,5,4,1779.7,13,46000000,West
Kathmandu,Hattigaunda,3,4,6,1711.25,13,35000000,West
Kathmandu,Hattigaunda,3,3,4,3080.25,13,52500000,West
Kathmandu,Hattigaunda,3,4,5,1540.125,13,34500000,West
Kathmandu,Hattigaunda,3,4,5,1390.39,13,35200000,West
Kathmandu,Hattigaunda,3,4,6,1369,13,31500000,West
Kathmandu,Hattigaunda,3,5,6,1369,13,31500000,West
