Price,Address,Floor,Bathroom,Bedroom,Land,Road,City,Face
35000000,Dhapasi,3,3,5,2121.95,13,Kathmandu,West
29000000,Dhapasi,3,3,4,1026.75,13,Kathmandu,West
37500000,Dhapasi,2.5,4,7,1711.25,13,Kathmandu,West
28000000,Dhapasi,2.5,3,5,1540.125,13,Kathmandu,West
17000000,Dhapasi,3,3,4,1112.3125,13,Kathmandu,East
19500000,Dhapasi,2.5,3,5,1026.75,12,Kathmandu,East
21000000,Dhapasi,2.5,3,5,1060.975,12,Kathmandu,East
21000000,Dhapasi,2,3,5,1026.75,13,Kathmandu,West
23000000,Dhapasi,3,3,4,1112.3125,13,Kathmandu,North East
25500000,Dhapasi,3,6,5,1454.5625,13,Kathmandu,East
26000000,Dhapasi,3,3,4,2139.0625,15,Kathmandu,West
27000000,Dhapasi,2.5,3,5,1026.75,13,Kathmandu,North
28500000,Dhapasi,2.5,4,4,1095.2,16,Kathmandu,East
29000000,Dhapasi,2.5,3,4,1095.2,14,Kathmandu,North
29500000,Dhapasi,2.5,3,3,1369,13,Kathmandu,South
29500000,Dhapasi,2.5,4,5,1369,13,Kathmandu,East
29500000,Dhapasi,2.5,3,5,1026.75,13,Kathmandu,West
31000000,Dhapasi,2.5,3,5,1129.425,13,Kathmandu,South West
32000000,Dhapasi,2.5,6,6,1711.25,13,Kathmandu,East
32000000,Dhapasi,2.5,5,6,1711.25,13,Kathmandu,East
32500000,Dhapasi,2.5,1,5,2053.5,10,Kathmandu,East
32500000,Dhapasi,2.5,5,5,1711.25,13,Kathmandu,East
33500000,Dhapasi,3,4,4,1711.25,20,Kathmandu,North East
35000000,Dhapasi,2,4,4,1711.25,15,Kathmandu,East
36000000,Dhapasi,3.5,7,7,1403.225,16,Kathmandu,South East
37500000,Dhapasi,3,4,6,1369,13,Kathmandu,East
39000000,Dhapasi,2.5,4,7,2395.75,12,Kathmandu,East
40000000,Dhapasi,3,4,8,2994.6875,12,Kathmandu,South
41000000,Dhapasi,3,4,5,1369,20,Kathmandu,South East
42500000,Dhapasi,2.5,5,6,1711.25,18,Kathmandu,South
44000000,Dhapasi,2.5,4,5,2395.75,13,Kathmandu,North East
45000000,Dhapasi,3,6,6,2738,20,Kathmandu,South West
47000000,Dhapasi,2.5,2,6,3080.25,12,Kathmandu,East
47500000,Dhapasi,2.5,4,3,2087.725,15,Kathmandu,South East
50000000,Dhapasi,2.5,4,4,2395.75,10,Kathmandu,South
51000000,Dhapasi,2.5,2,4,2053.5,20,Kathmandu,East
58000000,Dhapasi,3.5,5,5,3114.475,17.5,Kathmandu,South
65000000,Dhapasi,3,6,6,2738,20,Kathmandu,West
58000000,Dhapasi,2.5,3,4,3422.5,13,Kathmandu,West
35000000,Dhapasi,3,4,5,1711.25,13,Kathmandu,West
26500000,Dhapasi,3,5,6,1197.875,13,Kathmandu,West
34000000,Dhapasi,3,4,6,1283.4375,13,Kathmandu,West
32500000,Dhapasi,3,3,3,1369,13,Kathmandu,West
44000000,Dhapasi,3,4,7,1711.25,13,Kathmandu,West
37500000,Dhapasi,3,3,5,2395.75,13,Kathmandu,West
47500000,Dhapasi,3,5,4,2395.75,13,Kathmandu,West
47500000,Dhapasi,2.5,5,5,2395.75,13,Kathmandu,West
33000000,Dhapasi,2.5,3,5,1155.09,13,Kathmandu,West
25500000,Dhapasi,2.5,5,6,1095.2,13,Kathmandu,West
21000000,other,2,2,4,1369,20,Kathmandu,North
18000000,other,3,3,6,1026.75,13,Kathmandu,West
75000000,other,3,4,5,3080.25,13,Lalitpur,West
27500000,other,2.5,4,4,1369,20,Lalitpur,West
29900000,other,2.5,3,6,1796.8125,20,Lalitpur,East
33000000,other,2.5,4,5,1369,13.5,Lalitpur,West
70000000,Dhumbarahi,3,2,4,2823.5625,13,Kathmandu,West
55000000,Dhumbarahi,2.5,5,7,3422.5,13,Kathmandu,West
30000000,Dhumbarahi,2.5,3,5,1369,13,Kathmandu,West
42000000,Dhumbarahi,2.5,3,5,1369,13,Kathmandu,West
65000000,Dhumbarahi,2.5,3,5,2053.5,13,Kathmandu,West
35000000,Dhumbarahi,3,4,5,1369,13,Kathmandu,West
52500000,Dhumbarahi,2.5,2,3,1711.25,13,Kathmandu,West
38000000,Dhumbarahi,2.5,3,3,1369,10,Kathmandu,East
45000000,Dhumbarahi,3.5,5,8,2395.75,12,Kathmandu,East
55000000,Dhumbarahi,3.5,7,8,1779.7,13,Kathmandu,North West
56000000,Dhumbarahi,3.5,6,7,2429.975,10,Kathmandu,South
57000000,Dhumbarahi,3.5,8,8,2429.975,10,Kathmandu,East
60000000,Dhumbarahi,3,5,8,2738,12,Kathmandu,East
62000000,Dhumbarahi,3,7,7,2738,13,Kathmandu,East
65000000,Dhumbarahi,2.5,4,5,2053.5,20,Kathmandu,South East
65000000,Dhumbarahi,3,4,5,2053.5,20,Kathmandu,East
67500000,Dhumbarahi,2,6,9,2738,11.5,Kathmandu,South East
36000000,Dhumbarahi,2.5,3,3,1369,13,Kathmandu,West
37500000,Dhumbarahi,2,2,3,1711.25,13,Kathmandu,West
28500000,Dhumbarahi,3,3,4,1095.2,13,Kathmandu,West
32500000,Dhungedhara,3,3,6,1026.75,13,Kathmandu,West
28500000,Dhungedhara,2.5,3,5,1369,13,Kathmandu,West
24000000,Dhungedhara,3,5,5,1026.75,14,Kathmandu,East
27500000,Dhungedhara,2.5,6,5,1369,13,Kathmandu,South
33000000,Dhungedhara,3,4,5,1026.75,13,Kathmandu,West
57500000,other,2.5,4,4,1026.75,13,Kathmandu,West
14500000,other,3,3,6,1369,10,Bhaktapur,North
21500000,other,2.5,3,5,1129.425,13,Bhaktapur,West
27000000,other,3,2,4,2224.625,13,Bhaktapur,West
40000000,other,2.5,3,5,1540.12,13,Lalitpur,West
42000000,other,2.5,4,3,2053.5,13,Lalitpur,West
29900000,Ekatabasti,3,7,7,1369,13,Kathmandu,South East
29900000,Ekatabasti,3,5,7,1369,13,Kathmandu,South West
31000000,Ekatabasti,2.5,4,6,1026.75,13,Kathmandu,East
36000000,Ekatabasti,3,5,5,2139.0625,13,Kathmandu,East
70000000,other,2,5,6,2156.175,11,Kathmandu,South
22000000,other,2.5,3,5,1129.425,13,Kathmandu,South East
35000000,other,3,3,6,1369,13,Kathmandu,West
55000000,other,3,5,4,1711.25,14,Kathmandu,East
24500000,other,2.5,4,6,1283.43,14,Kathmandu,South West
27500000,other,2.5,4,7,1711.25,13,Kathmandu,East
26000000,Ganesh Chowk,2.5,4,6,1369,14,Kathmandu,East
32000000,Ganesh Chowk,2.5,5,5,1437.45,15,Kathmandu,South West
32500000,Ganesh Chowk,2.5,5,5,1197.875,14,Kathmandu,South West
35000000,Ganesh Chowk,2.5,5,5,1711.25,13,Kathmandu,South
35000000,Ganesh Chowk,2.5,4,5,1369,13,Kathmandu,East
45000000,Ganesh Chowk,2.5,4,5,1779.7,13,Kathmandu,South West
58000000,Ganesh Chowk,3.5,3,8,2053.5,20,Kathmandu,North
62000000,Ganesh Chowk,2.5,5,6,2087.725,15,Kathmandu,South
30000000,other,3.5,5,5,1369,13,Bhaktapur,West
37500000,other,3.5,6,9,2053.5,13,Bhaktapur,North
39000000,other,3,4,7,1882.37,13,Bhaktapur,West
25000000,other,3,3,8,1026.75,12,Kathmandu,East
25000000,other,2.5,4,9,1283.4375,13,Kathmandu,West
32500000,other,3.5,3,6,1095.2,18,Kathmandu,East
70000000,other,2.5,5,3,2053.5,13,Kathmandu,West
16500000,Godawari,3,3,6,2395.75,13,Lalitpur,West
12500000,Godawari,2,1,3,1711.25,16,Lalitpur,West
17500000,Godawari,2,3,6,1060.975,11,Lalitpur,West
17500000,Godawari,3,4,7,1369,20,Lalitpur,East
21000000,Godawari,2,3,6,1540.125,18,Lalitpur,South East
55000000,Godawari,2.5,4,4,2144.897812,16,Lalitpur,North
25000000,Godawari,2.5,4,2,1754.03,13,Lalitpur,West
23000000,other,3,3,7,1197.875,13,Kathmandu,West
13500000,other,2,2,4,1369,15,Kathmandu,East
45000000,other,3,4,7,2951.9,13,Kathmandu,West
22000000,other,2.5,3,2,1026.75,13,Kathmandu,West
16500000,Goldhunga,2.5,3,6,1026.75,10,Kathmandu,South East
17000000,Goldhunga,2.5,3,5,1129.425,10,Kathmandu,South
17800000,Goldhunga,3,3,9,1197.875,13,Kathmandu,East
19500000,Goldhunga,2.5,5,4,1369,10,Kathmandu,North East
20000000,Goldhunga,2.5,3,6,1403.225,10,Kathmandu,West
20500000,Goldhunga,2.5,3,4,1026.75,16,Kathmandu,East
29500000,Goldhunga,3.5,4,8,1500,10,Kathmandu,West
29900000,Goldhunga,3.5,4,8,1540.125,10,Kathmandu,West
29900000,Goldhunga,3.5,4,8,1711.475,10,Kathmandu,West
32000000,Goldhunga,2.5,4,4,1369,20,Kathmandu,North
58000000,Golfutar,3,4,5,1711.25,13,Kathmandu,West
45500000,Golfutar,2.5,3,5,1625.68,13,Kathmandu,West
36500000,Golfutar,2.5,3,5,1711.25,13,Kathmandu,West
18000000,Golfutar,3,4,6,1026.75,13,Kathmandu,East
19700000,Golfutar,3.5,4,4,1026.75,15,Kathmandu,North East
22000000,Golfutar,2.5,3,6,1197.87,13,Kathmandu,North East
22500000,Golfutar,3,3,6,1060.975,13,Kathmandu,North East
27500000,Golfutar,2.5,3,3,1060.975,16,Kathmandu,South West
28500000,Golfutar,2.5,4,5,1475.95,14,Kathmandu,East
29000000,Golfutar,2.5,3,5,1369,15,Kathmandu,South West
29000000,Golfutar,2.5,5,5,1095.2,16,Kathmandu,West
29500000,Golfutar,2.5,3,4,1369,16,Kathmandu,South
31500000,Golfutar,2.5,5,5,1095.2,20,Kathmandu,North East
32500000,Golfutar,2.5,2,4,1369,13,Kathmandu,East
32500000,Golfutar,2.5,4,5,1369,16,Kathmandu,East
35000000,Golfutar,2,4,4,2395.75,15,Kathmandu,East
35000000,Golfutar,2,4,4,2395.75,20,Kathmandu,East
36500000,Golfutar,2.5,3,5,1369,20,Kathmandu,East
37000000,Golfutar,3,6,5,1369,20,Kathmandu,South
37000000,Golfutar,3,5,5,1369,20,Kathmandu,South
40000000,Golfutar,3,5,4,2139.0625,13,Kathmandu,North
43000000,Golfutar,2.5,5,5,1779.7,15.12944333,Kathmandu,East
43000000,Golfutar,3,4,4,2139.0625,20,Kathmandu,South East
43500000,Golfutar,2.5,3,3,1437.45,16,Kathmandu,West
44500000,Golfutar,2.5,5,5,1711.25,15,Kathmandu,West
45000000,Golfutar,3,6,6,2053.5,15,Kathmandu,East
45000000,Golfutar,3,7,6,2053.5,15,Kathmandu,East
47500000,Golfutar,3,5,4,3080.25,15,Kathmandu,East
47500000,Golfutar,2,4,5,3080.25,16,Kathmandu,South East
50500000,Golfutar,2.5,5,5,2738,13,Kathmandu,East
54900000,Golfutar,2,5,5,2395.75,13,Kathmandu,North East
55000000,Golfutar,2,4,4,3080.25,20,Kathmandu,South East
65000000,Golfutar,2.5,4,5,2087.725,14,Kathmandu,South
35500000,Golfutar,2.5,2,4,1540.125,13,Kathmandu,West
67500000,Golfutar,3,4,5,2224.625,13,Kathmandu,West
75000000,Golfutar,3,4,4,3422.5,13,Kathmandu,West
49999999,Golfutar,3,5,5,2395.75,13,Kathmandu,West
43500000,Golfutar,3.5,3,3,1540.125,13,Kathmandu,West
49000000,Golfutar,3.5,4,4,2395.75,13,Kathmandu,West
35000000,Golfutar,2.5,4,9,2053.5,13,Kathmandu,West
56000000,Golfutar,2.5,3,5,2053.5,13,Kathmandu,West
72500000,Golfutar,2.5,4,5,3422.5,13,Kathmandu,West
41000000,other,3,2,5,1197.875,13,Kathmandu,West
24000000,Gongabu,3,3,6,1026.75,13,Kathmandu,West
23000000,Gongabu,2.5,4,6,1369,13,Kathmandu,West
35000000,Gongabu,2.5,3,5,1060.975,13,Kathmandu,West
22500000,Gongabu,3.5,3,6,1437.45,10,Kathmandu,East
23750000,Gongabu,3.5,5,6,1069.53,12,Kathmandu,East
26000000,Gongabu,2.5,3,4,1197.875,13,Kathmandu,North
35000000,Gongabu,3.5,3,5,1369,12,Kathmandu,South
35000000,Gongabu,3.5,5,8,1411.78,12,Kathmandu,South
37000000,Gongabu,2,2,4,1711.25,10,Kathmandu,West
37000000,Gongabu,3.5,4,8,1711.25,13,Kathmandu,North East
37000000,Gongabu,2,2,4,1711.25,10,Kathmandu,West
37500000,Gongabu,3.5,3,8,1060.975,10,Kathmandu,West
29000000,Gothatar,2.5,3,5,1437.45,13,Kathmandu,West
15800000,Gothatar,2,1,2,1112.3125,13,Kathmandu,East
17000000,Gothatar,2.5,3,6,1369,10,Kathmandu,North
17500000,Gothatar,2.5,3,4,1026.75,13,Kathmandu,East
18500000,Gothatar,2.5,3,3,1026.75,14,Kathmandu,East
21000000,Gothatar,2.5,3,5,1026.75,10,Kathmandu,South
23000000,Gothatar,3,5,6,1390.39,16,Kathmandu,East
24000000,Gothatar,2.5,3,6,1069.53125,13,Kathmandu,East
38000000,Gothatar,2.5,5,8,1369,10,Kathmandu,East
40000000,Gothatar,2.5,3,4,2053.5,20,Kathmandu,South West
56000000,Gothatar,3.5,6,7,2395.75,14,Kathmandu,West
35000000,Gothatar,3,4,7,1711.25,13,Kathmandu,West
45000000,Gothatar,2.5,3,6,2258.85,13,Kathmandu,West
40000000,Gothatar,3,3,4,2296.4975,13,Kathmandu,West
26000000,Gothatar,3,3,7,1369,13,Kathmandu,West
28000000,Gothatar,2.5,4,7,1197.875,13,Kathmandu,West
38000000,Gothatar,2.5,5,8,1369,13,Kathmandu,West
65000000,other,3,5,5,2909.12,18,Kathmandu,West
25000000,other,3,5,6,1454.5625,13,Kathmandu,South
39000000,other,3,6,6,2481.3125,15,Kathmandu,South
39000000,other,2,3,4,1668.46875,16,Kathmandu,North
21000000,other,2.5,3,4,1069.53,20,Kathmandu,West
23000000,other,2.5,3,5,1026.75,13,Kathmandu,South East
27500000,other,2.5,5,5,1369,13,Kathmandu,East
38000000,other,3.5,5,7,2502.7,16,Kathmandu,South
45000000,other,2.5,4,7,3080.25,10,Kathmandu,East
28000000,other,2.5,4,8,1283.4375,20,Kathmandu,West
28500000,other,3,3,8,1369,16,Kathmandu,North East
16500000,Gurjudhara,2.5,3,4,1069.53,16,Kathmandu,East
17000000,Gurjudhara,2,3,6,1454.5625,11,Kathmandu,South East
18500000,Gurjudhara,3,3,4,1437.45,10,Kathmandu,East
18500000,Gurjudhara,3,3,4,1540.12,10,Kathmandu,East
25000000,Gurjudhara,3.5,3,5,1403.225,13,Kathmandu,West
29000000,Gurjudhara,2.5,3,5,2053.5,10,Kathmandu,South East
35000000,Gwarko,3,4,4,1112.3125,13,Lalitpur,West
19500000,Gwarko,2,3,5,1369,15,Lalitpur,West
21000000,Gwarko,2.5,2,3,1048.140625,13,Lalitpur,South
26000000,Gwarko,2.5,4,7,1197.87,20,Lalitpur,East
27000000,Gwarko,3,4,5,1060.975,13,Lalitpur,South
27000000,Gwarko,2.5,3,4,1060.975,13,Lalitpur,South
30000000,Gwarko,2.5,4,5,1437.45,13,Lalitpur,South
35500000,Gwarko,3.5,5,6,1437.45,14,Lalitpur,South
35500000,Gwarko,3,5,6,1796.8125,14,Lalitpur,South
33000000,Gwarko,3,4,6,1026.75,13,Lalitpur,West
26500000,Gwarko,2.5,4,4,1026.75,13,Lalitpur,West
24000000,Gwarko,2.5,2,3,1026.75,13,Kathmandu,West
56000000,other,3,5,6,2224.625,15,Kathmandu,South
56000000,other,2.5,4,4,2053.5,15,Kathmandu,South
48500000,Handigaun,3,4,5,1711.25,13,Kathmandu,West
32500000,Handigaun,3,3,5,1026.75,13,Kathmandu,West
50000000,Handigaun,3,3,6,2498.425,13,Kathmandu,West
75000000,Handigaun,2.5,2,5,2609.65,13,Kathmandu,West
52500000,Handigaun,2.5,5,7,2464.2,15,Kathmandu,South
25000000,Harisiddhi,3,3,4,1026.75,13,Lalitpur,West
19000000,Harisiddhi,3,3,8,1026.75,13,Lalitpur,West
18000000,Harisiddhi,3,3,3,1090.921875,18,Lalitpur,South East
20000000,Harisiddhi,3,3,3,1090.921875,18,Lalitpur,South East
22000000,Harisiddhi,3,3,5,1197.875,13,Lalitpur,South
22000000,Harisiddhi,2.5,5,5,1369,20,Lalitpur,East
23500000,Harisiddhi,2.5,3,5,1095.2,20,Lalitpur,South
24000000,Harisiddhi,2.5,5,3,1155.09375,20,Lalitpur,North West
26000000,Harisiddhi,2.5,3,5,1095.2,13,Lalitpur,East
27000000,Harisiddhi,2.5,3,3,1411.78125,20,Lalitpur,North
27000000,Harisiddhi,2.5,4,4,1026.75,20,Lalitpur,West
35000000,Harisiddhi,2.5,4,7,2053.5,16.5,Lalitpur,North
40000000,Harisiddhi,2.5,5,8,2738,12,Lalitpur,East
22500000,Harisiddhi,2.5,3,4,1026.75,13,Lalitpur,West
25500000,Harisiddhi,2.5,3,3,1240.65,13,Lalitpur,West
22500000,Hattiban,3,3,5,1197.875,13,Lalitpur,West
29000000,Hattiban,3,3,5,1026.75,13,Lalitpur,West
36000000,Hattiban,2.5,3,5,1369,13,Lalitpur,West
25000000,Hattiban,2.5,4,8,1471.675,13,Lalitpur,West
23000000,Hattiban,2.5,3,5,1095.2,13,Lalitpur,West
20000000,Hattiban,2,2,4,1026.75,14,Lalitpur,South East
20000000,Hattiban,2,2,3,1026.75,14,Lalitpur,South East
21500000,Hattiban,2.5,4,6,1369,12,Lalitpur,East
21500000,Hattiban,2.5,4,4,1711.25,20,Lalitpur,South East
23500000,Hattiban,2.5,3,5,1197.87,13,Lalitpur,South
24000000,Hattiban,2.5,3,3,1369,16,Lalitpur,South West
25500000,Hattiban,2.5,5,6,1095.2,13,Lalitpur,South
26000000,Hattiban,2.5,3,8,2087.725,15,Lalitpur,South
26500000,Hattiban,3,5,6,1380,13,Lalitpur,East
28700000,Hattiban,3,6,6,1403.225,13,Lalitpur,South
28700000,Hattiban,3.5,5,6,1403.225,13,Lalitpur,South
29000000,Hattiban,2.5,4,4,1882.375,12,Lalitpur,North
29000000,Hattiban,2.5,4,6,1112.3125,13,Lalitpur,West
32500000,Hattiban,3,4,5,1369,13,Lalitpur,South
32500000,Hattiban,2.5,3,3,1095.2,20,Lalitpur,West
34000000,Hattiban,3.5,4,8,1095.2,13,Lalitpur,East
35000000,Hattiban,3.5,4,5,1369,13,Lalitpur,North East
39500000,Hattiban,3,5,7,1403.225,13,Lalitpur,North East
40000000,Hattiban,3,5,7,1403.225,13,Lalitpur,North East
45000000,Hattiban,2.5,5,5,2053.5,16,Lalitpur,North
46000000,Hattiban,3,4,4,1540.125,13,Lalitpur,East
46000000,Hattiban,2,4,5,1711.25,14,Lalitpur,East
46000000,Hattiban,2.5,5,4,1129.425,15,Lalitpur,South
50000000,Hattiban,3,4,5,2100,16,Lalitpur,South
50000000,Hattiban,2.5,3,4,1200,20,Lalitpur,North
55000000,Hattiban,3,5,5,2395.75,20,Lalitpur,South
24000000,Hattiban,2.5,4,9,1026.75,13,Lalitpur,West
40000000,Hattiban,2.5,3,6,1745.475,13,Lalitpur,West
67500000,Hattiban,2.5,3,3,1369,13,Lalitpur,West
26500000,Hattiban,3,3,5,1369,13,Lalitpur,West
24000000,Hattiban,2.5,5,4,1540.125,13,Lalitpur,West
36000000,Hattiban,2.5,5,6,1369,13,Lalitpur,West
26000000,Hattiban,2.5,4,6,1540.125,13,Lalitpur,West
25000000,other,2.5,3,6,1095.2,13,Kathmandu,East
26500000,Hattigauda,3,6,6,1711.25,14,Kathmandu,West
28000000,Hattigauda,2.5,3,5,1369,12,Kathmandu,East
28500000,Hattigauda,3,5,5,1369,15,Kathmandu,North
31000000,Hattigauda,3,5,6,1711.25,13,Kathmandu,North
33400000,Hattigauda,3,5,5,1711.25,13,Kathmandu,South West
33400000,Hattigauda,2.5,5,5,1754.03,13,Kathmandu,South East
33500000,Hattigauda,3,5,5,2139.0625,13,Kathmandu,North West
33500000,Hattigauda,3,5,5,2139.0625,14,Kathmandu,North West
34000000,Hattigauda,2.5,4,6,2395.75,13,Kathmandu,South West
34000000,Hattigauda,3,3,4,1369,13,Kathmandu,South East
34500000,Hattigauda,3,5,5,1711.25,13,Kathmandu,South
34500000,Hattigauda,2.5,4,5,1711.25,13,Kathmandu,South
35500000,Hattigauda,3,5,5,2139.0625,13,Kathmandu,North West
35500000,Hattigauda,2,4,4,2139.0625,15,Kathmandu,East
36500000,Hattigauda,3,3,5,2224.625,13,Kathmandu,North East
36500000,Hattigauda,3,3,4,2121.95,13,Kathmandu,North East
36500000,Hattigauda,2.5,5,5,2121.95,15,Kathmandu,East
37500000,Hattigauda,2,2,5,2139.05,12,Kathmandu,East
37500000,Hattigauda,2,3,4,1711.25,15,Kathmandu,South East
37500000,Hattigauda,2.5,5,7,2053.5,14,Kathmandu,North East
39000000,Hattigauda,3.5,7,5,1745.475,13,Kathmandu,North
45000000,Hattigauda,3,5,5,2053.5,13,Kathmandu,North
45000000,Hattigauda,3,4,5,1882.375,13,Kathmandu,East
45000000,Hattigauda,3,6,6,3165.8125,13,Kathmandu,East
45000000,Hattigauda,3,4,6,1711.25,13,Kathmandu,North
45000000,Hattigauda,2.5,5,6,1711.25,15,Kathmandu,North East
50000000,Hattigauda,2.5,5,4,1540.125,20,Kathmandu,West
57500000,Hattigauda,2.5,5,6,2053.5,15,Kathmandu,South East
65000000,Hattigauda,2.5,7,6,2121.95,14,Kathmandu,East
77000000,Hattigauda,2.5,5,4,2121.95,20,Kathmandu,West
30000000,Hattigaunda,3,3,4,1095.2,13,Kathmandu,West
62500000,Hattigaunda,2.5,5,6,2053.5,13,Kathmandu,West
25000000,Hattigaunda,2,3,5,1711.25,13,Kathmandu,West
42000000,Hattigaunda,2.5,5,4,1711.25,13,Kathmandu,West
67500000,Hattigaunda,2.5,2,4,2053.5,13,Kathmandu,West
34500000,Hattigaunda,3,5,5,1540.125,13,Kathmandu,West
33000000,Hattigaunda,3,4,7,2053.5,13,Kathmandu,West
46000000,Hattigaunda,3,5,4,1779.7,13,Kathmandu,West
35000000,Hattigaunda,3,4,6,1711.25,13,Kathmandu,West
52500000,Hattigaunda,3,3,4,3080.25,13,Kathmandu,West
34500000,Hattigaunda,3,4,5,1540.125,13,Kathmandu,West
35200000,Hattigaunda,3,4,5,1390.39,13,Kathmandu,West
31500000,Hattigaunda,3,4,6,1369,13,Kathmandu,West
31500000,Hattigaunda,3,5,6,1369,13,Kathmandu,West
39500000,Hattigaunda,3,5,5,1369,13,Kathmandu,West
36800000,Hattigaunda,3.5,4,4,1369,13,Kathmandu,West
35000000,Hattigaunda,3.5,4,5,1369,13,Kathmandu,West
58000000,Hattigaunda,3,4,8,2053.5,13,Kathmandu,West
31500000,Hattigaunda,2.5,3,5,1197.875,13,Kathmandu,West
35000000,Hattigaunda,2.5,5,7,1711.25,13,Kathmandu,West
53000000,Hattigaunda,2.5,4,6,3114.475,13,Kathmandu,West
58000000,Hattigaunda,2.5,3,8,2053.5,13,Kathmandu,West
50000000,Hattigaunda,2.5,4,5,2395.75,13,Kathmandu,West
42500000,Hattigaunda,3,5,5,1369,13,Kathmandu,West
35000000,Hattigaunda,3,4,5,3080.25,13,Kathmandu,West
27500000,Hattigaunda,3,3,4,1540.12,13,Kathmandu,West
26500000,Hattigaunda,3,3,5,1026.75,13,Kathmandu,West
27000000,Hattigaunda,3,4,4,1060.975,13,Kathmandu,West
22000000,Hattigaunda,3,3,6,1112.31,13,Kathmandu,West
17500000,Hattigaunda,3,4,8,1112.3125,13,Kathmandu,West
27500000,Hattigaunda,2.5,3,6,1095.2,13,Kathmandu,West
50000000,other,3,3,3,1711.25,20,Kathmandu,South
75000000,Hepali,3,3,4,2909.125,13,Kathmandu,West
52000000,Hepali,3,3,5,1882.375,13,Kathmandu,West
53000000,Hepali,2.5,4,5,1882.375,13,Kathmandu,West
52000000,Hepali,2.5,3,3,1882.375,13,Kathmandu,West
26000000,Hepali,2.5,5,4,1026.75,20,Kathmandu,North
33500000,Hepali,2.5,5,4,1369,13,Kathmandu,North East
37500000,Hepali,2,1,6,1754.03,14,Kathmandu,North East
38000000,Hepali,2.5,4,4,2121.95,16,Kathmandu,South East
43000000,Hepali,2.5,4,4,1711.25,16,Kathmandu,South East
45000000,Hepali,3,3,3,1437.45,20,Kathmandu,South West
46500000,Hepali,3,6,6,1471.675,13,Kathmandu,West
55000000,Hepali,2.5,5,5,1779.7,15,Kathmandu,North East
21500000,Imadol,3,3,5,1026.75,13,Lalitpur,West
32500000,Imadol,3,4,4,1369,13,Lalitpur,West
29000000,Imadol,3,3,7,1112.31,13,Lalitpur,West
25000000,Imadol,3,3,5,1095.2,13,Lalitpur,West
20000000,Imadol,3,3,3,1026.75,13,Lalitpur,West
55000000,Imadol,3,4,3,1882.37,13,Lalitpur,West
28100000,Imadol,3,3,7,1369,13,Lalitpur,West
26500000,Imadol,3,4,5,1369,13,Lalitpur,West
36500000,Imadol,3,4,6,1369,13,Lalitpur,West
31500000,Imadol,3,4,4,1026.75,13,Lalitpur,West
23000000,Imadol,3,4,5,1026.75,13,Lalitpur,West
28500000,Imadol,3,4,5,1026.75,13,Lalitpur,West
29000000,Imadol,2.5,5,6,1369,13,Lalitpur,West
34000000,Imadol,2.5,4,6,1369,13,Lalitpur,West
31000000,Imadol,2.5,4,5,1369,13,Lalitpur,West
24000000,Imadol,2.5,4,4,1026.75,13,Lalitpur,West
31000000,Imadol,2.5,4,5,1369,13,Lalitpur,West
29500000,Imadol,2.5,4,5,1369,13,Lalitpur,West
32500000,Imadol,2.5,4,5,1026.75,13,Lalitpur,West
24500000,Imadol,2.5,4,4,1026.75,13,Lalitpur,West
29000000,Imadol,2.5,4,5,1026.75,13,Lalitpur,West
28000000,Imadol,2.5,4,5,1026.75,13,Lalitpur,West
27500000,Imadol,2.5,4,5,1026.75,13,Lalitpur,West
24500000,Imadol,2.5,4,4,1026.75,13,Lalitpur,West
23500000,Imadol,2.5,4,5,1026.75,13,Lalitpur,West
31000000,Imadol,2.5,4,6,1026.75,13,Lalitpur,West
80000000,Imadol,2.5,4,5,2053.5,13,Lalitpur,West
30000000,Imadol,2.5,5,7,1369,13,Lalitpur,West
23000000,Imadol,3,3,5,1112.31,13,Lalitpur,West
21500000,Imadol,3,3,5,1060.975,13,Lalitpur,West
67500000,Imadol,3,5,5,2395.75,13,Lalitpur,West
21500000,Imadol,3,4,6,1026.75,13,Lalitpur,West
22500000,Imadol,2.5,3,6,1369,13,Lalitpur,West
26000000,Imadol,2.5,4,5,1369,13,Lalitpur,West
47500000,Imadol,2.5,4,7,2053.5,13,Lalitpur,West
29500000,Imadol,3,4,4,1240.65,13,Lalitpur,West
27000000,Imadol,3,4,4,1197.87,13,Lalitpur,West
25000000,Imadol,3,2,4,1133.7,13,Lalitpur,West
24000000,Imadol,3,4,4,1026.75,13,Lalitpur,West
27500000,Imadol,3,4,5,1197.875,13,Lalitpur,West
24000000,Imadol,3,4,4,1026.75,13,Lalitpur,West
24500000,Imadol,3,4,5,1026.75,13,Lalitpur,West
27000000,Imadol,3,4,7,1700,13,Lalitpur,West
27000000,Imadol,3,4,6,1197.875,13,Lalitpur,West
28000000,Imadol,3,4,3,1369,13,Lalitpur,West
34000000,Imadol,2.5,4,7,1197.875,13,Lalitpur,West
27000000,Imadol,2.5,3,5,1711.25,13,Lalitpur,West
35500000,Imadol,3,4,5,1369,13,Lalitpur,West
22000000,Imadol,3,5,5,1095.2,13,Lalitpur,West
28000000,Imadol,3,4,7,1112.31,13,Lalitpur,West
31500000,Imadol,3,3,5,1129.425,13,Lalitpur,West
23500000,Imadol,3,4,4,1129.425,13,Lalitpur,West
18000000,Imadol,3,4,4,1026.75,13,Lalitpur,West
25000000,Imadol,3,2,6,1026.75,13,Lalitpur,West
