price,Location,Floor,Bathroom,Bedroom,Land,Road Size,Land Mark,url,182.25
16000000,"Imadol (Mahalaxmi), Lalitpur",3,0,0,684.5,13,0,https://hamrobazaar.com/for-sale-house/house-on-sale-at-suryabinayak-bhaktapur-in-bhaktapur/2119f675fef94defab6edc1451b88f8f,
35000000,"Hitaisi Marg, किरण चोक, बालुवाटार",1,1,1,684.5,13,,https://hamrobazaar.com/for-sale-house/4-in-nepal/bace69e4e38648ddba6b0d6d0a476bdf,
8500000,"बिष्णुदोल-लुभु रोड,",2,1,4,684.5,13,,https://hamrobazaar.com/for-sale-house/house-sale-in-nepal/cede55503e524ca48ced9939cb41f889,
2.30E+15,"mathatirtha, Matatirtha (Chandragiri), Kathmandu",1,2,2,684.5,13,,https://hamrobazaar.com/for-sale-house/imadol-sanagau-bhat-bhateni-najeek-in-nepal/3c031832457f45b181fd65f21059c88d,
17000000,"Lalitpur City, Lalitpur",25,2,5,684.5,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-matatirtha-chandragiri-b2-in-kathmandu/663c5b298e9445c888a4723742998b5d,
25000000,Balaju,4,2,8,684.5,13,Mheipi temple,https://hamrobazaar.com/for-sale-house/5ana-house-for-sale-at-budhanilkantha-hattigauda-in-kathmandu/cb5304bf90ee4187a819f00173a87247,
25000000,"Putalisadak, Kathmandu",5,2,0,684.5,13,,https://hamrobazaar.com/for-sale-house/imadol-tikathali-pawan-pakriti-school-in-nepal/4d26007ec5af4211a1fe78cbf9255bb6,
22500000,"taiba, Thaiba (Godawari), Lalitpur",3,3,3,684.5,13,,https://hamrobazaar.com/for-sale-house/home-for-sale-in-kathmandu/1affcf0eb9f54dd6a305c7d129fe5a81,
28000000,"Baneshwar Bus Station, Naya Baneshwar Sadak, Suruchi Tol, Naya Baneshwar, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 44617, Nepal",35,3,3,684.5,13,,https://hamrobazaar.com/for-sale-house/bansbari-house-sale-in-nepal/4c4b0969985d4bb3a77bd1649895b7bb,
21000000,"245, Tukucha Marga, Kirtan Chok, Baluwatar, Kathmandu",123,3,7,684.5,13,Gairidhara near Alice restaurant,https://hamrobazaar.com/for-sale-house/house-in-makwanpur/d7b266f942dc4a86aef9ce1518c19ccb,
15000000,"LinkPlus Offshore Pvt Ltd, Thaiba, Patan, Godawari, ललितपुर, Bagmati Pradesh, नेपाल",3,3,3,684.5,13,thaiba godabari,https://hamrobazaar.com/for-sale-house/house-for-sale-baluwakhani-in-kathmandu/9dfa7d39d16c4964bb929557d24494aa,
17500000,Imadol,3,3,5,684.5,13,,https://hamrobazaar.com/for-sale-house/imadol-tikathali-school-chowk-in-nepal/aa556d888ea145f69507cde08b1a10f8,
20000000,Imadol,3,3,9,684.5,13,,https://hamrobazaar.com/for-sale-house/dang-house-and-land-on-sale-in-nepal/f4b99228e848458b93f72214d03357f7,
42500000,"darahara, Dharahara (Sundhara), Kathmandu",5,4,5,684.5,13,,https://hamrobazaar.com/for-sale-house/hatiban-ghar-sale-in-nepal/61932e6b953a4384b6732adaf94aea75,
22500000,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",25,4,4,684.5,13,"Satdobato, Hattiban",https://hamrobazaar.com/for-sale-house/4325-ma-baneko-1-tale-ghar-total-jagga-12-ana-in-bhaktapur/4baf5cac2da24fb7bb448e30264516e0,
22500000,"Hattiban, Lalitpur",25,4,4,684.5,13,Satdobato Chowk,https://hamrobazaar.com/for-sale-house/1-talle-house-for-sale-at-tikathali-mahalaxmi-5-in-nepal/fec5e9512a5b49a0b57ffcddb765f8a7,
32500000,"lan station, Inabaha Marg, कमलाक्षी, बागबजार, Kathmandu",6,5,6,684.5,13,Commercial,https://hamrobazaar.com/for-sale-house/house-on-sale-tikathali-lalitpur-in-lalitpur/8a9d2a27648a4ff0ab40c6cc132e8b62,
26500000,"Sanepa, Lalitpur",25,2,6,684.5,20,,https://hamrobazaar.com/for-sale-house/house-sale-basundhara-in-nepal/35c28df7b9724de799c630aaface5e6b,
9000000,"Ichangu Narayan, रामकोट, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",2,3,2,684.5,20,,https://hamrobazaar.com/for-sale-house/chabahil-house-sale-in-nepal/3d9ecf149b2e489b934ebf27c68ffafc,
15000000,"Aakashedhara, Mandikhatar",2,3,5,684.5,20,Near from sukedhara,https://hamrobazaar.com/for-sale-house/budhanilkantha-luxurious-house-sale-in-nepal/4b3c3a754fa64c21bb49fec455ddc1d4,
26500000,"Sir Raj Bahadur Road, Aakashedhara, Mandikhatar",3,3,4,684.5,20,Sukedhara corrider road,https://hamrobazaar.com/for-sale-house/4-aana-land-with-5-bhk-bonglow-for-sale-baluwatar-in-kathmandu/3f23d3fa3ea142ffb716f28afd45d7be,
28000000,"Dallu, चामती",3,3,8,684.5,20,,https://hamrobazaar.com/for-sale-house/25-storey-house-on-sale-built-in-4-aana-land-in-bara/5db81698f8894e1b85c79cb682d4ca98,
32500000,"chabil cabahil, Chabahil, Kathmandu",5,3,7,684.5,20,,https://hamrobazaar.com/for-sale-house/5-aana-with-commercial-house-for-sale-in-bara/d74b54805ede4eada73c1056d16e5d0a,
32000000,"NIC Asia Bank, Bhagwati marg, Kalopul, Naxal, Kathmandu, Kathmandu Metropolitan City, Kathmandu",5,3,10,684.5,20,NIC ASIA BANK,https://hamrobazaar.com/for-sale-house/standard-25-storey-building-75-aana-land-on-sale-in-kathmandu/55cf7bf9de4740febf0e0c7950493f4d,
32500000,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",25,4,6,684.5,20,"GWARKHU CHOWK, NAYABASTI SITAL TOL",https://hamrobazaar.com/for-sale-house/house-on-sale-in-lalitpur/991e6b4287c04edf857442f66a10913e,
19000000,"Tinchuli, Kathmandu, Kathmandu Metropolitan City, Kathmandu",3,0,0,684.5,Goreto,,https://hamrobazaar.com/for-sale-house/18-ana-house-urgently-sale-in-nepal/ad51953897da44c0801f417717e5322f,
13000000,"Tangal Bhat Bhateni Baluwatar Naxal Lazimpat, Gairidhara Area, Kathmandu",3,1,1,684.5,12,,https://hamrobazaar.com/for-sale-house/in-lalitpur/610f69d4d4e84a40b34e953c421cec05,
24500000,"कमाल पोखरी, Dillibazar, Kathmandu",,,,684.5,12,,https://hamrobazaar.com/for-sale-house/tokha-house-for-sale-9841566231-house-owner-in-kathmandu/b25728a5aede49f9bdda3db82b2b9a48,
95000000,"naya sadak newroad, New Road, Kathmandu",4,2,1,663.1,13,,https://hamrobazaar.com/for-sale-house/house-on-sell-lalitpur-petrolpump-najikai-ko-ghar-in-nepal/3fbf7906932c45d298f355c08e07ecea,
45000000,Imadol,3,5,6,630,13,,https://hamrobazaar.com/for-sale-house/imadol-shital-height-bungalow-in-nepal/e2046effbb2c4df5a78d33d1179f4c69,
44000000,"सीतापाखा, इमाडोल",3,6,6,630,13,,https://hamrobazaar.com/for-sale-house/imadol-w-bhatta-nayabasti-in-nepal/ca899cb854074b308e92b2ba87046384,
15000000,"Karunamaya Marg, Nhugha, Kalimati, Kathmandu, Bagmati Pradesh, 04110, Nepal",12x12,2,2,616.05,8,,https://hamrobazaar.com/for-sale-house/house-on-sale-in-nepal/749b7d67bc7d41d9a1c947600d56fac1,
57500000,"बाबा चोक, कागेश्वरी मनोहरा, कागेश्वरी मनोहरा नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",25,6,5,610,20,Green Hill City Colony Mulpani,https://hamrobazaar.com/for-sale-house/imadol-tikathali-school-chowk-in-nepal/5e0cb68c51d94da5bcf16629acf71e24,
61500000,"श्री बिनायक टोल, टोखा, टोखा नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",3,6,7,610,20,Dhapasi Hight Kathmandu,https://hamrobazaar.com/for-sale-house/dhumbarahi-ma-ghar-bikri-ma-in-bara/74e795d26d3a41caa902de35c27bb142,
26500000,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",35,4,8,598.93,13,BOJEPOKHARI,https://hamrobazaar.com/for-sale-house/house-bungla-on-sale-in-nepal/9a3e2388ef8d401aaff8c5bbac8ac4dd,
11000000,"Nilkantha, Dhading",25,1,5,581.825,20,**,https://hamrobazaar.com/for-sale-house/house-near-dhumbari-for-sale-in-bara/3e0c895656dc426a9c40773871998318,
28000000,Imadol,3,5,6,531,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-in-kaski/c675fed430504f95b82efc53ceea58df,
39000000,"Dhapaheight road, ऐरवा टोल, Dhapakhel",3,6,6,525,13,Lalitpur 23 Dhapakhel,https://hamrobazaar.com/for-sale-house/house-for-sale-budhanilkantha-bhangal-in-nepal/cb18d9d5a53449caa96aa1079cc6a456,
37500000,Imadol,3,5,6,523,13,,https://hamrobazaar.com/for-sale-house/imadol-tikathali-pawan-pakriti-school-in-nepal/ec266139cd984de9912f399eb5e2830a,
39500000,"Kusunti, Lalitpur",25,1,4,522,13,,https://hamrobazaar.com/for-sale-house/full-finishing-house-on-sale-at-budhanilkantha-in-kathmandu/8fb8d1bf8668457dbf2b3f0348c227b5,
39000000,"Kusunti Kumar Pith Marg, Naya Nagar, Kusunti, Lalitpur",25,4,4,522,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-chandragiri-in-kathmandu/3358b67f07d9445094a723f8f4cfa952,
12000000,"Annapurna Higher Secondary School, Kunayatwo Marg, Bhotahity, Tahiti, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 20137, Nepal",5,1,9,513.375,NoRoad,Annapurna higher secondary school,https://hamrobazaar.com/for-sale-house/hattigauda-house-on-sale-in-kathmandu/5166fde0049943c89ace4a2b707c979a,
9500000,"Jarankhu (Tarkeshwar), Kathmandu",2,2,2,513.375,8,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-shital-height-in-lalitpur/cb946a1398d34e5f9e042adac6785937,
17500000,"Thulo Bharyang, Kathmandu",4,4,4,513.375,13,,https://hamrobazaar.com/for-sale-house/4-bhk-apartment-for-sale-at-suncity-pepsicola-in-nepal/a28344672d444628a200715fa522bf34,
14500000,"Neesum Technology Pvt. Ltd., 343, Shanti Goreto, Chabahil, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 44600, Nepal",35,3,5,513.375,20,,https://hamrobazaar.com/for-sale-house/imadol-shital-height-new-millennium-school-in-nepal/151ea60ec688485f8ee8000b5051436c,
45000000,Imadol,3,4,5,512,13,,https://hamrobazaar.com/for-sale-house/in-nepal/4352e6ac35e24de2bedbf44f9e0edfd3,
57500000,"बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",3,7,5,511,13,EuroKids Ganesh Choke Kathmandu,https://hamrobazaar.com/for-sale-house/house-for-sale-at-kapan-kathmandu-in-nepal/41bc1a6d94a74f18a792645a2e961c5c,
15000000,"Sitapaila (Nagarjun), Kathmandu",1,1,1,500,20,,https://hamrobazaar.com/for-sale-house/nakhaipot-ma-5-aana-ma-baneko-ghar-on-sale-in-nepal/900968c781a846c18b29e6568c1f1459,
16000000,Lalitpur > Macchindra Bahal (Patan),25,2,2,444.925,12,Ikhalakhu near Macchindra Bahal.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-pasikot-in-kathmandu/4c17e4e8977748a3b81d201b99f73075,
60000000,"Durbar Marg, Kathmandu",4,4,8,444.925,20,,https://hamrobazaar.com/for-sale-house/imadol-kamalpokhari-highway-najeek-in-nepal/8768d85d084e405d85a9ff7dc9d2ca53,
13500000,"Siddhipur (Mahalaxmi), Lalitpur",35,2,4,427.81,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-chandragiri-in-kathmandu/e77f47f730464478a544f7854c11f725,
35000000,Imadol,3,4,6,422,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-sanagau-in-lalitpur/c5a0227e92304f8b94936afd8e3de525,
62500000,Imadol,3,5,7,420,13,,https://hamrobazaar.com/for-sale-house/fully-furnished-house-for-sale-in-kathmandu/3d8e1b5d7d3841c186f88be324ddd97a,
32000000,Imadol,3,4,6,412,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-in-tikathali-in-lalitpur/30f8c6a1a03340f69fc312c16403220d,
34500000,Imadol,3,5,6,412,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-in-nepal/f7f434a4e5664676903589d4d40fe236,
25500000,Imadol,3,5,6,412,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-pokhara-14-chauthe-in-kaski/e29a409c6ea447b5aeebdb780c4ecc0d,
34500000,Imadol,3,5,6,412,13,,https://hamrobazaar.com/for-sale-house/commercial-house-for-sale-in-kalopul-in-kathmandu/9ae1d7385c684a0aa03a75615f775be6,
27000000,Imadol,3,4,5,410,12,,https://hamrobazaar.com/for-sale-house/house-at-sale-in-bharatpur-in-nepal/df6a8ce7dc3a4518804a5442de0345ee,
35500000,Imadol,3,5,6,410,13,,https://hamrobazaar.com/for-sale-house/sale-3a3p-house-nakhu-lalitpurprice-3-cr-25lakh-in-nepal/4b50576fd8ae45fead3820b5735b1846,
31500000,"Thulo Bharyang, नागार्जुन, Nagarjun, Kathmandu",0,3,6,403,13,,https://hamrobazaar.com/for-sale-house/imadol-shital-height-new-millennium-school-in-nepal/b3a0c7b036b84591b8a11a1e5776bf39,
25500000,Imadol,3,5,6,401,13,,https://hamrobazaar.com/for-sale-house/8-aana-house-on-sale-at-baluwatar-main-road-in-nepal/c2476af5a51f4e6e9910d657863b2f2f,
35000000,Khadkagaon,4,3,3,375,13,Near Pasikot futsal,https://hamrobazaar.com/for-sale-house/new-house-in-kathmandu/a8fbf725a21d4b0a9ee65d2c71d53e32,
25000000,"ग्वार्को-लामाटार, इमाडोल",2,4,4,350,12,,https://hamrobazaar.com/for-sale-house/imadol-luvu-don-bosco-school-najeek-in-nepal/8356ea1a1fe44dba857f12f40c87a420,
5500000,"Saatdobato,",25,2,8,350,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-semi-bungla-in-nepal/c233b8f210154d7680cdcf07f2819e9e,
25000000,"Galaxy Saving and Credit Cooperative Ltd, Gaja Laxmi Marga, Kuti Saugal, Slaughter Area, Patan, Lalitpur, Bagmati Pradesh, 44707, Nepal",4,1,2,342.25,13,"Bhimsen temple to Kumbheshor , near Newa Chhen",https://hamrobazaar.com/for-sale-house/urgent-thankot-chandragiri-near-3-oda-no-office-in-nepal/3dd0d05844204b40a7ec3d1ccc550c2b,
8500000,"Bhimad, तनहुँ, Gandaki Pradesh, नेपाल",1,1,1,342.25,8,,https://hamrobazaar.com/for-sale-house/imadol-swimming-pool-nayabasti-in-nepal/1fcc81fac9db4fe0ac3f281f7a041254,
12000000,"mathatirtha, Matatirtha (Chandragiri), Kathmandu",1,2,2,342.25,8,Near Matatirtha chowk,https://hamrobazaar.com/for-sale-house/land-with-old-house-on-sale-basundhara-in-kathmandu/441bef0aaa2a4a60b22cc704436e17cf,
9000000,"Pawan Galli, Dhumbarahi Pipal Bot, Dhumbarahi",0,0,0,342.25,12,,https://hamrobazaar.com/for-sale-house/imadol-shital-height-downtown-in-nepal/90473a7c61bc48198dcd112819e24870,
12000000,"Gabahal (Patan), Lalitpur",4,1,2,342.25,12,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-sitapaila-in-kathmandu/6550126d15e0405bb78e49750dda960b,
11700000,"Sahid Sukra Marg, न्युटा,",5,3,5,342.25,12,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-phulbari-marg-in-lalitpur/87fa0674cccf4fde874ef537c6793ec8,
35000000,"Maru Hiti, Ashok Binayak Marg, Maru Tol, Damai Tol, Kathmandu, Kathmandu Metropolitan City, Kathmandu",598,10,15,342.25,12,,https://hamrobazaar.com/for-sale-house/imadol-shital-height-ochu-height-in-nepal/973f9c3d17574364bfe7b7265af61f4c,
7500000,"भिमदत्त, कञ्चनपुर जिल्ला, Sudurpashchim Pradesh, नेपाल",1,2,2,342.25,13,,https://hamrobazaar.com/for-sale-house/imadol-ochu-height-shital-height-in-nepal/aea23462276c4a62839fbb4ce40683e1,
15000000,"अरुन थापा मुर्ति चोक, सानेपा",3,2,4,342.25,13,parking,https://hamrobazaar.com/for-sale-house/imadol-tikathali-pani-tanki-in-nepal/4cbb5c9e98a84e43953dd5665d6b6132,
7500000,"Satungal (Chandragiri), Kathmandu",3,3,2,342.25,13,,https://hamrobazaar.com/for-sale-house/bhaisepati-manjushree-colony-3-ana-house-for-sale-in-nepal/724c275462454f1e816ea3f994f65963,
35000000,"Dahk Chok, Yogbir Singh Marg, Maru Tol, Yetkha, Kathmandu, Kathmandu Metropolitan City, Kathmandu",5,3,3,342.25,13,K,https://hamrobazaar.com/for-sale-house/dakshin-moda-house-for-sale-in-nepal/b14a1c720d5a41dab70f9308dbc44739,
23500000,"sanogaon sanogaun, Sanagau (Mahalaxmi), Lalitpur",3,4,5,342.25,13,SANA GAU,https://hamrobazaar.com/for-sale-house/house-on-sale-at-thulobharyang-in-kathmandu/be99439bdc5a45e5b01d63e2e5abcab5,
30000000,"Nhu Pukhu (Rani Pokhari) Marg, लगनखेल, Itapukhu",4,4,4,342.25,13,,https://hamrobazaar.com/for-sale-house/thamel-ma-23-aana-ma-baneko-hotel-bikrima-in-kathmandu/9a5690da2acb4b51bc1d3a9174fe3435,
12000000,Mangal Bazaar,1,,,342.25,13,"Near Patan Durbar Square, Mangal Bazar",https://hamrobazaar.com/for-sale-house/house-on-sale-at-kirtipur-in-kathmandu/01fb30f9a4634c3097ed8f9e960ef960,
12500000,"Dhwakhache Marg, Pyaphal,",6,2,5,342.25,20,0-0-1-3,https://hamrobazaar.com/for-sale-house/imadol-sital-height-highway-najeek-in-nepal/b4033c5728704065831577b9f4857de8,
42500000,Imadol,3,4,4,333,13,,https://hamrobazaar.com/for-sale-house/beautiful-house-on-sale-at-imadol-sital-height-in-nepal/a709fadb34b24ab5800788d1c22bbaef,
32000000,Imadol,3,4,5,332,13,,https://hamrobazaar.com/for-sale-house/house-3000-sq-ft-in-511-sq-m-land-sell-in-kaski/389a222cf68e42cba0467885d63d810a,
37500000,"Tikathali, Changathali, Mahalaxmi, ललितपुर, Bagmati Pradesh, नेपाल",0,4,5,330,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-kalanki-in-kathmandu/48a496718af84953b11294c9a1e60954,
26800000,Imadol,3,4,5,330,13,,https://hamrobazaar.com/for-sale-house/in-kathmandu/8d139e5154f74cd48a53bfbee7b34443,
33500000,Imadol,3,4,5,330,13,,https://hamrobazaar.com/for-sale-house/for-sales-haus-in-nepal/0e73115620084be2b3553f994a13fe50,
33000000,Imadol,3,4,5,330,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-shreetol-tokha-in-nepal/587ded9383174bf3a0dcb23ed083d7d2,
32500000,Imadol,3,4,5,330,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-semi-bangla-hepali-in-nepal/24b23017d8274eca958b6824eefc4d15,
32500000,"सीतापाखा, इमाडोल",3,4,5,330,13,,https://hamrobazaar.com/for-sale-house/8-aanaa-land-with-free-house-tripureshwar-on-sale-in-nepal/e1ee0a28df124699b207e92dd756d540,
38000000,"Kathmandu Ringroad, सुङ्गावा चोक, धुम्बाराही",3,5,6,330,13,Ekatabasthi Choke Sukhedhara Ktm,https://hamrobazaar.com/for-sale-house/house-on-sale-at-baluwatar-in-kathmandu/65ef4fe93749471d91eb314a35a2af1f,
33000000,Imadol,3,5,5,330,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-in-mandikatar-kathmandu-in-bara/1b9890af766e462599a1d8c5f7df6b57,
17500000,"बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",1,1,2,322,13,Lasuntaar Kapan Old Housing Kathmandu,https://hamrobazaar.com/for-sale-house/house-on-sale-at-bouddha-naya-basti-in-nepal/1b0398b7d9204c22b0f8f88cfb4c3ad0,
19000000,"सीतापाखा, इमाडोल",2,1,2,322,13,,https://hamrobazaar.com/for-sale-house/kalikastan-banglow-in-nepal/4b8d34f5274e4474b0e6ff31a1fc5ba0,
32500000,Imadol,3,4,5,322,13,,https://hamrobazaar.com/for-sale-house/4-aana-house-4-budget-family-n-small-dreamers-who-in-kathmandu/b7fa4ccb82f546bdbeab20344f58246f,
33000000,Imadol,3,5,6,322,13,,https://hamrobazaar.com/for-sale-house/3-talle-4-ana-build-house-sale-shovahiti-lalitpur-in-lalitpur/43097006161f4e54943c9e17727e39ae,
28500000,"सीतापाखा, इमाडोल",3,4,5,321,13,,https://hamrobazaar.com/for-sale-house/house-sale-at-dhungeadda-in-kathmandu/895d24b007754841b9ec4d9a660e96c8,
52000000,"Jyatha (Thamel), Kathmandu",65,1,1,320.85,13,,https://hamrobazaar.com/for-sale-house/land-with-house-on-sale-at-the-price-of-land-in-nepal/5d40a466a7d44785b23c2be7465ce5e7,
34000000,Imadol,0,4,4,320,13,,https://hamrobazaar.com/for-sale-house/tikathali-changa-thali-hous-on-sale-in-nepal/51b0da0204644d808566d2c9abebfd50,
28500000,"सीतापाखा, Imadol",0,4,5,320,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-in-nepal/cd0f7ede250a42d09b5c80e1ec2d4651,
25000000,Imadol,3,4,5,320,13,,https://hamrobazaar.com/for-sale-house/sasto-house-near-gwarko-chowk-in-nepal/3d1ccc5974a54c279c9e6b8d0bd16ef1,
28500000,Imadol,3,4,5,320,13,,https://hamrobazaar.com/for-sale-house/satungal-house-on-sale-in-nepal/3219a29d6b8d41f7ba527104c5ccdb7d,
25000000,"सीतापाखा, इमाडोल",3,4,5,320,13,,https://hamrobazaar.com/for-sale-house/52-ana-build-morden-house-for-sale-at-kusunti-in-lalitpur/bc17b535a76e40e689500827587d023c,
35000000,Imadol,3,4,6,320,13,,https://hamrobazaar.com/for-sale-house/hepali-height-bungalow-for-sale-in-kathmandu/e28c0804ad9c42aa97a8f5ebf0011f74,
32500000,"सीतापाखा, इमाडोल",3,4,5,320,13,,https://hamrobazaar.com/for-sale-house/imadol-w-bhatta-nayabasti-in-nepal/2ea531a2d6474c2aae50f251f5812026,
27000000,"सीतापाखा, Imadol",3,4,5,320,13,,https://hamrobazaar.com/for-sale-house/house-semi-bungla-on-sale-in-nepal/c8624c5dfb904f4da9bce18013660138,
32500000,Imadol,3,4,5,320,13,,https://hamrobazaar.com/for-sale-house/32-ana-house-for-sale-at-budhanilkantha-in-kathmandu/179864874ec44f1ba1791915f0585a06,
31000000,Imadol,3,4,5,320,13,,https://hamrobazaar.com/for-sale-house/naya-ghar-bikrima-in-nepal/b071c54401614f988941b34ffd7f44e0,
29000000,"सीतापाखा, इमाडोल",3,4,5,320,13,,https://hamrobazaar.com/for-sale-house/ghar-bikrima-hetauda-narayani-mall-paxadi-ko-ghar-in-makwanpur/7d5e3086b3604491ad1df8924d84e76d,
24500000,Imadol,3,4,5,320,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-tikathali-nayawoda-karyala-najik-in-nepal/1bc1ea8082c44ac9aaf24addb0b393a4,
32500000,Imadol,3,4,5,320,13,,https://hamrobazaar.com/for-sale-house/125-anna-ma-baneko-ghar-bikri-ma-at-pepsicola-in-kathmandu/7d50b6e8028c4aa1be76c42518c46770,
24500000,Imadol,3,4,5,320,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-in-nepal/be4c2aab04b340a1a77c29caac2897ef,
28500000,"सीतापाखा, Imadol",3,4,5,320,13,,https://hamrobazaar.com/for-sale-house/5-aanahouse-for-sale-vallypublic-budhanilkantha-in-nepal/eb8e79accea142eda8742500410c4f44,
26000000,"सीतापाखा, Imadol",3,4,5,320,13,,https://hamrobazaar.com/for-sale-house/in-nepal/e3bfa308e9bf4523b5031a166dd55c4e,
27000000,Imadol,3,4,5,320,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-vetghat-chowk-itahari04-in-sunsari/88a9ee61e6734dbd8bed80f31de2f9c4,
28500000,Imadol,3,4,5,320,13,,https://hamrobazaar.com/for-sale-house/ghar-in-kathmandu-in-nepal/97877e1888a04f1e94c0fb297cd9b6c8,
28000000,Imadol,3,4,5,320,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-gairedhara-5-anna6-cr-in-nepal/fe27bbd23a014ee8884db286eeebce7e,
33500000,Imadol,3,5,6,320,13,,https://hamrobazaar.com/for-sale-house/11-aanaa-compound-2-house-on-sale-battisputali-in-nepal/ea908f9a4b3044b6909cf70e61dc5620,
31500000,Imadol,3,4,5,313,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-dhapasi-in-kathmandu/8dabc87a7cf040b0b612bf10eebc6186,
31500000,Imadol,3,5,6,313,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-in-nepal/8e89099dd3f34a518e668cbdb80a91f2,
28000000,"सीतापाखा, Imadol",3,3,5,312,13,ochu hight imadol,https://hamrobazaar.com/for-sale-house/la-400-m-in-nepal/74a9358f2b3e4f7bba7cfeafb783f25e,
31500000,"सीतापाखा, इमाडोल",3,4,5,312,13,,https://hamrobazaar.com/for-sale-house/imadol-shital-height-new-millennium-school-in-nepal/3b38f9e990134729bf6f94e0e867217b,
27500000,Imadol,3,5,6,312,13,,https://hamrobazaar.com/for-sale-house/new-house-in-kathmandu/2d1bbd1ba2714b66baedbf8f2143da14,
27000000,Imadol,3,4,5,311,13,,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-at-khumaltar-in-lalitpur/eb6e9d999aac41f1bb384a3826d48029,
16000000,Imadol,1,1,2,310,12,,https://hamrobazaar.com/for-sale-house/bhaisipati-27-aana-wid-2-bunglow-for-2-brothers-in-nepal/a34cf65556d1432fa75dd17472866571,
16500000,"Thapathali Marg, Thapathali",1,1,2,310,13,,https://hamrobazaar.com/for-sale-house/4-bhkd-4-aana-house-sale-nakhipot-kantipur-colony-in-lalitpur/4154a81a0a7b49feaf304a3777fdc57f,
31000000,Imadol,0,4,4,310,13,,https://hamrobazaar.com/for-sale-house/6bhk-residential-house-in-kapan-in-kathmandu/3756864623b246298a9c4acd95fff4f6,
26500000,Imadol,0,4,4,310,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-in-ilam/2530b216947b4eba8c2c586068f260b2,
27500000,Imadol,0,4,5,310,13,,https://hamrobazaar.com/for-sale-house/45-ana-ma-baneko-ghar-bikri-ma-at-dgobighat-in-nepal/aa8e3a5bcad84058a46c7ddd68f0a457,
17000000,"Bishnudol-Lubhu Road, Lubhu",3,4,5,310,13,,https://hamrobazaar.com/for-sale-house/imadol-beautiful-house-on-sale-in-nepal/9886c0e8f47a4afe962439de209d0f6c,
31000000,Imadol,3,4,5,310,13,,https://hamrobazaar.com/for-sale-house/in-kathmandu/c73877b5608441d4b50709c717dbb7d1,
24000000,Imadol,3,4,5,310,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-kapan-near-ani-gumbaktm-in-kathmandu/7706241d16574319a0cd347f01dc7082,
28000000,"सीतापाखा, इमाडोल",3,4,4,310,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-tikathali-lalitpur-in-lalitpur/2d7893a2652a4b8fae603c4e78e13996,
26000000,Imadol,3,5,6,310,13,,https://hamrobazaar.com/for-sale-house/sale-for-beautiful-house-in-lalitpur/d6471b6f91fd48b79d602c236b6ee275,
14000000,"Godamchaur, Godawari, ललितपुर, Bagmati Pradesh, नेपाल",2,2,3,305,13,yes,https://hamrobazaar.com/for-sale-house/house-on-sell-in-nepal/8a81b0c506b343eca937899f925fc49d,
