Floors,City,Address,Land,Price,Bedroom,Bathroom,Face,Road
2.5, Lalitpur,Imadol,1403.225,34500000,5,4,North,13
2.5,Kathmandu,Tinthana,1026.75,16000000,5,3,East,13
, Kathmandu,Syuchatar,1369,22400000,6,,North,13
2.5,Kathmandu,Tinthana,1026.75,16000000,5,3,East,13
3,Kathmandu,Tokha,2139.0625,35000000,0,0,East,13
3,Kathmandu,Tokha,1369,37500000,6,4,East,13
3,Kathmandu,Tokha,1112.3125,26000000,3,4,South West,13
4,Kathmandu,Tokha,3080.25,40000000,9,6,East,13
3.5, Lalitpur,Imadol,1369,35000000,,,North,13
3,Kathmandu,Tokha,1112.3125,22000000,5,5,East,13
2.5, Kathmandu,Samakhushi chowk,1369,33000000,6,5,North,13
3,Kathmandu,Budhanilkantha,3764.75,85000000,8,8,South,13
3,Kathmandu,Tokha,1026.75,21000000,6,6,East,13
,Kathmandu,Budhanilkantha,1582.90625,30000000,6,4,East,13
3,Kathmandu,Tokha,1369,29000000,6,5,South,13
2.5, Lalitpur,Imadol,1369,29000000,5,4,North,13
4,Kathmandu,Tripureshwor,3000,25000000,3,4,South East,13
3,Kathmandu,Budhanilkantha,1454.5625,23500000,0,3,East,13
2.5, Lalitpur,Imadol,752.95,20500000,4,4,North,13
6, Kathmandu,New Road,7227,140000000,,,East,13
4,Kathmandu,Hadigaun,1026.75,25000000,0,0,West,13
3,Kathmandu,Budhanilkantha,1112.3125,18000000,5,5,North,13
4,Kathmandu,Hadigaun,1026.75,25000000,0,0,West,13
3,Lalitpur,Bhaisepati,1647.078125,28500000,5,4,South East,13
3.5, Kathmandu,Chapali,2383,27000000,6,4,East,13
2.5, Kathmandu,Chandol,2156.175,46000000,,,East,13
,Lalitpur,Bhaisepati,1369,26000000,5,4,North,13
3,Kathmandu,Budhanilkantha,3165.8125,49000000,5,5,West,13
2,Kathmandu,Hadigaun,1369,20000000,0,0,South,13
3,Kathmandu,Budhanilkantha,2053.5,36000000,5,5,East,13
3,Kathmandu,Budhanilkantha,5133.75,65000000,5,5,South East,13
4,Kathmandu,Gurujudhara,2738,50000000,7,6,South East,13
2.5, Kathmandu,Sitapaila,2053.5,38000000,6,6,East,13
3, Kathmandu,Syuchatar,1779.7,32500000,,,East,13
2.5, Lalitpur,Kusunti,1779.7,39500000,4,4,East,13
2.5, Kathmandu,Buddha Chowk,1779.7,39000000,5,4,East,13
3,Lalitpur,Bhaisepati,1647.078125,28500000,5,4,South East,13
2.5, Kathmandu,Baluwakhani,1745.475,34500000,7,5,East,13
,Kathmandu,Budhanilkantha,2139.0625,26200000,13,0,West,13
3,Kathmandu,Budhanilkantha,1796.8125,25500000,6,4,East,13
,Lalitpur,Bhaisepati,1369,26000000,5,4,North,13
2.5, Kathmandu,Rudreshwor,1745.475,49000000,5,6,East,13
2.5, Kathmandu,Sitapaila,1745.475,38000000,4,,East,13
2.5, Lalitpur,Bhaisepati,1711.25,50000000,4,3,East,13
2.5, Bhaktapur,Balkot,1711.25,24000000,6,3,East,13
2.5, Kathmandu,Dhapasi,1711.25,32000000,6,6,East,13
3,Kathmandu,Budhanilkantha,1454.5625,22500000,0,3,East,13
3,Lalitpur,Bhaisepati,1369,25000000,6,4,North,13
2,Lalitpur,Bakhundol,10952,270000,5,4,South,13
2.5, Bhaktapur,Liwali,2464.2,35000000,3,2,East,13
3,Kathmandu,Hadigaun,1540.125,125000,0,5,South,13
,Lalitpur,Bakhundol,2395.75,125000,0,0,South East,13
3,Kathmandu,Budhanilkantha,1711.25,33000000,5,6,North,13
2.5, Kathmandu,Sitapaila,6845,165000000,5,7,East,13
2,Kathmandu,Budhanilkantha,1369,30500000,5,5,West,13
3,Kathmandu,Budhanilkantha,1369,28000000,6,6,South East,13
3,Lalitpur,Bhaisepati,1369,46500000,4,4,East,13
3,Lalitpur,Bhaisepati,1197.875,38000000,4,4,East,13
3,Lalitpur,Bhaisepati,2909.125,150000000,6,7,East,13
2,Lalitpur,Bhaisepati,1882.375,53000000,4,4,South,13
3,Lalitpur,Bhaisepati,1283.4375,30000000,4,3,West,13
2, Kathmandu,Mid Baneshwor,4107,100000000,,,East,13
2, Kathmandu,Naxal,4107,140000000,,,East,13
2.5, Kathmandu,Narayanthan ,3764.75,105000000,5,6,East,13
3.5, Kathmandu,Mitrapark,3422.5,95000000,,,East,13
2.5, Kathmandu,Deuwa chowk,2738,49500000,8,5,East,13
3,Kathmandu,Budhanilkantha,2053.5,45000000,5,6,North East,13
2, Kathmandu,Dhapasi,3422.5,58000000,4,3,East,13
2, Kathmandu,Dhapasi,3422.5,58000000,4,4,East,13
2.5, Kathmandu,Grande Villa,3148.7,62500000,,,East,13
2.5, Kathmandu,Bafal,3148.7,70000000,3,4,East,13
2.5,Lalitpur,Bhaisepati,1540.125,31500000,0,0,East,13
2,Lalitpur,Bhaisepati,1133.703125,28500000,4,4,East,13
3.5, Kathmandu,New Buspark,3080.25,85000000,,,East,13
2.5, Lalitpur,Imadol,3080.25,60000000,6,,East,13
3.5, Kathmandu,Bafal,2840.675,60000000,4,5,East,13
2.5, Kathmandu,Bhangal ,2806.45,69000000,,,East,13
3,Kathmandu,Budhanilkantha,1369,32500000,5,5,East,13
2,Kathmandu,Halchowk,1026.75,26000000,4,0,East,13
2.5, Kathmandu,Dhapasi,3422.5,58000000,4,2,East,13
4,Kathmandu,Koteshwor,1561.515625,159687500,15,0,South East,13
2,Kathmandu,Chandol,1197.875,24500000,4,3,East,13.124
2,Kathmandu,Chandol,1197.875,24500000,4,3,East,13.124
4,Kathmandu,Dillibazar,1754.03125,42500000,8,4,West,13.5
3,Kathmandu,Bhangal,1369,24000000,6,6,South East,14
3.5,Kathmandu,Buddhanagar,2117.671875,80000000,0,0,East,14
2,Kathmandu,Sukedhara,1026.75,21000000,6,3,North,14
,Kathmandu,Jorpati,342.25,25000000,7,4,North,14
3,Kathmandu,Sukedhara,2053.5,42000000,5,5,East,14
2.5, Lalitpur,Imadol,1369,42500000,3,3,South,14
2.5, Lalitpur,Imadol,1369,42500000,3,3,South,14
2.5, Kathmandu,Sukedhara,1369,39000000,6,4,South,14
2.5, Kathmandu,Sitapaila,1369,35000000,,,South,14
2.5, Lalitpur,Tikathali,1369,27000000,,,South,14
3, Kathmandu,Ganesh Chowk,1369,21500000,,,South,14
2.5,Kathmandu,Sitapaila,1369,21000000,6,5,East,14
2, Lalitpur,Bhaisepati,1437.45,55000000,3,4,South,14
2, Lalitpur,Bhaisepati,1437.45,38500000,3,4,South,14
,Kathmandu,Bishal Nagar,2139.0625,60000000,0,0,East,14
3,Kathmandu,Sitapaila,1369,24000000,8,5,West,14
,Kathmandu,Bishal Nagar,8214,148800000,3,3,South,14
3.5, Lalitpur,Gwarko,1437.45,35500000,6,5,South,14
2.5, Lalitpur,Khumaltar,1437.45,39000000,4,4,South,14
,Kathmandu,Bhangal,1369,24500000,0,0,South East,14
2.5, Lalitpur,Dhobighat,3080.25,76500000,5,4,,14
3,Kathmandu,Bhangal,1454.5625,17900000,5,5,East,14
3,Kathmandu,Sitapaila,1026.75,22000000,3,4,East,14
2.5,Kathmandu,Sitapaila,1369,21000000,6,5,East,14
1, Lalitpur,Khumaltar,1711.25,28500000,1,,South,14
2.5, Kathmandu,Pasikot,1745.475,38000000,5,3,South,14
3, Kathmandu,Wasik,1779.7,37500000,5,4,South,14
3,Kathmandu,Bhangal,1369,27500000,6,6,East,14
1,Kathmandu,Buddhanagar,7016.125,20000,0,1,South,14
2,Kathmandu,Sunderbasti,1967.9375,31500000,5,4,East,14
1, Lalitpur,Imadol,1026.75,14700000,,,South,14
3,Kathmandu,Swayambhu,2395.75,39000000,5,5,East,14
1, Kathmandu,Satungal,1471.675,21500000,2,1,North,14
2,Kathmandu,Thapathali,1689.859375,40100000,5,2,East,14
3,Kathmandu,Budhanilkantha,5476,87500000,4,0,North,14
3,Kathmandu,Hattigauda,1711.25,26500000,6,6,West,14
3,Kathmandu,Hattigauda,2139.0625,33500000,5,5,North West,14
4, Kathmandu,Kirtipur,1026.75,35000000,4,7,North East,14
2.5, Kathmandu,Bafal,1095.2,37000000,4,3,North East,14
2,Kathmandu,Budhanilkantha,3764.75,110000000,3,4,West,14
2.5,Kathmandu,Budhanilkantha,1711.25,46000000,5,6,West,14
3, Lalitpur,Sanagaun,1403.225,30500000,5,5,North East,14
2.5, Lalitpur,Sainbu,1745.475,36500000,5,3,North East,14
2.5, Kathmandu,Hattigaunda,2053.5,37500000,7,5,North East,14
2.5, Kathmandu,Narayanthan ,2464.2,52500000,,,North East,14
3,Kathmandu,Sitapaila,85.5625,26000000,8,5,West,14
3,Kathmandu,Budhanilkantha,1369,35000000,4,3,North,14
3, Kathmandu,Birendra Chowk,1026.75,24000000,7,3,North West,14
3,Kathmandu,Budhanilkantha,3422.5,70000000,5,5,North,14
3,Kathmandu,Budhanilkantha,7871.75,125000000,5,6,North,14
3,Kathmandu,Budhanilkantha,1540.125,32500000,5,4,West,14
2,Kathmandu,Syuchatar,1048.140625,16500000,0,0,South East,14
,Kathmandu,Budhanilkantha,2395.75,65500000,0,0,South,14
2,Kathmandu,Syuchatar,1048.140625,16500000,0,0,South East,14
2,Kathmandu,Syuchatar,406.421875,22000000,4,2,North East,14
2.5, Lalitpur,Sanepa,2700,63500000,5,5,North West,14
3, Kathmandu,Ganesh Chowk,3422.5,57000000,,,North West,14
3,Kathmandu,Budhanilkantha,1796.8125,50000000,4,5,East,14
3,Kathmandu,Budhanilkantha,6160.5,115000000,5,4,South West,14
3,Kathmandu,Jorpati,1026.75,22500000,4,3,North West,14
5,Kathmandu,Hattigauda,2053.5,36500000,9,10,South,14
2,Kathmandu,Tinkune,3422.5,60000000,6,3,East,14
2.5, Kathmandu,Sukedhara,2053.5,39800000,,,South,14
3,Kathmandu,Bhangal,1711.25,35000000,0,0,South,14
2,Kathmandu,Baneshwor,2139.0625,7700000,0,2,South,14
2.5, Kathmandu,Chappal karkhana,3422.5,62000000,4,,South East,14
2.5, Kathmandu,Narayanthan ,3764.75,80000000,6,,South East,14
3,Kathmandu,Samakhusi,2395.75,55000000,5,6,South,14
4,Kathmandu,Baneshwor,2738,80000000,13,4,East,14
2,Kathmandu,Baneshwor,7529.5,150000000,8,5,East,14
2.5, Kathmandu,Grande Hospital,1026.75,26000000,3,4,South West,14
2.5, Lalitpur,Imadol,1095.2,27000000,5,3,South West,14
3,Kathmandu,Kalanki,2139.0625,38000000,7,4,East,14
2.5, Kathmandu,Ganesh Chowk,1197.875,32500000,5,5,South West,14
4,Kathmandu,Ravi Bhawan,18567.0625,167000000,11,4,East,14
3,Kathmandu,Kalanki,2139.0625,38000000,7,4,East,14
3, Lalitpur,Nakkhu,1369,32500000,7,4,South West,14
3,Kathmandu,Banasthali,3508.0625,50000000,7,4,East,14
2.5, Kathmandu,Deuwa chowk,1403.225,32500000,5,5,South West,14
3.5, Kathmandu,Raniban,1437.45,31000000,6,5,South West,14
, Kathmandu,Baniyatar,1450,37500000,,,South West,14
3,Kathmandu,Raniban,2053.5,33500000,7,3,East,14
2.5, Kathmandu,Budhanilkantha,1711.25,36000000,6,5,South West,14
2.5, Kathmandu,Budhanilkantha,1711.25,36000000,6,5,South West,14
4,Kathmandu,Baluwatar,0,60000000,7,4,East,14
2.5, Kathmandu,Budhanilkantha,1711.25,36000000,6,5,South West,14
2.5, Kathmandu,Pasikot,1745.475,38000000,5,3,South West,14
2.5, Kathmandu,Budhanilkantha,2053.5,39000000,6,6,South West,14
3, Kathmandu,Budhanilkantha,2053.5,39000000,6,6,South West,14
5,Kathmandu,Putalisadak,855.625,50000000,0,0,West,14
3,Kathmandu,Baluwatar,2053.5,61000000,5,6,North,14
2.5, Bhaktapur,Radhe Radhe,2738,62500000,6,3,South East,14
3, Kathmandu,Bijulibajar,2053.5,50000000,10,5,South East,14
2.5,Kathmandu,Baniyatar,983.96875,19000000,4,3,North,14
3,Kathmandu,Kalanki,3508.0625,37000000,3,3,East,14
2.5, Kathmandu,Golfutar,2087.725,65000000,5,4,South,14
2.5, Kathmandu,Rudreshwor,2464.2,42000000,5,5,South,14
3,Kathmandu,Basundhara,1369,25500000,7,4,East,14
3.5,Kathmandu,Shantinagar,1197.875,45000000,0,0,East,14
3,Kathmandu,Basundhara,1711.25,39000000,5,2,South,14
, Lalitpur,Sanepa,5476,97500000,4,4,South,14
3,Kathmandu,Sano Bharyang,3422.5,150000,4,4,South East,14
2,Kathmandu,Basundhara,5476,70000000,4,4,West,14
3,Kathmandu,Basundhara,2395.75,39900000,5,6,East,14
3, Kathmandu,Siddhartha Colony,6263.175,155000000,5,5,South,14
3,Kathmandu,Basundhara,1967.9375,49000000,6,6,South,14
3,Kathmandu,Basundhara,4791.5,85000000,7,8,East,14
4,Kathmandu,Basundhara,7443.9375,25500000,7,6,South West,14
2.5, Kathmandu,Budhanilkantha,2053.5,58000000,5,5,South,14
3,Kathmandu,Basundhara,1112.3125,22500000,5,5,East,14
2, Lalitpur,Hattiban,1026.75,20000000,4,2,South East,14
3,Kathmandu,Sano Bharyang,1112.3125,22500000,6,5,East,14
3,Kathmandu,Sano Bharyang,1112.3125,23000000,5,3,East,14
2.5, Lalitpur,Imadol,1060.975,25000000,2,3,South East,14
2.5, Lalitpur,Dhapakhel,1095.2,29000000,3,3,South East,14
2.5, Lalitpur,Bhaisepati,1369,46500000,4,4,South East,14
,Kathmandu,Sano Bharyang,1197.875,29000000,4,3,South East,14
2.5, Kathmandu,Jyotinagar,1369,35000000,7,4,South East,14
2,Kathmandu,Sano Bharyang,1796.8125,22000000,8,2,East,14
2.5, Kathmandu,Chhauni,1437.45,31000000,4,3,South East,14
2.5, Kathmandu,Sukedhara,1779.7,40000000,,,South East,14
2,Kathmandu,Samakhusi,2395.75,55000000,5,4,South East,14
3,Kathmandu,Baniyatar,1369,26500000,0,0,South East,14
3,Kathmandu,Sano Bharyang,1112.3125,22500000,5,3,East,14
,Kathmandu,Pepsicola,2053.5,34000000,5,4,South,14
,Kathmandu,Tokha,1369,23000000,0,3,West,14
3,Kathmandu,Tokha,1369,33500000,6,6,South East,14
3.5,Kathmandu,Town planning,1711.25,45000000,7,6,East,14
1,Lalitpur,Hattiban,3101.64,26800000,3,1,East,14
2.5,Lalitpur,Tikathali,1026.75,21500000,4,4,North,14
3,Lalitpur,Boje Pokhari,1155.09375,27500000,6,4,North West,14
3,Kathmandu,Mitranagar,2738,70000000,6,,West,14
2.5,Lalitpur,Imadol,1048.14,17500000,5,3,South,14
2,Kathmandu,Budhanilkantha,1754.03,37500000,6,1,North East,14
2.5,Kathmandu,Budhanilkantha,3764.75,85000000,6,4,South East,14
2.5,Kathmandu,Budhanilkantha,2139.0625,32900000,8,5,North East,14
1,Kathmandu,Makalbari,2738,29000000,2,2,East,14
3,Kathmandu,Ghattekulo,4877.0625,100000000,8,4,East,14
3.5,Kathmandu,Banasthali,1112.31,23000000,5,4,,14
2.5,Kathmandu,Pasikot,1882.37,32500000,6,5,East,14
1,Lalitpur,Hattiban,605,8000000,2,1,South East,14
2.5,Lalitpur,Tikathali,1112.3125,22500000,6,3,North,14
2.5,Lalitpur,Tikathali,1112.3125,23500000,7,3,West,14
2.5,Kathmandu,Bhangal,1711.25,35000000,3,3,East,14
3,Kathmandu,Dhapasi,4877.0625,55000000,5,3,East,14
4,Bhaktapur,Lokanthali,2909.12,,10,4,South,14
1,Kathmandu,Gokarneshwor,1369,13000000,3,1,South,14
3,Kathmandu,Dallu,2481.3125,55000000,7,3,South,14
4,Kathmandu,Chundevi,1369,31000000,8,3,South West,14
4,Kathmandu,Chundevi,1369,31000000,8,3,South West,14
4,Kathmandu,Chundevi,2053.5,72500000,8,9,South East,14
4,Kathmandu,Milap marga,2139.06,55000000,5,2.5,East,14
2.5,Kathmandu,Dhapashi Height,4449.25,55000000,5,4,North/East,14
2.5,Lalitpur,Bhaisipati,1796.81,33500000,5,4,North/East,14
3,Kathmandu,Gairidhara,1711.25,55000000,4,5,East,14
3,Lalitpur,Tikathali,855.625,18500000,3,3,North East,14
2.5,Kathmandu,Pasikot,1882.37,34000000,5,5,East,14
1,Kathmandu,Budhanilkantha,1745.475,25500000,5,3,East,14
3,Bhaktapur,Changunarayan,1026.75,16000000,2,3,East,14
4,Kathmandu,Shivachowk,1882.37,35000000,12,8,South West,14
5,Kathmandu,Dillibazar,910,40000000,4,4,East,14
4,Kathmandu,Dhungedhara,7187.25,17000,2,1,South,14
2.5,Kathmandu,Gairigaun,1283.43,24500000,6,4,South West,14
3,Kathmandu,Dhungedhara,1026.75,24000000,5,5,East,14
2,Kathmandu,Bhaktapur,1458,,2,,South West,14
2.5,Kathmandu,Budhanilkantha,1540.12,37500000,5,4,South West,14
2.5,Bhaktapur,Dadhikot,3422.5,59500000,5,6,East,14
,Kathmandu,Maharajgunj,5476,,,,North,14
2,Kathmandu,Dhumbarahi,4107,70000000,5,7,East,14
2.5,Lalitpur,Chapagaun,1711.25,30000000,5,3,South West,14
2.5,Kathmandu,Narayanthan,4449.25,72000000,5,4,South East,14
2.5,Kathmandu,Ganesh Chowk,1369,26000000,6,4,East,14
2.5,Kathmandu,Maharajgunj,2844.95,65000000,8,5,East,14
2.5,Lalitpur,Imadol,1582.9,23000000,6,3,North,14
2.5,Kathmandu,Kapan,2053.5,50000000,6,4,East,14
2.5,Kathmandu,Golfutar,1475.95,28500000,5,4,East,14
2.5,Lalitpur,Dhapakhel,1369,,8,4,South,14
,Kathmandu,Paiyatar,1711.25,32500000,6,4,South East,14
2.5,Kathmandu,Budhanilkantha,1711.25,16500000,9,3,,14
2.5,Kathmandu,Kapan,1197.875,27500000,5,2,East,14
2.5,Kathmandu,Baniyatar,1540.12,23500000,5,4,South,14
2.5,Kathmandu,Bafal,1369,42000000,4,3,South,14
2.5,Kathmandu,Pepsicola,2053.5,34000000,5,4,,14
2.5,Lalitpur,Imadol,855.625,20600000,6,3,West,14
2.5,Kathmandu,Budhanilkantha,2395.75,70000000,5,6,South East,14
2.5,Lalitpur,Imadol,1283.43,19000000,4,3,East,14
3.5,Lalitpur,Khumaltar,1540.12,40000000,6,,South,14
3,Kathmandu,Tokha,1711.25,30000000,6,5,North,14
3,Kathmandu,Chapali,4107,42500000,5,6,South East,14
2,Kathmandu,Chandragiri,1454.5625,29500000,7,4,West,14
3,Kathmandu,Budhanilkantha,4962.625,200000,5,4,East,14
2, Kathmandu,Maharajgunj,1369,24000000,4,2,East,14
4, Bhaktapur,Katunje,1369,25000000,7,,East,14
2.5, Kathmandu,Kapan,1369,21000000,6,,East,14
3,Kathmandu,Budhanilkantha,10952,115000000,0,0,East,14
2,Kathmandu,Budhanilkantha,4791.5,51000000,5,5,East,14
3,Lalitpur,Bhaisepati,5476,125000,4,6,South,14
2.5, Kathmandu,Deuwa chowk,2053.5,36000000,6,,East,14
3.5, Kathmandu,Mid Baneshwor,2087.725,85000000,,,East,14
3,Kathmandu,Budhanilkantha,5133.75,65000000,5,5,South,14
3,Kathmandu,Budhanilkantha,1796.8125,31000000,5,5,South West,14
2.5, Kathmandu,Hattigaunda,2121.95,65000000,6,7,East,14
3,Kathmandu,Budhanilkantha,1711.25,29000000,5,5,South,14
2.5, Kathmandu,Rudreshwor,2156.175,68000000,5,4,East,14
2, Kathmandu,Thapathali,2395.75,60000000,5,4,East,14
2.5, Kathmandu,Pepsicola,2429.975,35000000,,,East,14
3,Kathmandu,Budhanilkantha,5818.25,62000000,5,6,South West,14
3,Kathmandu,Budhanilkantha,1069.53125,22500000,5,5,South East,14
2.5,Lalitpur,Bhaisepati,1369,30000000,4,4,East,14
2.5, Kathmandu,Baluwatar,2806.45,68000000,6,3,East,14
3.5, Kathmandu,Maitidevi,3422.5,8000000,,,East,14
3,Kathmandu,Budhanilkantha,1796.8125,27000000,6,6,East,14
,Lalitpur,Bakhundol,1711.25,180000,5,0,East,14
2.5, Lalitpur,Imadol,1026.75,14700000,,,North,14
2.5, Kathmandu,Dhapasi,1095.2,29000000,4,3,North,14
2, Kathmandu,Syuchatar,1095.2,22000000,4,2,North,14
3,Kathmandu,Budhanilkantha,2053.5,36000000,5,7,East,14
2.5,Kathmandu,Gothatar,1026.75,18500000,3,3,East,14
2.5, Lalitpur,Imadol,1095.2,43000000,4,4,East,14
5, Kathmandu,Baluwatar,1060.975,40000000,3,5,East,14
,Kathmandu,Gothatar,1026.75,18000000,0,0,West,14
2.5,Lalitpur,Nakkhu,1540.125,25500000,4,4,North West,14
2.5,Lalitpur,Nakkhu,1540.125,25500000,4,4,North West,14
,Kathmandu,Golfutar,1197.875,21500000,10,0,South,14
,Lalitpur,Lubhu,1197.875,19500000,0,0,East,14
2,Lalitpur,Lamatar,55102.25,230000001,9,5,East,14
3,Lalitpur,Lalitpur,4877.0625,51000000,8,4,East,14
,Kathmandu,Golfutar,1796.8125,33000000,5,5,West,14
,Lalitpur,Lalitpur,1112.3125,22200000,0,0,West,14
4,Lalitpur,Kupondole,1000,2200000,0,1,East,14
3,Lalitpur,Khumaltar,1369,19500000,6,5,South,14
2,Lalitpur,Khumaltar,3422.5,60000000,6,2,North,14
,Kathmandu,Chabahil,2738,38000000,0,0,North,14
3,Lalitpur,Jhamsikhel,5476,300000,17,5,West,14
3,Kathmandu,Chapali,1540.125,39900000,5,4,North West,14
3,Kathmandu,Chabahil,1796.8125,49500000,5,5,East,14
3,Lalitpur,Jawalakhel,1069.53125,39800000,6,5,South East,14
3,Lalitpur,Imadol,7871.75,185000,5,5,East,14
3,Lalitpur,Imadol,700,15000,2,1,South East,14
1,Lalitpur,Imadol,1197.875,15000000,2,1,North West,14
1,Lalitpur,Imadol,1197.875,15500000,1,1,East,14
2,Lalitpur,Imadol,1026.75,12900000,2,2,South,14
2,Lalitpur,Hattiban,1711.25,46000000,5,4,East,14
,Lalitpur,Hattiban,2053.5,35500000,0,3,East,14
2,Lalitpur,Hattiban,1026.75,20000000,3,2,South East,14
2,Kathmandu,Budhanilkantha,0,31000000,4,4,East,14
3,Lalitpur,Gwarko,1796.8125,35500000,6,5,South,14
2,Kathmandu,Budhanilkantha,1369,24000000,4,3,East,14
0,Kathmandu,Gongabu,1026.75,20000000,0,0,East,14
3,Lalitpur,Jhamsikhel,1882.375,150000,3,4,East,14
,Kathmandu,Baluwatar,5304.875,122450000,2,4,East,14
2.5, Kathmandu,Chandragiri,5202.2,40000000,5,4,South,14
2.5, Kathmandu,Kharibot,1711.25,30500000,,,,14
2,Kathmandu,Mandikatar,2738,120000,4,4,West,14
2.5, Lalitpur,Bhaisepati,3125,45000000,5,5,West,14
3,Kathmandu,Narephate,1369,31500000,5,4,West,14
3,Kathmandu,Balaju,2053.5,25000000,3,3,South,14
1, Kathmandu,Bhangal ,1095.2,13000000,,,,14
3,Kathmandu,khahare,1796.8125,27000000,6,6,North West,14
2.5, Kathmandu,Mandikhatar,1095.2,23000000,,,,14
2.5, Kathmandu,Bafal,2395.75,47500000,6,3,West,14
3.5, Kathmandu,Gothatar,2395.75,56000000,7,6,West,14
4,Kathmandu,Naxal,1369,80000000,6,5,East,14
10,Kathmandu,Haadigaun Marg,3422.5,130000000,4,2.5,South-West,14
2,Kathmandu,Kapan,1369,26000000,4,3,North East,14
2.5, Kathmandu,Sukedhara,1711.25,35000000,,,,14
2.5, Lalitpur,Bhaisepati,1129.425,38000000,4,5,,14
4,Kathmandu,Makalbari,1176.484375,21500000,7,4,South West,14
2.5, Kathmandu,Bhimsengola,7289.925,150000000,5,4,,14
2, Kathmandu,Grande Villa,1369,32500000,3,3,,14
3.5, Kathmandu,Kapan,1437.45,31000000,,,West,14
3,Kathmandu,Maligaon,4107,65000000,6,6,East,14
2.5, Lalitpur,Bhaisepati,1369,67500000,8,8,,14
7,Kathmandu,Newroad,620,40000,0,1,West,14
2.5, Kathmandu,Bafal,1369,30000000,6,4,,14
2.5, Kathmandu,Golfutar,1369,27000000,,,,14
3.5, Kathmandu,Baluwatar,3422.5,140000000,6,6,West,14
2,Kathmandu,Kapan,0,28000000,4,3,South East,14
3,Kathmandu,Balaju,3422.5,48500000,4,4,East,14
3,Kathmandu,Baghbazaar,5903.8125,30000,6,2,East,14
3, Kathmandu,Baluwakhani,1026.75,22500000,,,,14
1.5, Kathmandu,Taulung,1711.25,40000000,2,2,,14
5,Kathmandu,Mulpani,1112.3125,16000000,7,6,South East,14
3.5, Kathmandu,Budhanilkantha,1711.25,25500000,5,,,14
2.5, Lalitpur,Bhaisepati,1026.75,24000000,4,3,,14
2.5, Kathmandu,Hattigaunda,1711.25,47000000,,,,14
3.5, Kathmandu,Chappal karkhana,1026.75,35000000,4,4,,14
2.5, Kathmandu,Hattigaunda,1711.25,44000000,6,,,14
1, Kathmandu,Budhanilkantha,1060.975,15500000,,,,14
4.5,Kathmandu,Maharajgunj,4449.25,70000000,13,0,South East,14
,Kathmandu,Anamnagar,2139.0625,50000000,12,4,East,14
3,Bhaktapur,Lokanthali,2481.3125,35000000,14,4,East,14
3.5, Kathmandu,Buddhanagar,1060.975,43500000,7,,,14
2,Kathmandu,Maharajgunj,2738,55000000,4,3,South East,14
2,Bhaktapur,Balkot,2395.75,70000000,5,9,East,14
2.5, Kathmandu,Hattigaunda,1711.25,34500000,,,,14
2, Kathmandu,Thankot,752.95,11500000,,,,14
,Kathmandu,Kapan,1625.6875,28000000,8,3,East,14
4.5,Kathmandu,Maharajgunj,4449.25,70000000,13,0,South East,14
2.5, Lalitpur,Lubhu,1095.2,19500000,,,,14
, Kathmandu,Bhangal ,1711.25,35000000,3,,,14
2,Kathmandu,Naikap,1369,22500000,5,4,North East,14
,Kathmandu,Maitidevi,3764.75,67500000,0,4,South,14
2.5, Lalitpur,Lubhu,1095.2,19500000,,,,14
2.5, Lalitpur,Kusunti,6502.75,110000000,4,4,,14
2.5, Kathmandu,Mandikatar,1711.25,44500000,5,5,,14
2.5, Lalitpur,Bhaisepati,3400,85000000,5,7,,14
,Kathmandu,Baluwatar,427.8125,11000000,2,2,West,14
2.5, Lalitpur,Dholahiti,1369,33000000,5,4,West,14
3,Kathmandu,Kapan,1369,26000000,6,5,East,14
2.5, Kathmandu,Bafal,1369,28500000,3,6,,14
2, Lalitpur,Bhaisepati,2738,150000000,5,6,,14
3,Kathmandu,Pasikot,1026.75,16800000,5,5,North East,14
,Kathmandu,Old Baneshwor,7508.109375,150000000,5,4,West,14
2.5, Kathmandu,Jyotinagar,1369,37500000,7,5,,14
3,Kathmandu,Pasikot,7187.25,80000000,4,4,East,14
2.5, Kathmandu,Bhangal ,1369,27500000,4,,,14
3,Kathmandu,Manamaiju,1026.75,17000000,5,3,West,14
3,Kathmandu,Pasikot,2738,75000000,0,4,East,14
3,Kathmandu,Kapan,1711.25,22000000,6,5,East,14
,Kathmandu,Balambu,1711.25,20500000,7,5,South East,14
2,Kathmandu,Lazimpat,5476,175000,0,0,South,14
2.5, Lalitpur,Bhaisepati,1369,50000000,5,6,,14
2, Bhaktapur,Bhaktapur,1095.2,14000000,3,2,West,14
2, Kathmandu,Hattigaunda,2087.725,34500000,7,4,,14
2.5, Lalitpur,Nakkhu,1369,30000000,4,4,,14
4,Kathmandu,Lazimpat,2139.0625,69000000,18,9,East,14
3, Kathmandu,Narephat,1369,31500000,,,West,14
3, Kathmandu,Kalanki,2738,42500000,,3,,14
3,Kathmandu,Pasikot,1796.8125,28000000,8,3,East,14
2.5, Kathmandu,Budhanilkantha,3080.25,55000000,4,4,,14
3,Bhaktapur,Lokanthali,2481.3125,35000000,14,4,East,14
3, Kathmandu,Maharajgunj,2772.225,75000000,6,8,,14
3.5, Kathmandu,Baneshwor,1369,49900000,,,,14
2.5, Kathmandu,Kalanki,1369,24000000,,,,14
, Kathmandu,Syuchatar,1095.2,22000000,4,,West,14
