Floors,City,Address,Land,Price,Bedroom,Bathroom,Parking,Face,Road
2.5,Kathmandu,Ramkot,1369.0,16800000.0,5.0,2.0,,West,16.0
2.5,Lalitpur,Bhainsepati,3101.640625,50000000.0,3.0,4.0,3+,South,16.0
2.5,Kathmandu,Balambu,855.625,14500000.0,5.0,3.0,3+,South East,16.0
3.5,Kathmandu,Sainbu,1967.93,47500000.0,7.0,8.0,,North East,16.0
,Kathmandu,Imadol,855.62,16500000.0,4.0,3.0,,West,16.0
2.0,Kathmandu,Samakhusi,1369.0,32000000.0,6.0,4.0,,East,16.0
2.5,Kathmandu,Golfutar,1369.0,32500000.0,5.0,4.0,,East,16.0
3.0,Kathmandu,Tinthana,1500.0,32500000.0,8.0,4.0,,East,16.0
2.3,Kathmandu,Imadol,919.79,,4.0,,,West,16.0
3.5,Kathmandu,Chappal Kharkhana,1026.75,35000000.0,4.0,4.0,,South,16.0
5.0,Kathmandu,Gongabu,1711.25,35000000.0,8.0,5.0,,East,16.0
2.5,Lalitpur,Dhobighat,6845.0,100000000.0,4.0,2.0,,East,16.0
2.5,Lalitpur,Nakhipot,1283.43,23000000.0,4.0,3.0,,East,16.0
3.0,Lalitpur,Dhapakhel,3800.0,41500000.0,6.0,6.0,,West,16.0
3.0,Kathmandu,Budhanilkantha,1197.875,23000000.0,4.0,3.0,,East,16.0
2.5,Kathmandu,Narayanthan,6160.5,100000000.0,6.0,5.0,,South East,16.0
2.5,Kathmandu,Narayanthan,6160.5,100000000.0,5.0,5.0,,East,16.0
2.5,Kathmandu,Bishalnagar,2738.0,100000000.0,5.0,3.0,,South,16.0
3.5,Lalitpur,Lubhu,2053.5,55000000.0,7.0,5.0,,North East,16.0
2.5,Lalitpur,Hattiban,1369.0,24000000.0,3.0,3.0,,South West,16.0
1.0,Kathmandu,Dhungeadda,855.62,17000000.0,6.0,3.0,,East,16.0
2.5,Kathmandu,Sanobharyang,855.62,17000000.0,4.0,2.0,,West,16.0
2.5,Kathmandu,Sitapaila,1818.2,31500000.0,6.0,5.0,,East,16.0
3.0,Kathmandu,Narayanthan,7187.25,100000000.0,5.0,5.0,,South,16.0
4.5,Kathmandu,Sanobharyang,2909.12,85000000.0,7.0,5.0,,West,16.0
,Lalitpur,Imadol,2053.5,65000000.0,,,,North East,16.0
2.5,Bhaktapur,Dadhikot,3422.5,63000000.0,5.0,5.0,,South,16.0
2.5,Lalitpur,Imadol,1200.0,19500000.0,5.0,3.0,,West,16.0
1.0,Kathmandu,Kapan,1796.8,18000000.0,2.0,4.0,,North East,16.0
3.5,Lalitpur,Imadol,1197.87,32500000.0,6.0,,,South West,16.0
2.5,Kathmandu,Narayanthan,4107.0,72000000.0,5.0,5.0,,South East,16.0
2.5,Kathmandu,Hepali,4107.0,70000000.0,5.0,5.0,,West,16.0
3.5,Kathmandu,Koteshwor,3148.7,65000000.0,6.0,3.0,,South East,16.0
2.5,Kathmandu,Sitapaila,1112.3125,17500000.0,5.0,4.0,,North,16.0
,Kathmandu,Sukedhara Chowk,1369.0,45000000.0,6.0,4.0,3+,North,16.0
2.5,Kathmandu,Gurjudhara,1197.87,16500000.0,4.0,3.0,,East,16.0
2.5,Lalitpur,Bhaisepati,3422.5,50000000.0,5.0,3.0,,East,16.0
2.5,Kathmandu,Imadol,1090.92,25000000.0,4.0,4.0,,South,16.0
,Kathmandu,Imadol,1069.53,23500000.0,5.0,4.0,,South,16.0
2.5,Kathmandu,Balkhu,1026.75,22350000.0,3.0,3.0,,North,16.0
3.0,Kathmandu,Narayanthan,7187.25,100000000.0,5.0,5.0,,South,16.0
2.5,Lalitpur,Imadol,1069.53,23500000.0,5.0,,,South,16.0
2.5,Kathmandu,Bansbari,2738.0,45000000.0,6.0,5.0,,West,16.0
1.0,Kathmandu,Futung,1197.875,150000000.0,2.0,1.0,,South East,16.0
2.5,Kathmandu,Satungal,1796.81,22500000.0,4.0,3.0,,East,16.0
2.5,Kathmandu,Rudreshwor,2738.0,48000000.0,4.0,3.0,,North East,16.0
2.5,Lalitpur,Dhobighat,6845.0,110000000.0,4.0,2.0,,South East,16.0
2.5,Kathmandu,Kalanki,1882.37,12000000.0,6.0,5.0,,North,16.0
2.5,Lalitpur,Imadol,1133.7,22000000.0,4.0,4.0,,North East,16.0
4.0,Kathmandu,Khusibu,2481.31,105000000.0,8.0,5.0,,South,16.0
2.5,Bhaktapur,Srijana Nagar,1711.25,30000000.0,5.0,5.0,3+,West,18.0
2.5,Kathmandu,Sitapaila,2395.75,30500000.0,6.0,5.0,,East,18.0
3.5,Lalitpur,Kharibot,1026.75,30000000.0,6.0,4.0,3+,North West,18.0
4.5,Kathmandu,New Buspark,1026.75,23000000.0,15.0,8.0,3-,South,18.0
6.5,Kathmandu,Ratopol,5133.75,220000000.0,28.0,11.0,3+,South,18.0
2.5,Kathmandu,Dhumbarahi,17797.0,260000000.0,5.0,5.0,,East,18.0
2.5,Kathmandu,Nayapati,8042.87,45000000.0,6.0,,,South West,18.0
2.5,Lalitpur,Bhaisepati,1369.0,31000000.0,4.0,5.0,,South East,18.0
2.5,Kathmandu,Kapan,3080.25,52500000.0,5.0,5.0,,South East,18.0
2.0,Kathmandu,Kirtipur,12663.25,50000000.0,5.0,2.0,,,18.0
3.0,Kathmandu,Grande Villa,2951.9,65000000.0,5.0,5.0,,West,18.0
3.5,Kathmandu,Suryadanda,1711.25,36100000.0,7.0,3.0,3+,South,18.0
3.5,Kathmandu,Sankhamul,1026.75,37000000.0,6.0,3.0,3+,East,18.0
3.0,Lalitpur,Imadol,1026.75,26500000.0,5.0,3.0,3+,West,20.0
2.5,Kathmandu,Budhanilkantha,1197.875,39000000.0,4.0,5.0,3-,,20.0
3.0,Kathmandu,Dhapakhel,1796.81,28000000.0,5.0,,,North East,20.0
2.5,Lalitpur,Imadol,1026.75,24000000.0,5.0,4.0,3+,North,20.0
1.0,Kathmandu,Bojepokhari,2738.0,4500000.0,7.0,3.0,3+,South,20.0
2.5,Lalitpur,Imadol,1197.875,23500000.0,6.0,4.0,3+,South,20.0
2.5,Lalitpur,Harisiddhi,1155.09375,24000000.0,3.0,5.0,3+,North West,20.0
3.5,Kathmandu,Sanobharyang,1903.76,42500000.0,6.0,7.0,,South West,20.0
2.5,Lalitpur,Imadol,1026.75,22500000.0,4.0,4.0,3+,West,20.0
1.5,Kathmandu,Gokarneshwor Municipality- 2,2566.875,18000000.0,2.0,1.0,3+,East,20.0
3.5,Bhaktapur,Balkot,2566.875,55000000.0,3.0,3.0,3+,South,20.0
2.5,Lalitpur,Harisiddhi,1411.78125,27000000.0,3.0,3.0,3+,North,20.0
2.5,Kathmandu,Budhanilkantha,2310.1875,67500000.0,5.0,3.0,3+,North East,20.0
2.5,Lalitpur,Imadol,1369.0,25000000.0,4.0,4.0,3+,North East,20.0
,Bhaktapur,Suryabinayak,1775.42,39000000.0,4.0,4.0,,North,20.0
2.5,Lalitpur,Bhaisepati,1369.0,29500000.0,4.0,4.0,,East,20.0
2.5,Kathmandu,Budhanilkantha,1711.25,40500000.0,5.0,4.0,,East,20.0
4.0,Kathmandu,Sinamangal,,,,,,South,20.0
6.0,Kathmandu,Sundhara,,31000000.0,12.0,,,East,20.0
,Lalitpur,Thado dunga,680.0,13000000.0,,,,East,20.0
3.0,Kathmandu,Chabahil,684.5,13500000.0,6.0,3.0,,North,20.0
7.0,Kathmandu,,748.67,92500000.0,,,,West,20.0
2.5,Kathmandu,Mandikhatar,877.01,17500000.0,4.0,2.0,,West,20.0
1.0,Lalitpur,Lubhu,941.18,13500000.0,2.0,,,North,20.0
2.5,,,1026.75,21000000.0,7.0,3.0,,East,20.0
4.0,Kathmandu,Dallu,1026.75,39200000.0,17.0,5.0,,North West,20.0
2.5,Kathmandu,Kadaghari,1026.75,24500000.0,5.0,,,East,20.0
2.5,Kathmandu,Khadka tole,1026.75,14200000.0,5.0,2.0,,North East,20.0
2.5,Kathmandu,Green hill city,1069.53,21000000.0,4.0,3.0,,West,20.0
,Bhaktapur,Sallaghari,1112.31,19000000.0,,,,East,20.0
2.5,Lalitpur,Hattiban,1711.25,21500000.0,4.0,4.0,,South East,20.0
3.0,Kathmandu,Bhaktapur,1133.7,20000000.0,3.0,,,West,20.0
2.5,Kathmandu,Sitapaila,1176.48,,3.0,3.0,,North,20.0
2.5,Lalitpur,Gwarko,1197.87,26000000.0,7.0,4.0,,East,20.0
2.5,Lalitpur,Harisiddhi,1197.87,27000000.0,3.0,4.0,,North East,20.0
,Lalitpur,Downtown apartment,1223.0,20000000.0,3.0,2.0,,South West,20.0
2.5,Lalitpur,Imadol,1283.43,23500000.0,4.0,4.0,,South,20.0
,Lalitpur,Bhaisipati,1369.0,,,,,North East,20.0
4.5,Kathmandu,Dhumbarahi,1369.0,39000000.0,5.0,7.0,,South,20.0
2.5,Lalitpur,Imadol,1369.0,,6.0,,,East,20.0
,Kathmandu,Kalanki,1369.0,,9.0,3.0,,West,20.0
2.5,Kathmandu,lri school,1369.0,36000000.0,5.0,,,South,20.0
2.5,Kathmandu,Padma colony,1369.0,27000000.0,4.0,3.0,,South,20.0
2.5,Kathmandu,Mulpani,1540.12,45000000.0,4.0,5.0,,South East,20.0
,Kathmandu,Baneshwor,1711.25,55000000.0,,,,East,20.0
2.5,Kathmandu,Pepsicola,1133.7,22000000.0,6.0,4.0,,West,20.0
2.5,Kathmandu,Kadaghari,1369.0,23500000.0,6.0,4.0,3+,South East,20.0
4.0,Lalitpur,Hattiban,,23500000.0,3.0,2.0,,East,20.0
4.0,Bhaktapur,Kausaltar,1882.375,32500000.0,10.0,4.0,3+,North East,20.0
3.5,Kathmandu,Tinkune,4107.0,120000000.0,8.0,5.0,,South,20.0
2.5,Kathmandu,Budhanilkantha,7187.25,135000000.0,6.0,5.0,,East,20.0
5.0,Lalitpur,Kupondol,1711.25,140000000.0,5.0,10.0,,East,20.0
1.0,Bhaktapur,Gundu,317.9,15000000.0,1.0,1.0,,West,20.0
3.0,Kathmandu,Syuchatar,3764.75,45000000.0,7.0,4.0,,East,20.0
3.0,Kathmandu,Basundhara,8214.0,140000000.0,8.0,3.0,,North,20.0
5.0,Kathmandu,Samakhusi,5476.0,160000000.0,5.0,3.0,,West,20.0
2.5,Kathmandu,Koteshwor,5818.25,160000000.0,6.0,4.0,,East,20.0
3.0,Kathmandu,Rudreshwor,2738.0,45000000.0,5.0,5.0,,East,20.0
3.5,Kathmandu,Old Baneshwor,6502.75,200000000.0,8.0,5.0,,West,20.0
2.0,Kathmandu,Bansbari,2738.0,45000000.0,6.0,4.0,,East,20.0
2.5,Kathmandu,Golfutar,5476.0,269999999.0,6.0,4.0,,South,20.0
2.5,Lalitpur,Kusunti,1625.68,310000000.0,4.0,4.0,,South,20.0
2.5,Kathmandu,Budhanilkantha,2395.75,45000000.0,5.0,5.0,,East,20.0
2.5,Lalitpur,Tikathali,1026.75,23000000.0,4.0,4.0,3+,West,20.0
1.0,Lalitpur,Imadol,941.1875,12500000.0,2.0,1.0,,East,20.0
4.0,Kathmandu,Koteshwor,1540.125,45000000.0,8.0,5.0,,East,20.0
3.5,Kathmandu,Infront of Raja Birendra Marga,3935.875,73000000.0,21.0,4.0,3+,North West,20.0
3.0,Bhaktapur,Thimi,1369.0,23000000.0,5.0,3.0,,North East,20.0
2.5,Lalitpur,Imadol,1147.0851,27500000.0,7.0,4.0,3+,West,20.0
1.0,Lalitpur,Gahate,1026.75,10500000.0,1.0,1.0,,North East,20.0
2.5,Kathmandu,Narayanthan,1500.0,45000000.0,5.0,5.0,,East,20.0
2.5,Lalitpur,Imadol,1262.04,42500000.0,4.0,4.0,,South East,20.0
2.0,Kathmandu,Kapan,2053.5,40000000.0,5.0,5.0,,South,20.0
2.5,Lalitpur,Balkumari,,40000000.0,5.0,4.0,,South,20.0
5.0,Kathmandu,Putalisadak,1219.26,120000000.0,10.0,6.0,,West,20.0
1.5,Bhaktapur,Duwakot,2053.5,15500000.0,4.0,2.0,,East,20.0
2.0,Kathmandu,Nayapati,1711.25,22500000.0,4.0,3.0,,East,20.0
3.0,Lalitpur,Hattiban,1026.75,16000000.0,1.0,1.0,,East,20.0
2.5,Lalitpur,Sanagaun,1026.75,21500000.0,4.0,3.0,,North East,20.0
2.5,Kathmandu,Malpot,2004.75,21000000.0,5.0,4.0,,East,20.0
2.5,Kathmandu,Imadol,1369.0,21000000.0,4.0,4.0,,,20.0
2.5,Kathmandu,Samakhusi,2395.75,55000000.0,6.0,5.0,,East,20.0
2.5,Kathmandu,Rudreshwor,3080.25,55000000.0,4.0,5.0,,South East,20.0
2.5,Kathmandu,Bhangal,1026.75,21000000.0,6.0,3.0,,East,20.0
3.5,Lalitpur,Nakhipot,1500.0,57500000.0,5.0,6.0,,East,20.0
2.5,Lalitpur,Hattiban,1200.0,50000000.0,4.0,3.0,,North,20.0
2.5,Kathmandu,Siddhartha colony,2395.75,57500000.0,4.0,5.0,,South,20.0
2.5,Lalitpur,Dhapakhel,1026.75,19800000.0,4.0,3.0,,South,20.0
3.0,Lalitpur,Imadol,1369.0,22000000.0,5.0,3.0,,North,20.0
2.5,Kathmandu,Baneshwor,2464.2,63500000.0,8.0,4.0,,North East,20.0
2.5,Kathmandu,Kageshwori Manohara,1197.875,24000000.0,6.0,3.0,,East,20.0
4.0,Lalitpur,Khumaltar,2053.5,65000000.0,5.0,4.0,,East,20.0
3.5,Kathmandu,Panipokhari,1450.0681,67500000.0,4.0,1.0,,North,20.0
,Kathmandu,Boudha,1197.87,19000000.0,,,,,20.0
,Kathmandu,Khusibu,2481.31,68000000.0,,,,,20.0
2.5,Lalitpur,Bhaisepati,2121.95,69500000.0,6.0,3.0,,South East,20.0
2.0,Lalitpur,Sanepa,3080.25,75000000.0,5.0,2.0,,South,20.0
5.0,Kathmandu,Ason,748.67,80000000.0,1.0,4.0,,South West,20.0
5.0,Bhaktapur,Kausaltar,3762.0,80000000.0,8.0,5.0,,North West,20.0
2.5,Lalitpur,Harisiddhi,1369.0,22000000.0,5.0,5.0,,East,20.0
2.5,Kathmandu,Budhanilkantha,2053.5,47500000.0,5.0,5.0,,East,20.0
5.0,Kathmandu,Samakhusi,2000.0,92500000.0,12.0,5.0,,East,20.0
2.5,Kathmandu,Kapan,3080.25,52500000.0,5.0,5.0,3+,South West,20.0
2.5,Kathmandu,Sukedhara,1026.75,16000000.0,6.0,3.0,,East,20.0
2.5,Lalitpur,Imadol,941.1875,19500000.0,4.0,3.0,,East,20.0
,Kathmandu,Dallu,2224.625,50000000.0,,,,,20.0
3.5,Kathmandu,Baluwatar,1026.75,,3.0,4.0,,East,20.0
1.0,Kathmandu,Budhanilkantha,1369.0,24000000.0,1.0,1.0,,East,20.0
3.0,Lalitpur,Tikathali,1069.53125,23000000.0,6.0,3.0,3+,South,20.0
2.5,Lalitpur,Khumaltar,3080.25,50000000.0,3.0,3.0,,South,20.0
2.5,,,3037.46,85000000.0,5.0,4.0,,East,20.0
1.0,Kathmandu,Tikathali,1112.3125,17200000.0,2.0,1.0,3+,West,20.0
2.5,Lalitpur,Nayabasti,1283.43,32000000.0,5.0,4.0,,West,20.0
4.5,Kathmandu,Chabahil,1625.68,31500000.0,7.0,7.0,,,20.0
3.5,Kathmandu,Thamel,2012.43,55000000.0,6.0,4.0,3+,South,20.0
,Lalitpur,Sanepa,2500.0,,,,,South,20.0
2.5,Lalitpur,Sobhahiti,855.625,16500000.0,6.0,4.0,3+,North West,20.0
3.0,Lalitpur,Thaiba,1369.0,28500000.0,4.0,5.0,,South,20.0
3.5,Kathmandu,Banasthali,770.06,29000000.0,5.0,4.0,,,20.0
1.0,Lalitpur,Lubhu,1750.0,29000000.0,5.0,4.0,,South,20.0
1.0,Kathmandu,Grande Villa,1625.6875,39500000.0,4.0,3.0,,North,20.0
1.0,Bhaktapur,Sirutar,1369.0,15000000.0,2.0,1.0,3+,West,20.0
3.0,Kathmandu,PepsiCola,1197.875,22000000.0,6.0,4.0,3+,East,20.0
3.0,Kathmandu,Nayapati,1283.4375,26000000.0,6.0,3.0,3+,South East,20.0
2.5,Kathmandu,Naya Bazar,855.625,18000000.0,7.0,3.0,3-,North West,20.0
2.5,Kathmandu,Mulpani 7,1369.0,20000000.0,6.0,3.0,3+,North,20.0
2.5,Kathmandu,Mulpani,1711.25,30000000.0,6.0,3.0,3+,North,20.0
3.5,Kathmandu,Manamaiju,1283.4375,25500000.0,7.0,4.0,3+,East,20.0
2.5,Kathmandu,Makalbari,1197.875,16000000.0,3.0,3.0,3+,East,20.0
2.0,Lalitpur,Lubhu,1262.046875,23500000.0,6.0,6.0,3+,South,20.0
2.5,Lalitpur,Sunakothi,2053.5,36000000.0,3.0,3.0,,West,20.0
2.5,Kathmandu,Kuleshwor,855.625,29800000.0,10.0,4.0,3+,East,20.0
2.5,Kathmandu,Sanobharyang,1796.81,29000000.0,7.0,4.0,,West,20.0
3.5,Lalitpur,Kharibot,855.625,15000000.0,5.0,3.0,3-,North East,20.0
2.5,Lalitpur,Saibu,855.625,21500000.0,5.0,3.0,3+,West,20.0
1.0,Lalitpur,Imadol,855.625,15500000.0,2.0,1.0,3+,South West,20.0
2.5,Lalitpur,Tikathali,1026.75,25000000.0,6.0,5.0,3+,East,20.0
2.5,Lalitpur,Imadol,1026.75,28500000.0,6.0,3.0,3+,East,20.0
,Bhaktapur,Bhaktapur,14609.79,118400000.0,,,,East,20.0
2.5,Kathmandu,Nayabasti,1625.68,38500000.0,6.0,5.0,,East,20.0
2.5,Bhaktapur,Sano Thimi,1197.875,24500000.0,5.0,3.0,,North,20.0
3.0,Lalitpur,Hattiban,700.0,25000000.0,6.0,3.0,,North East,20.0
3.5,Kathmandu,Kapan,2087.725,37000000.0,7.0,4.0,,East,20.0
3.0,Lalitpur,Imadol,1200.0,25000000.0,5.0,3.0,,East,20.0
,Kathmandu,Budhanilkantha,6160.5,31000000.0,,,,West,20.0
2.5,Kathmandu,Golfutar,1369.0,36500000.0,5.0,3.0,,East,20.0
2.5,Lalitpur,Imadol,2395.75,36000000.0,5.0,2.0,,North East,20.0
2.5,Kathmandu,Tokha,1500.0,26000000.0,5.0,4.0,,East,20.0
3.0,Kathmandu,New Buspark,1437.45,32000000.0,8.0,5.0,,East,20.0
3.0,Lalitpur,Bhaisepati,1540.12,35000000.0,5.0,4.0,,South East,20.0
3.0,Kathmandu,Baniyatar,1540.125,35000000.0,8.0,5.0,,East,20.0
2.5,Kathmandu,Kunwar colony,4791.5,75000000.0,5.0,5.0,,East,20.0
2.5,Kathmandu,Panchetaar,1625.6875,32000000.0,5.0,4.0,,East,20.0
2.5,Kathmandu,Pasikot,1882.375,32000000.0,4.0,5.0,,North,20.0
2.5,Lalitpur,Chakupat,4100.0,,4.0,3.0,,North West,20.0
2.5,Kathmandu,Tribhuwan Park,2053.5,32000000.0,5.0,4.0,,East,20.0
3.0,Kathmandu,Nayabazar,884.04,35000000.0,3.0,4.0,,East,20.0
3.5,Kathmandu,Battisputali,1540.125,33000000.0,6.0,1.0,,West,20.0
2.5,Lalitpur,Siddipur,1026.75,22000000.0,4.0,3.0,,North,20.0
4.5,Kathmandu,Shankhamul,855.625,27000000.0,3.0,1.0,,West,20.0
2.5,Kathmandu,Chandragiri,1711.25,26700000.0,6.0,1.0,,West,20.0
2.5,Kathmandu,Taulung,2566.875,34500000.0,4.0,4.0,,East,20.0
,Lalitpur,Hattiban,,20500000.0,2.0,2.0,,East,20.0
2.5,Kathmandu,Budhanilkantha,1925.15,32000000.0,6.0,4.0,,North East,21.0
3.0,Lalitpur,Nakhipot,1369.0,28500000.0,8.0,5.0,,South,22.0
4.0,Bhaktapur,Radhe Radhe,800.0,24000000.0,4.0,4.0,,North,22.0
5.0,Lalitpur,Pulchowk,620.32,35000000.0,4.0,5.0,,East,22.0
2.5,Kathmandu,Thankot,4107.0,42900000.0,8.0,5.0,,East,22.0
2.5,Kathmandu,Basundhara,3422.5,100000000.0,5.0,5.0,,East,22.0
3.5,Kathmandu,Machapokhari,1711.25,35000000.0,9.0,6.0,,East,22.0
2.5,Kathmandu,Sitapaila,1989.32,,4.0,4.0,,West,22.0
2.5,Kathmandu,Kapan,855.625,14000000.0,4.0,3.0,3-,North,22.0
2.5,Kathmandu,Ganesthan,4449.25,35000000.0,8.0,7.0,,West,22.0
2.5,Kathmandu,Sun city,941.18,23000000.0,2.0,3.0,,East,23.0
2.5,,,4449.25,65000000.0,9.0,3.0,,West,24.0
,Lalitpur,TIkathali,1133.703125,15000000.0,5.0,2.0,3+,East,24.0
1.0,Bhaktapur,Sirutar,3148.7,37000000.0,7.0,1.0,3+,South,24.0
3.0,Kathmandu,Baniyatar,1625.6875,35000000.0,6.0,5.0,3+,South East,24.0
3.0,,,1540.12,26000000.0,5.0,7.0,,East,24.0
3.0,Lalitpur,Tikathali,941.1875,19900000.0,5.0,4.0,3+,East,24.0
2.5,Kathmandu,Thankot,1026.75,13000000.0,5.0,3.0,,,24.0
3.5,Kathmandu,Budhanilkantha,2481.31,51000000.0,7.0,,,South West,24.0
3.5,Kathmandu,Budhanilkantha,2481.31,53500000.0,7.0,,,South West,24.0
3.5,Lalitpur,Hattiban,1262.04,27000000.0,6.0,3.0,,East,24.0
3.0,Kathmandu,Golfutar,7529.5,50000000.0,21.0,,,South East,25.0
3.5,Kathmandu,Jorpati,1369.0,37000000.0,6.0,6.0,3+,North East,25.0
3.0,Kathmandu,Dhungedhara,1026.75,33000000.0,5.0,4.0,3+,West,25.0
2.5,Kathmandu,Rudreshwor,10952.0,105000000.0,5.0,5.0,,North West,25.0
3.5,Kathmandu,Satungal,1369.0,29000000.0,8.0,5.0,3+,North East,25.0
6.0,Kathmandu,Samakhusi,2053.5,90000000.0,8.0,5.0,,South West,25.0
4.0,Kathmandu,Sukedhara,1112.31,28000000.0,8.0,3.0,,South,25.0
2.5,kathmandu,Sukedhara,2053.5,42500000.0,5.0,4.0,,East,25.0
,Kathmandu,New Baneshwor,2053.5,49000000.0,,,,,26.0
3.5,Kathmandu,Chamati,877.01,21500000.0,2.0,3.0,,South West,26.0
3.0,Bhaktapur,Madhyapur Thimi,855.62,18000000.0,7.0,,,West,26.0
4.5,Kathmandu,Samakhushi,2566.87,52500000.0,10.0,7.0,,North West,26.0
,Kathmandu,Dhaneshwor,1882.37,60000000.0,,,,South East,26.0
2.0,Kathmandu,Budhanilkantha,4192.56,,4.0,3.0,,South East,26.0
4.0,Kathmandu,Golfutar,1540.12,40000000.0,6.0,3.0,,South,26.0
2.5,Lalitpur,Tikathali,1197.875,24500000.0,6.0,5.0,3+,East,26.0
5.5,Kathmandu,Kalanki,1711.25,60000000.0,20.0,10.0,3+,South East,26.0
2.5,Lalitpur,Tikathali,1026.75,19500000.0,5.0,4.0,3+,North,26.0
6.0,Kathmandu,Banasthali,3088.5921,140000000.0,1.0,1.0,,West,26.0
2.5,Lalitpur,Raj Kulo Shital Height,1048.140625,27500000.0,4.0,4.0,3+,South,26.0
4.5,Kathmandu,Mitranagar,1369.0,45000000.0,20.0,17.0,3+,North East,26.0
4.0,Lalitpur,Balkumari,1390.39,40000000.0,9.0,4.0,,East,26.0
2.5,Lalitpur,Tikathali,1112.3125,22500000.0,4.0,4.0,3+,South,26.0
2.5,Lalitpur,Toukhel,1369.0,25000000.0,3.0,4.0,,East,26.0
2.5,Kathmandu,Samakhusi,3422.5,72500000.0,6.0,6.0,3+,South,26.0
3.5,Bhaktapur,Balkot,1197.87,19500000.0,4.0,3.0,,East,26.0
2.5,Bhaktapur,Balkot,1155.09375,27500000.0,4.0,4.0,3+,West,26.0
1.0,Kathmandu,Jadibuti,855.625,27000000.0,1.0,1.0,,East,28.0
4.0,Kathmandu,Hattigauda,1882.37,40000000.0,8.0,6.0,,South East,28.0
,Lalitpur,Sanepa,680.0,,2.0,1.0,,South West,28.0
3.0,Lalitpur,Imadol,941.1875,23000000.0,5.0,5.0,3+,West,30.0
2.5,Lalitpur,Dhapakhel,3251.37,46000000.0,5.0,3.0,,East,30.0
3.5,Kathmandu,Dhungeadda,1796.81,31500000.0,7.0,4.0,,East,30.0
2.5,Bhaktapur,Balkot,1754.03,42500000.0,5.0,4.0,,South,30.0
5.0,Kathmandu,Lazimpat,256.68,10000000.0,8.0,2.0,,East,30.0
3.5,Kathmandu,Swyambhu,1475.95,28500000.0,5.0,7.0,,North East,30.0
,Kathmandu,Ambe complex,5000.0,,,4.0,,East,32.0
,Lalitpur,Hattiban,2738.0,80000000.0,,,,East,32.0
2.5,Kathmandu,New Baneshwor,6160.5,160000000.0,4.0,3.0,,South,32.0
2.5,Kathmandu,Near BP Meusem,3080.0,32000000.0,1.0,2.0,,South East,32.0
4.0,Kathmandu,Gyaneshwor,2823.56,93500000.0,,5.0,,North West,33.0
4.5,Kathmandu,Jarankhu,1369.0,35000000.0,15.0,5.0,,East,33.0
2.5,Bhaktapur,Tathali,7529.5,34000000.0,7.0,3.0,,South,33.0
,Bhaktapur,Sallaghari,1582.9,19000000.0,5.0,4.0,,East,34.0
2.5,Lalitpur,Tikathali,1112.3125,23500000.0,5.0,4.0,3+,South East,36.0
4.0,Kathmandu,Kirtipur,12235.43,170000000.0,,7.0,,South,36.0
6.0,Bhaktapur,Chhyamhasingh,5476.0,,,20.0,,North East,40.0
2.0,Lalitpur,Bhaisepati,1026.75,11000000.0,3.0,2.0,,South East,40.0
2.5,Kathmandu,Gokarna,1818.2,25000000.0,8.0,3.0,,East,44.0
5.0,Kathmandu,Dilibazar,235.29,30000000.0,,,,South,46.0
2.5,Kathmandu,Banasthali,1027.0,20000000.0,5.0,3.0,,North,76.0
1.0,Kathmandu,Maitidevi,11636.5,391000000.0,1.0,1.0,,East,
1.0,Kathmandu,Panipokhari,1449.6403,70000000.0,4.0,1.0,,East,
3.5,Kathmandu,Bhangal,5202.2,65000000.0,6.0,5.0,,West,
2.5,Kathmandu,Pasikot,4107.0,54000000.0,4.0,4.0,,East,
2.5,Kathmandu,Boudha,2224.625,45000000.0,5.0,2.0,,East,
3.5,Lalitpur,Kusunti,1000.0,45000000.0,6.0,5.0,,West,
3.0,Kathmandu,Matatirtha,4791.5,38000000.0,8.0,5.0,,North East,
1.0,Kathmandu,Ring road,2200.0,37500000.0,4.0,2.0,,South,
2.5,Lalitpur,Kusunti,1925.15,37000000.0,4.0,4.0,,East,
1.0,Lalitpur,Godawari,1369.0,35000000.0,5.0,4.0,,West,
1.0,Kathmandu,Sainbu,1197.875,35000000.0,4.0,4.0,,East,
4.0,Kathmandu,Thulobharyang,1882.375,31500000.0,7.0,4.0,,East,
1.0,Lalitpur,Setipakha,1369.0,31000000.0,1.0,1.0,,East,
3.5,Kathmandu,Chabahil,1194.0,31000000.0,8.0,5.0,,East,
3.0,Kathmandu,Swoyambhu,2395.75,30000000.0,1.0,1.0,,East,
3.0,kathmandu,Dhapasi,1357.8673,30000000.0,3.0,2.0,,East,
2.0,Kathmandu,Chappal Kharkhana,1026.75,29000000.0,4.0,4.0,,East,
2.5,Kathmandu,Budhanilkantha,1390.38,28500000.0,7.0,3.0,,East,
2.5,Lalitpur,Hattiban,1026.75,28000000.0,4.0,4.0,,North East,
2.5,Kathmandu,Pasikot,1369.0,26800000.0,5.0,2.0,,South East,
2.5,Kathmandu,Dillibazar,513.37,25000000.0,3.0,2.0,,East,
2.5,Lalitpur,Shital Height,1197.875,23500000.0,4.0,4.0,,East,
3.0,Lalitpur,Imadol,1026.75,23000000.0,6.0,3.0,,North,
2.5,Bhaktapur,Suryabinayak,1026.75,20500000.0,4.0,3.0,,South,
3.5,Bhaktapur,Changunarayan,1411.78,19500000.0,6.0,3.0,,East,
2.5,Lalitpur,Lubhu,1369.0,19310000.0,3.0,2.0,,East,
