Address,Area(In Sq.Feet),Road,Price(Float),Bedroom,Bathroom,Face,Floors,City
Budhanilkantha,1369.0,13.0,32500000,5,5.0,East,3.0,Kathmandu
Swayambhu,1026.75,13.0,23500000,6,5.0,East,3.0,Kathmandu
Budhanilkantha,2053.5,13.0,45000000,5,6.0,North East,3.0,Kathmandu
Imadol,1369.0,13.0,23500000,6,4.0,West,3.0,Lalitpur
Bhangal,1454.56,13.0,23800000,5,5.0,East,2.5,Kathmandu
Bhaisepati,1647.078125,13.0,28500000,5,4.0,South East,3.0,Lalitpur
Gwarko,1048.140625,13.0,21000000,3,2.0,South,2.5,Lalitpur
Tarakeshwar,1369.0,13.0,11500000,2,1.0,North East,1.0,Kathmandu
Imadol,1026.75,13.0,17000000,8,3.0,South,2.5,Lalitpur
Imadol,1155.09375,13.0,17000000,4,3.0,South,2.5,Lalitpur
Imadol,1069.53125,13.0,17500000,5,3.0,South East,2.5,Lalitpur
Samakhusi,7786.1875,13.0,35000000,6,5.0,East,3.0,Kathmandu
Samakhusi,7443.9375,13.0,37500000,6,6.0,East,3.0,Kathmandu
Grande Villa,1454.5625,13.0,25000000,6,5.0,South,3.0,Kathmandu
Tokha,1369.0,13.0,29000000,6,5.0,South,3.0,Kathmandu
Samakhusi,1454.5625,13.0,23000000,6,5.0,North West,3.0,Kathmandu
Imadol,1197.875,13.0,20000000,6,3.0,North,2.5,Lalitpur
Imadol,1540.125,13.0,22000000,7,4.0,South,3.5,Lalitpur
Chapali,3165.8125,13.0,42000000,7,6.0,East,3.0,Kathmandu
United colony,1882.375,13.0,35000000,5,4.0,South east,3.0,Lalitpur
Chabahil,1069.53125,13.0,23500000,5,3.0,North East,2.5,Kathmandu
Budhanilkantha,3764.75,13.0,60000000,6,5.0,East,3.0,Kathmandu
Imadol,1026.75,13.0,16000000,4,4.0,South East,3.0,Lalitpur
Pepsicola,1197.875,13.0,24000000,10,6.0,East,3.0,Kathmandu
Kadaghari,1197.875,13.0,36000000,6,4.0,South East,3.5,Kathmandu
Budhanilkantha,2738.0,13.0,25000000,4,3.0,West,3.0,Kathmandu
Imadol,941.1875,13.0,11000000,2,1.0,East,1.0,Lalitpur
Kusunti,1925.15625,13.0,38500000,4,4.0,North West,3.0,Lalitpur
Ghattekulo,4620.375,13.0,100000000,8,9.0,South,4.0,Kathmandu
Surya Darshan height,1625.68,13.0,30000000,7,4.0,West,3.5,Kathmandu
Basundhara,2481.31,13.0,67000000,5,5.0,West,2.5,Kathmandu
Mandikatar,1668.46,13.0,40000000,5,3.0,West,2.5,Kathmandu
Chapali Bhadrakali.,2053.5,13.0,61500000,5,5.0,South,2.5,Kathmandu
Madikhatar Tennis Court,2224.62,13.0,43500000,4,5.0,North West,3.5,Kathmandu
Maharajgunj,3422.5,13.0,72500000,6,4.0,North East,2.5,Kathmandu
Lamathumki,2310.18,13.0,38000000,9,7.0,East,3.5,Kathmandu
Banasthali,1369.0,13.0,34000000,6,5.0,East,3.5,Kathmandu
Balkumari,3080.25,13.0,60000000,6,6.0,East,3.5,Lalitpur
Sitapaila,1112.3125,13.0,12000000,4,2.0,North East,2.0,Kathmandu
Budhanilkantha,5133.75,13.0,62500000,5,4.0,West,3.0,Kathmandu
Tripureshwor,3000.0,13.0,25000000,3,4.0,South East,4.0,Kathmandu
Sunderbasti,1197.875,13.0,19500000,5,3.0,East,3.0,Kathmandu
Balaju,1240.65625,13.0,14200000,5,2.0,North West,2.0,Kathmandu
Bhaisepati,3422.5,13.0,70000000,5,5.0,South West,3.0,Lalitpur
Sanepa,1369.0,13.0,30000000,4,4.0,North,3.0,Lalitpur
Budhanilkantha,2823.5625,13.0,41000000,5,4.0,East,2.0,Kathmandu
Khumaltar,2139.0625,13.0,37500000,6,5.0,South West,4.0,Lalitpur
Sitapaila,1711.25,13.0,29500000,5,5.0,North,2.5,Kathmandu
Sunderbasti,1775.421875,13.0,27500000,6,4.0,South East,3.0,Kathmandu
Lubhu,1775.421875,13.0,14500000,4,3.0,South East,2.0,Lalitpur
Sitapaila,1475.953125,13.0,25500000,5,4.0,East,3.0,Kathmandu
Budhanilkantha,2566.875,13.0,55000000,5,5.0,North east,2.5,Kathmandu
Budhanilkantha,1967.9375,13.0,49500000,5,5.0,South,2.5,Kathmandu
Budhanilkantha,1711.25,13.0,30000000,5,4.0,South West,2.5,Kathmandu
Budhanilkantha,1026.75,13.0,28000000,4,4.0,South,2.5,Kathmandu
Bhangal,1197.87,13.0,23000000,4,3.0,East,1.0,Kathmandu
Budda colony,1745.475,13.0,41500000,6,5.0,West,2.5,Kathmandu
Boje Pokhari,1155.09375,13.0,27500000,6,4.0,North West,3.0,Lalitpur
Bode,2053.5,13.0,45500000,13,7.0,North East,4.5,Bhaktapur
Bode,1369.0,13.0,28000000,6,3.0,North West,2.5,Bhaktapur
Bode,1155.09375,13.0,18500000,3,3.0,East,2.5,Bhaktapur
Birendra Chowk,1048.140625,13.0,24000000,6,3.0,South West,2.5,Kathmandu
Bhatkepati,1069.53,13.0,18000000,6,3.0,South,2.5,Kathmandu
Budhanilkantha,3764.75,13.0,85000000,6,4.0,South East,2.5,Kathmandu
Bhangal,2053.5,13.0,35000000,6,4.0,west,2.5,Kathmandu
Nainatole,2566.87,13.0,42000000,6,2.5,North East,3.0,Kathmandu
Basundhara,1155.09,13.0,25500000,3,2.5,North West,5.0,Kathmandu
Kalanki,1925.15,13.0,33000000,5,3.0,North,2.5,Kathmandu
Imadol,1197.875,13.0,18500000,5,2.0,West,2.5,Lalitpur
Tokha,1369.0,13.0,29500000,4,3.0,East,2.0,Kathmandu
Old Baneshwor,1369.0,13.0,39000000,6,5.0,East,3.0,Kathmandu
Budhanilkantha,1369.0,13.0,32500000,5,4.0,South,3.0,Kathmandu
Kapan,1283.4375,13.0,24000000,5,3.0,East,2.0,Kathmandu
Kapan,1625.6875,13.0,18000000,6,3.0,South,3.0,Kathmandu
Nakhundol,1540.125,13.0,25000000,3,4.0,East,2.0,Lalitpur
Imadol,1197.875,13.0,19500000,5,3.0,East,2.5,Lalitpur
Khumaltar,3080.25,13.0,58500000,5,5.0,East,3.0,Lalitpur
Boudha,1369.0,13.0,27000000,4,4.0,East,3.5,Kathmandu
Mandikhatar,1026.75,13.0,25000000,10,5.0,South East,2.5,Kathmandu
Gatthaghar,1369.0,13.0,30000000,5,5.0,West,3.5,Bhaktapur
Sitapaila,6845.0,13.0,165000000,5,7.0,East,2.5,Kathmandu
Imadol,1026.75,13.0,26000000,3,3.0,East,2.5,Lalitpur
Chunikhel,1129.425,13.0,30000000,6,5.0,South East,3.0,Kathmandu
Syuchatar,1026.75,13.0,20500000,6,3.0,South,2.5,Kathmandu
Sitapaila,2053.5,13.0,38000000,6,6.0,East,2.5,Kathmandu
Ochu Height,1095.2,13.0,24500000,5,4.0,South,2.5,Lalitpur
Dhapasi,1026.75,13.0,27000000,5,3.0,North,2.5,Kathmandu
Khumaltar,1711.25,13.0,55000000,3,4.0,South,3.0,Lalitpur
Chhauni,1095.2,13.0,35000000,5,3.0,South,2.5,Kathmandu
Imadol,1369.0,13.0,35000000,5,5.0,West,2.5,Lalitpur
New Buspark,1026.75,13.0,35000000,17,12.0,West,5.0,Kathmandu
Buddha Chowk,1779.7,13.0,39000000,5,4.0,East,2.5,Kathmandu
Imadol,1026.75,13.0,26500000,5,5.0,North,3.5,Lalitpur
Chyasal,943.1,13.0,24000000,7,4.0,West,4.0,Lalitpur
Gwarko,1060.975,13.0,27000000,4,3.0,South,2.5,Lalitpur
Dhapasi,1711.25,13.0,32000000,6,6.0,East,2.5,Kathmandu
Imadol,1403.225,13.0,34500000,5,4.0,North,2.5,Lalitpur
Tikathali,1026.75,13.0,23000000,4,3.0,South,2.5,Lalitpur
Badeli,1711.25,13.0,30000000,4,3.0,West,2.5,Kathmandu
Gurjudhara,1403.225,13.0,25000000,5,3.0,West,3.5,Kathmandu
Thasikhel,2121.95,13.0,35000000,3,4.0,South,2.5,Lalitpur
Lokanthali,1745.475,13.0,37500000,12,4.0,West,4.5,Bhaktapur
Imadol,1437.45,13.0,40000000,6,3.0,South,2.5,Lalitpur
Budhanilkantha,1745.475,13.0,41500000,6,6.0,North West,2.5,Kathmandu
Bhaisepati,2806.45,13.0,140000000,4,5.0,South,2.0,Lalitpur
Hattiban,1095.2,13.0,25500000,6,5.0,South,2.5,Lalitpur
Dhumbarahi,1779.7,13.0,55000000,8,7.0,North West,3.5,Kathmandu
Mandikhatar,2121.95,13.0,46500000,4,5.0,North West,3.5,Kathmandu
Nakkhu,1711.25,13.0,39900000,4,4.0,East,2.0,Lalitpur
Tikathali,1403.225,13.0,27000000,7,4.0,North West,2.5,Lalitpur
Mahadevtar,3490.95,13.0,60000000,5,4.0,South West,3.5,Kathmandu
Imadol,1197.875,13.0,26500000,4,3.0,East,3.0,Lalitpur
Imadol,787.175,13.0,21500000,3,3.0,East,3.0,Lalitpur
Pasikot,1711.25,13.0,28000000,8,4.0,South,3.5,Kathmandu
Nakhipot,2395.75,13.0,46000000,6,5.0,South East,2.5,Lalitpur
Tikathali,1283.4375,13.0,37500000,5,4.0,South East,2.5,Lalitpur
Imadol,1240.65625,13.0,31500000,6,4.0,East,2.5,Lalitpur
Kapan,1369.0,13.0,32000000,5,4.0,South East,2.5,Kathmandu
Bhangal,1745.475,13.0,45000000,7,6.0,South West,3.0,Kathmandu
Sampang Chowk,1437.45,13.0,38000000,7,4.0,North East,2.5,Lalitpur
Mahalaxmi Nagarpalika,1197.875,13.0,26000000,6,4.0,South,2.5,Lalitpur
Sundarbasti,1095.2,13.0,33800000,4,3.0,East,2.5,Kathmandu
Balkot,1129.425,13.0,28000000,5,5.0,West,3.0,Bhaktapur
Imadol,1197.875,13.0,28500000,9,4.0,South,3.0,Lalitpur
Dhumbarahi,1882.375,13.0,55000000,10,7.0,North,4.0,Kathmandu
Greenhill City,1026.75,13.0,23000000,5,3.0,South East,2.5,Kathmandu
Manamaiju,3114.475,13.0,73500000,4,3.0,South East,3.5,Kathmandu
Hattiban,1369.0,13.0,32500000,5,4.0,South,3.0,Lalitpur
Mahadevsthan,1026.75,13.0,9800000,2,1.0,West,1.0,Kathmandu
Setipakha,787.175,13.0,22500000,4,4.0,East,2.5,Lalitpur
Baluwatar,1711.25,13.0,55000000,4,4.0,South East,2.5,Kathmandu
Deuwa chowk,2053.5,13.0,43500000,6,4.0,North,3.0,Kathmandu
Kapan Gumba,1095.2,13.0,14000000,3,2.0,East,2.5,Kathmandu
Dhapasi,3422.5,13.0,58000000,4,4.0,East,2.0,Kathmandu
Shantinagar,2498.425,13.0,43500000,7,3.0,West,3.0,Kathmandu
Tokha,1095.2,13.0,30000000,12,5.0,North West,3.0,Kathmandu
Katunje,1403.225,13.0,25000000,11,6.0,West,4.0,Bhaktapur
Satdobato,2087.725,13.0,45000000,5,5.0,West,2.5,Lalitpur
Imadol,1026.75,13.0,25500000,6,3.0,North,2.5,Lalitpur
Sinamangal,2053.5,13.0,55100000,7,5.0,East,3.0,Kathmandu
Banasthali,1369.0,13.0,34000000,6,4.0,East,3.0,Kathmandu
Sampang Chowk,787.175,13.0,23000000,5,5.0,South,2.5,Lalitpur
Pasikot,1300.55,13.0,31000000,5,3.0,East,2.5,Kathmandu
Dharmasthali,1437.45,13.0,13000000,2,1.0,North East,1.0,Kathmandu
Imadol,1369.0,13.0,19500000,5,4.0,South,2.5,Lalitpur
Thecho,1369.0,13.0,32500000,5,5.0,North,2.5,Lalitpur
Kupondole,2053.5,13.0,62000000,6,3.0,South,3.0,Lalitpur
Bafal,4107.0,13.0,75000000,10,3.0,West,3.0,Kathmandu
Imadol,1197.875,13.0,28500000,4,4.0,North West,3.0,Lalitpur
Imadol,1095.2,13.0,29500000,8,3.0,North,2.5,Lalitpur
Bhelpa,1026.75,13.0,22500000,4,3.0,East,2.5,Lalitpur
Imadol,1112.3125,13.0,25500000,4,4.0,North East,3.0,Lalitpur
Nakkhu,1454.5625,13.0,36000000,4,5.0,South West,2.0,Lalitpur
Mahalaxmi Nagarpalika,1026.75,13.0,18000000,4,3.0,North,3.0,Lalitpur
Naxal,3336.9375,13.0,83500000,4,4.0,South East,3.0,Kathmandu
Tikathali,1112.3125,13.0,17000000,2,1.0,North,1.0,Lalitpur
Tikathali,1026.75,13.0,22000000,6,5.0,South East,2.5,Lalitpur
Lubhu,1026.75,13.0,22000000,5,4.0,South,2.5,Lalitpur
Lasuntar,1403.225,13.0,31000000,4,3.0,East,2.5,Kathmandu
Balambu,1369.0,13.0,29000000,5,4.0,South East,2.5,Kathmandu
Harisiddhi,1095.2,13.0,26000000,5,3.0,East,2.5,Lalitpur
Sanepa,855.625,13.0,35000000,3,2.0,South East,3.0,Lalitpur
Hattiban,1369.0,13.0,35000000,5,4.0,North East,3.5,Lalitpur
Bhangal,1369.0,13.0,23000000,5,5.0,West,3.0,Kathmandu
Naxal,1369.0,13.0,55000000,3,3.0,West,2.5,Kathmandu
Gurujudhara,2738.0,13.0,50000000,7,6.0,South East,4.0,Kathmandu
Nakhipot,855.625,13.0,20000000,4,3.0,East,2.5,Lalitpur
Golfutar,2395.75,13.0,54900000,5,5.0,North East,2.0,Kathmandu
Kalanki,1437.45,13.0,38500000,4,5.0,North,3.0,Kathmandu
Tikathali,787.175,13.0,21500000,9,3.0,East,2.5,Lalitpur
Kusunti,1779.7,13.0,39500000,4,4.0,East,2.5,Lalitpur
Phutung,1026.75,13.0,15000000,3,2.0,West,1.5,Kathmandu
Tikathali,1060.975,13.0,25000000,6,3.0,North,2.5,Lalitpur
Imadol,1711.25,13.0,37000000,6,6.0,South West,2.5,Lalitpur
Budhanilkantha,8898.5,13.0,115000000,7,5.0,South,2.5,Kathmandu
Nakhipot,1095.2,13.0,28000000,5,3.0,South,2.5,Lalitpur
Sanobharyang,3764.75,13.0,74000000,8,4.0,South,3.5,Kathmandu
Imadol,1060.975,13.0,31500000,4,4.0,West,2.5,Lalitpur
Pepsicola,4449.25,13.0,75000000,5,5.0,North,2.5,Kathmandu
Baniyatar,1129.425,13.0,27000000,7,3.0,South West,2.5,Kathmandu
Hattidanda,1095.2,13.0,25000000,6,3.0,East,2.5,Kathmandu
Imadol,752.95,13.0,17000000,3,3.0,East,2.5,Lalitpur
Pasikot,1369.0,13.0,34000000,5,4.0,South East,2.5,Kathmandu
Bhaisepati,2053.5,13.0,78000000,4,5.0,North East,2.5,Lalitpur
Gwarko,787.175,13.0,15500000,2,1.0,South,1.0,Lalitpur
Imadol,1026.75,13.0,23500000,4,4.0,East,2.5,Lalitpur
Ochu Height,1095.2,13.0,27000000,5,3.0,South,2.5,Lalitpur
Mandikhatar,1471.675,13.0,40000000,4,3.0,West,2.5,Kathmandu
Maharajgunj,3422.5,13.0,72500000,6,3.0,North East,2.5,Kathmandu
Gwarko,1437.45,13.0,30000000,5,4.0,South,2.5,Lalitpur
Liwali,2464.2,13.0,35000000,3,2.0,East,2.5,Bhaktapur
Imadol,1095.2,13.0,33000000,5,4.0,West,2.5,Lalitpur
Dharmasthali,1095.2,13.0,13000000,3,1.0,West,1.0,Kathmandu
Tikathali,1060.975,13.0,16000000,2,1.0,North East,1.0,Lalitpur
Chapali,2383.0,13.0,27000000,6,4.0,East,3.5,Kathmandu
Imadol,1369.0,13.0,34000000,4,2.0,South,2.5,Lalitpur
Thulo Bharyang,1129.425,13.0,22000000,4,3.0,South East,2.5,Kathmandu
Satungal,1437.45,13.0,29500000,4,4.0,North West,2.5,Kathmandu
Duwakot,1129.425,13.0,21500000,5,3.0,West,2.5,Bhaktapur
Pasikot,1711.25,13.0,33500000,5,4.0,South,2.5,Kathmandu
Bansbari,3148.7,13.0,62500000,4,3.0,South,2.0,Kathmandu
Imadol,752.95,13.0,20500000,4,4.0,North,2.5,Lalitpur
Pasikot,1711.25,13.0,36000000,5,4.0,North,2.5,Kathmandu
Boharatar,1026.75,13.0,20000000,5,2.0,East,2.0,Kathmandu
Dhapakhel,2806.45,13.0,42000000,4,3.0,North East,2.0,Lalitpur
Machhegaun,2738.0,13.0,45000000,5,4.0,North East,2.5,Kathmandu
Padamsal,1095.2,13.0,24000000,5,4.0,West,3.0,Kathmandu
Bhaisepati,1437.45,13.0,47500000,5,4.0,South East,2.5,Lalitpur
Paiyatar,1026.75,13.0,17500000,11,3.0,South East,2.5,Kathmandu
Gongabu,1369.0,13.0,31500000,11,5.0,South,2.5,Kathmandu
Dhapasi,1129.425,13.0,31000000,5,3.0,South West,2.5,Kathmandu
Manjushree Marga,1369.0,13.0,27500000,5,3.0,South,2.0,Lalitpur
Chakupat,2053.5,13.0,60000000,5,5.0,South,3.5,Lalitpur
Taukhel,1437.45,13.0,35000000,5,5.0,West,2.0,Lalitpur
Bhaisepati,1369.0,13.0,27500000,5,4.0,South,2.5,Lalitpur
Chunikhel,1403.225,13.0,28500000,6,5.0,South,2.5,Kathmandu
Pasikot,1711.25,13.0,34000000,6,5.0,North East,2.5,Kathmandu
Muhanpokhari,3080.25,13.0,30000000,5,4.0,North,2.5,Kathmandu
Deuwa chowk,2738.0,13.0,49500000,8,5.0,East,2.5,Kathmandu
Shantinagar,2121.95,13.0,52500000,36,17.0,North,4.0,Kathmandu
Bhaisepati,2121.95,13.0,62500000,5,6.0,South West,2.5,Lalitpur
Gwarko,718.725,13.0,25000000,6,2.0,West,2.0,Lalitpur
Hattiban,1403.225,13.0,39500000,7,5.0,North East,3.0,Lalitpur
Budhanilkantha,1711.25,13.0,39500000,7,5.0,South East,3.0,Kathmandu
Bhaisepati,1369.0,13.0,49500000,4,4.0,South East,2.5,Lalitpur
Hattiban,1095.2,13.0,34000000,8,4.0,East,3.5,Lalitpur
Khumaltar,1095.2,13.0,36500000,3,4.0,East,2.5,Lalitpur
Gwarko,4107.0,13.0,5000000,8,4.0,South East,4.0,Lalitpur
Ganesh Chowk,1369.0,13.0,35000000,5,4.0,East,2.5,Kathmandu
Manbhawan,2464.2,13.0,62000000,17,10.0,West,5.0,Lalitpur
Basundhara,2429.975,13.0,67000000,3,3.0,West,2.5,Kathmandu
Golfutar,1369.0,13.0,32500000,4,2.0,East,2.5,Kathmandu
Tokha,752.95,13.0,10000000,3,1.0,North West,1.0,Kathmandu
Nakhipot,22588.5,13.0,32500000,5,4.0,West,2.5,Lalitpur
Hattiban,1403.225,13.0,40000000,7,5.0,North East,3.0,Lalitpur
Budhanilkantha,3114.475,13.0,60000000,4,5.0,South West,2.5,Kathmandu
Hepali Height,1369.0,13.0,33500000,4,5.0,North East,2.5,Kathmandu
Dhapakhel,752.95,13.0,19000000,6,4.0,South,3.0,Lalitpur
Mandikhatar,1060.975,13.0,26500000,6,4.0,West,2.5,Kathmandu
Bhaisepati,1437.45,13.0,45000000,5,4.0,South East,2.5,Lalitpur
Ochu Height,1026.75,13.0,23000000,4,3.0,West,2.5,Lalitpur
Makalbari,2738.0,13.0,31000000,2,1.0,North East,1.0,Kathmandu
Imadol,1060.975,13.0,24000000,4,4.0,East,3.0,Lalitpur
Jagdol,1095.2,13.0,9000000,5,1.0,East,2.0,Kathmandu
Tikathali,752.95,13.0,19500000,5,3.0,West,2.5,Lalitpur
Attarkhel,1095.2,13.0,30000000,8,3.0,East,3.0,Kathmandu
Kusunti,1095.2,13.0,24000000,5,4.0,South,2.5,Lalitpur
Imadol,1095.2,13.0,27500000,4,4.0,East,2.5,Lalitpur
Rudreshwor,1711.25,13.0,35000000,5,5.0,West,2.5,Kathmandu
Hattigaunda,1745.475,13.0,39000000,5,7.0,North,3.5,Kathmandu
Gongabu,2121.95,13.0,55000000,20,22.0,South,5.0,Kathmandu
Jadibuti,787.175,13.0,26500000,9,3.0,South East,4.0,Kathmandu
Bhangal,1711.25,13.0,34000000,3,5.0,South West,2.5,Kathmandu
Kadaghari,1369.0,13.0,29000000,11,4.0,North East,4.5,Kathmandu
Lamatar,1026.75,13.0,12000000,2,1.0,South East,1.0,Lalitpur
Budhanilkantha,2053.5,13.0,37000000,6,5.0,North,2.5,Kathmandu
Bhangal,1060.975,13.0,32000000,5,6.0,North,2.5,Kathmandu
Nakkhu,1403.225,13.0,36000000,4,5.0,South West,2.5,Lalitpur
Shankhamul,1369.0,13.0,40000000,7,3.0,West,2.5,Kathmandu
Kapan,1403.225,13.0,35500000,5,1.0,West,2.5,Kathmandu
Bhaisepati,1711.25,13.0,50000000,4,3.0,East,2.5,Lalitpur
Tikathali,1026.75,13.0,23000000,7,3.0,South,2.5,Lalitpur
Budhanilkantha,2738.0,13.0,52500000,9,4.0,North,3.0,Kathmandu
Imadol,21904.0,13.0,28000000,6,4.0,South,2.5,Lalitpur
Lamathumki,1026.75,13.0,17000000,5,3.0,South,2.0,Kathmandu
Setipakha,1369.0,13.0,26500000,8,8.0,West,3.0,Lalitpur
Thaiba,1095.2,13.0,24000000,4,3.0,East,2.5,Lalitpur
Imadol,1060.975,13.0,21500000,4,3.0,South,2.5,Lalitpur
Balkot,1711.25,13.0,24000000,6,3.0,East,2.5,Bhaktapur
Ochu Height,1711.25,13.0,41000000,8,6.0,East,3.5,Lalitpur
Darjeeling Height,787.175,13.0,12000000,2,1.0,South,1.0,Bhaktapur
Balkot,1369.0,13.0,15000000,2,1.0,South,1.0,Bhaktapur
Bhaisepati,2053.5,13.0,70000000,4,5.0,West,3.5,Lalitpur
Maitrinagar,2053.5,13.0,55000000,10,6.0,North East,3.5,Kathmandu
Budhanilkantha,1369.0,13.0,38500000,7,5.0,North East,2.5,Kathmandu
Bafal,1369.0,13.0,37500000,7,4.0,East,2.0,Kathmandu
Naikap,2806.45,13.0,47500000,7,6.0,North,3.0,Kathmandu
Hattigaunda,1369.0,13.0,34000000,4,3.0,South East,3.0,Kathmandu
Lubhu,752.95,13.0,17000000,6,2.0,North East,2.5,Lalitpur
Imadol,1711.25,13.0,36000000,4,1.0,North,3.0,Lalitpur
Golfutar,1060.975,13.0,22500000,6,3.0,North East,3.0,Kathmandu
Budhanilkantha,1369.0,13.0,34500000,6,5.0,West,2.5,Kathmandu
Budhanilkantha,1129.425,13.0,24500000,3,3.0,West,2.5,Kathmandu
Satungal,1026.75,13.0,21000000,7,3.0,South East,3.0,Kathmandu
sitapaila,2806.45,13.0,54000000,1,1.0,South West,2.5,Kathmandu
Samakhushi chowk,1369.0,13.0,33000000,6,5.0,North,2.5,Kathmandu
Kalimati,3148.7,13.0,92500000,5,5.0,South East,3.0,Kathmandu
Budhanilkantha,2806.45,13.0,55000000,4,4.0,North East,2.5,Kathmandu
Budhanilkantha,1711.25,13.0,45000000,6,5.0,West,2.5,Kathmandu
Gongabu,752.95,13.0,22500000,20,10.0,East,4.0,Kathmandu
Chyasal,1026.75,13.0,22500000,7,4.0,West,3.0,Lalitpur
Narayantar,1095.2,13.0,30000000,6,3.0,South,3.0,Kathmandu
Bafal,2840.675,13.0,60000000,4,5.0,East,3.5,Kathmandu
Imadol,1369.0,13.0,29000000,5,4.0,North,2.5,Lalitpur
Bhaisepati,1129.425,13.0,32500000,4,4.0,South West,2.5,Lalitpur
Taukhel,1437.45,13.0,13000000,3,1.0,North,1.0,Lalitpur
Kusunti,1026.75,13.0,23000000,4,3.0,East,2.5,Lalitpur
Pasikot,1369.0,13.0,35000000,5,4.0,South East,2.5,Kathmandu
Sitapaila,1403.225,13.0,27000000,4,3.0,East,2.5,Kathmandu
Bhaisepati,1369.0,13.0,27500000,3,4.0,West,2.5,Lalitpur
Tokha,1026.75,13.0,26500000,6,3.0,West,2.5,Kathmandu
Imadol,1095.2,13.0,24000000,4,3.0,East,2.5,Lalitpur
Swoyambhu,13690.0,13.0,250000000,6,5.0,South West,2.5,Kathmandu
Kalanki,1026.75,13.0,42500000,19,19.0,North,6.0,Kathmandu
Gairi Gaun,1129.425,13.0,22000000,5,3.0,South East,2.5,Kathmandu
Matatirtha,1437.45,13.0,29000000,5,6.0,North West,3.0,Kathmandu
Gongabu,1711.25,13.0,37000000,8,4.0,North East,3.5,Kathmandu
Birendra Chowk,1437.45,13.0,30500000,5,4.0,South,2.5,Kathmandu
Balkumari,1471.675,13.0,47000000,5,4.0,South,3.0,Lalitpur
Sitapaila,752.95,13.0,23500000,3,3.0,South East,2.5,Kathmandu
Ekatabasti,1026.75,13.0,31000000,6,4.0,East,2.5,Kathmandu
Bhaisepati,2224.625,13.0,37500000,4,4.0,North West,2.5,Lalitpur
Baluwatar,2139.0625,13.0,60000000,5,6.0,East,4.0,Kathmandu
Chapali,1129.425,13.0,29500000,7,3.0,East,3.0,Kathmandu
Sano Bharyang,1026.75,13.0,235000000,5,5.0,East,3.0,Kathmandu
Thecho,3336.9375,13.0,79500000,5,5.0,South,3.0,Lalitpur
Pasikot,6845.0,13.0,70000000,5,5.0,South,3.0,Kathmandu
Hattigauda,1711.25,13.0,34500000,5,5.0,South,3.0,Kathmandu
Thulo Bharyang,1197.875,13.0,32500000,5,4.0,South,3.0,Kathmandu
Golfutar,2139.0625,13.0,40000000,4,5.0,North,3.0,Kathmandu
Bafal,1369.0,13.0,28500000,5,3.0,South West,2.0,Kathmandu
Hattigauda,2224.625,13.0,36500000,5,3.0,North East,3.0,Kathmandu
Satungal,1240.65625,13.0,18000000,5,4.0,East,2.5,Kathmandu
Sanobharyang,1197.875,13.0,23000000,6,4.0,West,2.5,Kathmandu
Bafal,1197.875,13.0,22500000,5,3.0,East,2.5,Kathmandu
Imadol,1026.75,13.0,12500000,2,1.0,East,1.5,Lalitpur
United colony,1882.375,13.0,35000000,5,4.0,West,3.0,Lalitpur
Imadol,1112.3125,13.0,20500000,4,4.0,North,3.0,Lalitpur
Nagarjun,855.625,13.0,18500000,5,3.0,North East,2.5,Kathmandu
Imadol,1197.875,13.0,31500000,4,4.0,North,3.0,Lalitpur
Bhaisepati,1882.375,13.0,53000000,4,4.0,South,2.0,Lalitpur
Nagarjun,1711.25,13.0,31500000,5,2.0,South East,2.0,Kathmandu
Bhaisepati,2909.125,13.0,150000000,6,7.0,East,3.0,Lalitpur
Dhapasi,1112.3125,13.0,23000000,4,3.0,North East,3.0,Kathmandu
Hattiban,1540.125,13.0,46000000,4,4.0,East,3.0,Lalitpur
Basundhara,6845.0,13.0,110000000,6,5.0,East,2.0,Kathmandu
Budhanilkantha,941.1875,13.0,16000000,3,3.0,South West,3.0,Kathmandu
Naikap,941.1875,13.0,17000000,5,5.0,East,2.0,Kathmandu
Imadol,1026.75,13.0,23500000,4,4.0,North,3.0,Lalitpur
Bhaisepati,1133.703125,13.0,28500000,4,4.0,East,2.0,Lalitpur
Imadol,1197.875,13.0,21400000,4,4.0,North East,2.5,Lalitpur
Goldhunga,1197.875,13.0,17800000,9,3.0,East,3.0,Kathmandu
Sitapaila,1369.0,13.0,25500000,6,6.0,East,3.0,Kathmandu
Tikathali,1112.3125,13.0,19500000,5,3.0,North,3.0,Lalitpur
Syuchatar,1026.75,13.0,24800000,5,4.0,South,3.0,Kathmandu
Thaiba,4107.0,13.0,27000000,15,7.0,West,2.0,Lalitpur
Swayambhu,2053.5,13.0,50000000,5,3.0,South,2.0,Kathmandu
Baluwatar,1796.8125,13.0,55000000,6,6.0,East,6.0,Kathmandu
Nakhipot,1197.875,13.0,26500000,5,4.0,North,4.0,Lalitpur
Guheshwori,919.796875,13.0,21500000,8,4.0,West,2.0,Kathmandu
Budhanilkantha,4107.0,13.0,60000000,6,6.0,East,3.0,Kathmandu
Koteshwor,1711.25,13.0,38000000,6,4.0,West,3.0,Kathmandu
Sitapaila,1197.875,13.0,21000000,5,2.0,South,2.0,Kathmandu
Imadol,1133.703125,13.0,22000000,5,5.0,East,2.5,Lalitpur
Tarkeshwor,1197.875,13.0,36000000,6,4.0,North West,3.0,Kathmandu
Syuchatar,1369.0,13.0,25000000,7,5.0,North East,3.0,Kathmandu
