title,district,Municipality,vdc,landsize,Road,price,bedroom,bathroom,builtyear,parking,direction,url
Bungalow on sale | 9860304238,Kathmandu,Kathmandu,Khusibu,4107,12,96000000,3,3,2067,3+,South,https://www.gharghaderi.com/house/1641-Bungalow-on-sale/
House On Sale At Hattigauda | 9819311255,Kathmandu,Kathmandu,Hattigauda,1711.2,12,100000000,6,4,2067,3+,East,https://www.gharghaderi.com/house/1346-House-On-Sale-At-Hattigauda/
"5BHK Bunglow For Sale At Bishalnagar, Kathmandu | 9802640534",Kathmandu,Kathmandu,Bishalnagar,2738,16,100000000,5,3,2076,3-,South,https://www.gharghaderi.com/house/2484-5BHK-Bunglow-For-Sale-At-Bishalnagar-Kathmandu/
Lavish Bungalow on sale at Basundhara Kathmandu | 9851155216,Kathmandu,Tokha,Basundhara,3422.5,22,100000000,5,5,2076,3+,East,https://www.gharghaderi.com/house/3551-Lavish-Bungalow-on-sale-at-Basundhara-Kathmandu/
Narayanthan Brand New Modern Bungalow On Sale | 9847369375,Kathmandu,Budhanilkantha,Narayanthan,6160.5,16,100000000,6,5,2076,3+,South east,https://www.gharghaderi.com/house/1829-Narayanthan-Brand-New-Modern-Bungalow-On-Sale/
Narayanthan Classical Bungalow on Sale | 9840872228,Kathmandu,Budhanilkantha,Narayanthan,6160.5,16,100000000,5,5,2076,3-,East,https://www.gharghaderi.com/house/1610-Narayanthan-Classical-Bungalow-on-Sale/
Bungalow on sale at Golfutar | 9840872228,Kathmandu,Budhanilkantha,GOLFUTAR,6502.75,13,100000000,6,5,2069,3+,East,https://www.gharghaderi.com/house/1093-Bungalow-on-sale-at-Golfutar/
hattigauda 20  AANA bungalow | 9840872228,Kathmandu,Budhanilkantha,Hattigauda,6845,15,100000000,5,5,2071,3+,East,https://www.gharghaderi.com/house/1284-hattigauda-20- AANA-bungalow/
royal bungalow | 9840872228,Kathmandu,budhanilkantha,narayan than,7187.25,16,100000000,5,5,2067,3+,South,https://www.gharghaderi.com/house/1086-royal-bungalow/
beautiful bungalow budhanilkantha | 9840872228,Kathmandu,budhanilkantha,narayan than,7187.25,16,100000000,5,5,2076,3+,South,https://www.gharghaderi.com/house/1085-beautiful-bungalow-budhanilkantha/
"10BHK Bungalow For Sale At Khusibu Townplanning, Kathmandu | 9802640534",Kathmandu,Kathmandu,Khusibu Townplanning,2481.31,16,105000000,8,5,2076,3+,South,https://www.gharghaderi.com/house/2483-10BHK-Bungalow-For-Sale-At-Khusibu-Townplanning-Kathmandu/
"House On Sale at Maharajgunj, Kathmandu | 9861828129",Kathmandu,Kathmandu,"Maharajgunj, Kathmandu",3764,10,105000000,4,4,2076,3+,East,https://www.gharghaderi.com/house/3133-House-On-Sale-at-Maharajgunj-Kathmandu/
Bungalow on sale at Rudreshwor Budhanilkantha | 9840872228,Kathmandu,Budhanilkantha,Rudreshwor,10952,25,105000000,5,5,2076,3+,North west,https://www.gharghaderi.com/house/1385-Bungalow-on-sale-at-Rudreshwor-Budhanilkantha/
House On Sale At Basundhara | 9819311255 sold,Kathmandu,Kathmandu,Bansbari,1711.2,13,110000000,6,5,2071,3+,East,https://www.gharghaderi.com/house/1344-House-On-Sale-At-Basundhara/
House for sale at Putalisadak | 9851235417,Kathmandu,Kathmandu,Putalisadak,1219.26,20,120000000,10,6,,3-,west,https://www.gharghaderi.com/house/767-House-for-sale-at-Putalisadak/
"House for sale in Tinkune, Kathmandu | 9841708808",Kathmandu,Kathmandu,Tinkune,4107,20,120000000,8,5,2067,3+,South,https://www.gharghaderi.com/house/2240-House-for-sale-in-Tinkune-Kathmandu/
DHAPASI HEIGHT BUNGALOW | 9840872228,Kathmandu,Tokha,Dhapasi,10267.5,15,120000000,5,5,2068,3+,South west,https://www.gharghaderi.com/house/1137-DHAPASI-HEIGHT-BUNGALOW/
6 Bhk duplex budhanilkantha | 9840872228,Kathmandu,Budhanilkantha,Budhanilkantha,7529.5,16,125000000,6,5,2076,3+,North east,https://www.gharghaderi.com/house/1781-6-Bhk-duplex-budhanilkantha/
A Hill Top Bungalow at Hadigaon | 9801110331,Kathmandu,Kathmandu,Hadigaon,3800,13,130000000,4,5,2067,3+,South,https://www.gharghaderi.com/house/1324-A-Hill-Top-Bungalow-at-Hadigaon/
"21  AANA Land Bungalow On Sale At Siddhartha Colony, Budhanilkantha | 9842341392",Kathmandu,Budhanilkantha,Budhanilkantha,1796.76,20,135000000,6,5,2076,3+,East,https://www.gharghaderi.com/house/2539-21- AANA-Land-Bungalow-On-Sale-At-Siddhartha-Colony-Budhanilkantha/
"Commercial Building For SALE At Chamati, B AANAsthali, Kathmandu | 9802601313",Kathmandu,Kathmandu,"Chamati, B AANAsthali",3088.59,26,140000000,1,1,2076,3+,West,https://www.gharghaderi.com/house/2613-Commercial-Building-For-SALE-At-Chamati-B AANAsthali-Kathmandu/
House for sale in Dhapasi/Basundhara | 9779841345,Kathmandu,Kathmandu,Basundhara,8214,20,140000000,8,3,2076,3+,North,https://www.gharghaderi.com/house/1218-House-for-sale-in-Dhapasi/Basundhara/
House for sale | 9810106020,Kathmandu,Tarkeshar,Futung,1197.875,16,150000000,2,1,2071,3-,South east,https://www.gharghaderi.com/house/2336-House-for-sale/
Premium bungalow on sale in Kupondole | 9840872228,Kathmandu,Lalitpur,Kupondole,7529.5,16,150000000,6,5,2067,3+,North,https://www.gharghaderi.com/house/1116-Premium-bungalow-on-sale-in-Kupondole/
Dhapasi Height Luxury 4 Br House For Sale | 9801314617,Kathmandu,Kathmandu,Dhapasi-Height,10952,12,150000000,4,4,2067,3+,South,https://www.gharghaderi.com/house/1543-Dhapasi-Height-Luxury-4-Br-House-For-Sale/
Bungalow On Sale At New Baneshwor | 9842341392,Kathmandu,Kathmandu,New Baneshwor,1540.08,32,160000000,4,3,2076,3-,South,https://www.gharghaderi.com/house/1343-Bungalow-On-Sale-At-New-Baneshwor/
"1 Ropani Commercial Property For SALE At Samakhusi, Kathmandu | 9802601313",Kathmandu,Kathmandu,Samakhusi,5476,20,160000000,5,3,2076,3-,West,https://www.gharghaderi.com/house/2717-1-Ropani-Commercial-Property-For-SALE-At-Samakhusi-Kathmandu/
House and land sale in Koteswore | 977974537,Kathmandu,Kathmandu,Koteswore Mahadevsthan,5818.25,20,160000000,6,4,2067,3+,East,https://www.gharghaderi.com/house/2411-House-and-land-sale-in-Koteswore/
House at Baneshwor Height on salae | 9843620580,Kathmandu,Kathmandu,Old Baneshwor Height,6502.75,20,200000000,8,5,2075,3+,West,https://www.gharghaderi.com/house/2268-House-at-Baneshwor-Height-on-salae/
Bungalow built on 52  AANA land on sale at Dhumbarahi | 9840872228,Kathmandu,Kathmandu,Dhumbarahi,17797,18,260000000,5,5,2067,3+,East,https://www.gharghaderi.com/house/1205-Bungalow-built-on-52- AANA-land-on-sale-at-Dhumbarahi/
Modern bungalow for sale in Golfutar Budhanilkantha | 9840872228,Kathmandu,Budhanilkantha,Golfutar,5476,20,269999999,6,4,2074,3+,South,https://www.gharghaderi.com/house/942-Modern-bungalow-for-sale-in-Golfutar-Budhanilkantha/
House For Sale | 9841746356,Kathmandu,Kathmandu,"Dillibazar, ghattakulo",1500,10,350000000,7,3,2067,3-,South east,https://www.gharghaderi.com/house/1219-House-For-Sale/
3 unit house build in 34  AANA land is on sale at Maitidevi | 9861828129 sold,Kathmandu,Kathmandu,Maitidevi,11636.5,,391000000,1,1,2076,3-,East,https://www.gharghaderi.com/house/2042-3-unit-house-build-in-34- AANA-land-is-on-sale-at-Maitidevi/
House in phul bar marga naranthan | 9860728476,Kathmandu,Budhanilkantha,Naranthan,1369,13,3150000000,3,5,2071,3-,East,https://www.gharghaderi.com/house/1714-House-in-phul-bar-marga-naranthan/
Beautiful house made in 3  AANA at Dadathok | 9818414072,Lalitpur,Mahalaxmi,Dadathok,1026.75,13,7500000,2,1,2071,3-,North,https://www.gharghaderi.com/house/1263-Beautiful-house-made-in-3- AANA-at-Dadathok/
2.5 storey house on sale at Dadathok | 9818414072,Lalitpur,Mahalaxmi,Dadathok,983.96,13,10500000,3,2,2074,3-,West,https://www.gharghaderi.com/house/1262-2.5-storey-house-on-sale-at-Dadathok/
Mountain View House at Sale Gahate Mahalaxmi | 9818414072,Lalitpur,Mahalaxmi,Gahate,1026.75,20,10500000,1,1,2076,3-,North east,https://www.gharghaderi.com/house/1264-Mountain-View-House-at-Sale-Gahate-Mahalaxmi/
Brand New One Storey House on Sale | 9864260884 sold,Lalitpur,Mahalaxmi,Tikathali,877.01,13,10900000,2,1,2076,3-,North,https://www.gharghaderi.com/house/924-Brand-New-One-Storey-House-on-Sale/
"House for sell in fulbari chowk, bhainsepati | 9818394094",Lalitpur,Lalitpur,Bhainsepati,1026.75,40,11000000,3,2,2075,3-,South east,https://www.gharghaderi.com/house/1738-House-for-sell-in-fulbari-chowk-bhainsepati/
1 storey house for sale in Tikathali Mahalaxmi Lalitpur | 9841755189 sold,Lalitpur,Mahalaxmi,Tikathali,1026.75,13,11200000,2,1,2075,3-,East,https://www.gharghaderi.com/house/839-1-storey-house-for-sale-in-Tikathali-Mahalaxmi-Lalitpur/
1 storey house on sale at Tikathali Lalitpur | 9861589682,Lalitpur,Mahalaxmi,Tikathali,855.62,12,11500000,3,1,2076,3-,East,https://www.gharghaderi.com/house/1139-1-storey-house-on-sale-at-Tikathali-Lalitpur/
1 storey house for sale in Tikathali Lalitpur | 9851155216 sold,Lalitpur,Mahalaxmi,Tikathali,1026.75,13,12000000,2,2,2075,3-,East,https://www.gharghaderi.com/house/801-1-storey-house-for-sale-in-Tikathali-Lalitpur/
1 storey house on sale in Thatikot Tikathali | 9864260884 sold,Lalitpur,Mahalaxmi,Tikathali,1026.75,12,12200000,2,1,2076,3-,South,https://www.gharghaderi.com/house/1607-1-storey-house-on-sale-in-Thatikot-Tikathali/
House for sale at Imadol Lalitpur | 9818281369,Lalitpur,Mahalaxmi,Imadol,941.1875,20,12500000,2,1,,3-,east,https://www.gharghaderi.com/house/804-House-for-sale-at-Imadol-Lalitpur/
Badikhel House on 5  AANA_Pitched road touching mohda for sell | 9823650970,Lalitpur,godawari,Badikhel,1711.25,16,12500000,3,1,2067,3-,West,https://www.gharghaderi.com/house/908-Badikhel-House-on-5- AANA_Pitched-road-touching-mohda-for-sell/
Badikhel(Godawari) House on 5  AANA_Touching Pitched road_ For Sell | 9823650970,Lalitpur,godawari,badikhel,1711.25,16,12500000,3,1,2067,3-,West,https://www.gharghaderi.com/house/907-Badikhel(Godawari)-House-on-5- AANA_Touching-Pitched-road_-For-Sell/
New One Storey House on Sale @ Tikathali !! | 9864260884 sold,Lalitpur,Mahalaxmi,Tikathali,983.96,13,13000000,2,1,2076,3-,South,https://www.gharghaderi.com/house/1974-New-One-Storey-House-on-Sale-@-Tikathali-!!/
Beautiful House in beautiful Jharuwarashi | 9803267612,Lalitpur,Godawari,Jharuwarashi,1625.68,12,13000000,3,2,2068,3+,West,https://www.gharghaderi.com/house/2116-Beautiful-House-in-beautiful-Jharuwarashi/
Brand New One Storey House at Imadol | 9864260884 sold,Lalitpur,Mahalaxmi,Imadol,1026.75,13,13700000,2,1,2076,3-,East,https://www.gharghaderi.com/house/1630-Brand-New-One-Storey-House-at-Imadol/
"House along with land for sale at Banglamukhi, Lalitpur | 9849551287",Lalitpur,Lalitpur,Banglamukhi,1112.31,5,14000000,3,2,2067,3-,West,https://www.gharghaderi.com/house/1541-House-along-with-land-for-sale-at-Banglamukhi-Lalitpur/
"House for sale imadol, lalitpur, Nepal | 9849551287",Lalitpur,Mahalaxmi,Imadol,1026.75,4,15000000,4,4,2076,3-,South,https://www.gharghaderi.com/house/1542-House-for-sale-imadol-lalitpur-Nepal/
New House for Sale in Tikathali Lalitpur | 9864260884 sold,Lalitpur,Mahalaxmi,Tikathali,1200,13,15500000,2,1,2076,3-,South,https://www.gharghaderi.com/house/2674-New-House-for-Sale-in-Tikathali-Lalitpur/
House On Sale at Imadol | 9861760895,Lalitpur,Mahalaxmi,Imadol,500,13,16000000,2,2,2075,3-,South west,https://www.gharghaderi.com/house/2578-House-On-Sale-at-Imadol/
House on sale at Hattiban | 9741810433,Lalitpur,Lalitpur,Hattiban,1026.75,20,16000000,1,1,2070,3-,East,https://www.gharghaderi.com/house/1943-House-on-sale-at-Hattiban/
House For Sale at Imadol | 9843516279,Lalitpur,Lalitpur,Imadol,1026.75,12,16000000,5,3,2068,3-,East,https://www.gharghaderi.com/house/958-House-For-Sale-at-Imadol/
House for sale near Imadol Tempo Park |,Lalitpur,Lalitpur,Imadol,1048.14,13,16000000,2,2,2076,3-,East,https://www.gharghaderi.com/house/2370-House-for-sale-near-Imadol-Tempo-Park/
2.5 storey house on sell | 9843783239,Lalitpur,Harisiddhi,Harisiddhi,1197.875,13,16000000,4,3,2073,3-,East,https://www.gharghaderi.com/house/1897-2.5-storey-house-on-sell/
House On Sale - Imadol | 9861760895,Lalitpur,Lalitpur,"Imadol, Lalitpur",1026.75,13,16500000,2,1,2076,3-,East,https://www.gharghaderi.com/house/2577-House-On-Sale---Imadol/
New house for sae in Imadol Lalitpur. | 9823083578,Lalitpur,Mahalaxmi,Imadol,1026.75,10,17000000,5,4,2074,3-,east,https://www.gharghaderi.com/house/409-New-house-for-sae-in-Imadol-Lalitpur./
House for sale in Dhapaheight Lalitpur | 9851155216 sold,Lalitpur,Lalitpur,Dhapaheight,1369,12,17000000,,,,,,https://www.gharghaderi.com/house/547-House-for-sale-in-Dhapaheight-Lalitpur/
New House on Sale @ Lalitpur Changathali !! | 9864260884 sold,Lalitpur,Mahalaxmi,Changathali,1026.75,13,18000000,4,3,2076,3-,North west,https://www.gharghaderi.com/house/1917-New-House-on-Sale-@-Lalitpur-Changathali-!!/
New House for Sale...... | 9841401143 sold,Lalitpur,Mahalaxmi,Imadol,1026.75,13,18500000,4,3,2076,3-,South,https://www.gharghaderi.com/house/2149-New-House-for-Sale....../
New house sale | 9841471209,Lalitpur,Mahalaxmi,Sanogaun,1197.875,13,18500000,5,3,2076,3-,East,https://www.gharghaderi.com/house/1692-New-house-sale/
House sale urgently | 9869598391,Lalitpur,Mahalaxmi,Lubhu mahalaxmi campus,1000,13,19000000,5,3,2076,3-,East,https://www.gharghaderi.com/house/2183-House-sale-urgently/
"New House Imadol, lalitpur | 9841401143",Lalitpur,Mahalaxmi,Imadol,1026.75,13,19000000,4,3,2076,3-,South,https://www.gharghaderi.com/house/2124-New-House-Imadol-lalitpur/
New house for sale in Imadol Lalitpur | 9841602210 sold,Lalitpur,Mahalaxmi,Imadol,1283.43,14,19000000,4,3,2073,3+,East,https://www.gharghaderi.com/house/1687-New-house-for-sale-in-Imadol-Lalitpur/
Vibrant house for sale in Thaiba Lalitpur | 9851141833,Lalitpur,Godawari,Thaiba,1390.39,13,19000000,4,4,,,east,https://www.gharghaderi.com/house/671-Vibrant-house-for-sale-in-Thaiba-Lalitpur/
Residential houses for sale in Lubhu | 9841282785,Lalitpur,Lalitpur,Lubhu,1369,,19310000,3,2,2076,3-,East,https://www.gharghaderi.com/house/1620-Residential-houses-for-sale-in-Lubhu/
House for sale at Imadol | 9818684056,Lalitpur,Lalitpur,Imadol,900,13,19500000,5,5,2076,3-,East,https://www.gharghaderi.com/house/1181-House-for-sale-at-Imadol/
House for sell | 9841401143,Lalitpur,Mahalaxmi,"Imadol,Lalitpur",941.1875,20,19500000,4,3,2076,3-,East,https://www.gharghaderi.com/house/2186-House-for-sell/
2.5 storey house on sale in Shital Height Mahalaxmi | 9864260884 sold,Lalitpur,Mahalaxmi,Shital Height,1026.75,13,19500000,4,4,2076,3-,North,https://www.gharghaderi.com/house/1605-2.5-storey-house-on-sale-in-Shital-Height-Mahalaxmi/
House on sale at Imadol | 9841942030,Lalitpur,Mahalaxmi,Imadol,1200,16,19500000,5,3,2076,3+,West,https://www.gharghaderi.com/house/1447-House-on-sale-at-Imadol/
New house on sale in Dhapakhel Lalitpur | 9851155216,Lalitpur,Lalitpur,Dhapakhel,1026.75,20,19800000,4,3,2075,3-,South,https://www.gharghaderi.com/house/1848-New-house-on-sale-in-Dhapakhel-Lalitpur/
House for sale S AANAgaun | 9803196007,Lalitpur,Mahalaxmi,S AANAgaun,1197.87,12,19900000,8,4,2076,3-,East,https://www.gharghaderi.com/house/1151-House-for-sale-S AANAgaun/
Brand New House... | 9841401143,Lalitpur,Mahalaxmi,Imadol,1026.75,13,20000000,4,3,2076,3-,East,https://www.gharghaderi.com/house/2200-Brand-New-House.../
Brand New 2&1/2 Storey House on Sale @ Imadol Nayabasti --- | 9864260884 sold,Lalitpur,Mahalaxmi,Imadol,1026.75,13,20000000,4,4,2076,3-,North,https://www.gharghaderi.com/house/1631-Brand-New-2&1/2-Storey-House-on-Sale-@-Imadol-Nayabasti----/
House for sale in Dhapaheight | 9851155216,Lalitpur,Lalitpur,Dhapaheight,1518.73,12,20500000,4,3,,3-,,https://www.gharghaderi.com/house/557-House-for-sale-in-Dhapaheight/
Brand new house for sale in Imadol Rajkulo Lalitpur | 9841942030,Lalitpur,Mahalaxmi,Rajkulo,1060.975,13,20800000,5,5,2076,3-,North,https://www.gharghaderi.com/house/1593-Brand-new-house-for-sale-in-Imadol-Rajkulo-Lalitpur/
"Talchhikhel, Lalitpur | 9848028313",Lalitpur,Lalitpur,Satdobato,1369,6,21000000,8,3,2076,3-,East,https://www.gharghaderi.com/house/2180-Talchhikhel-Lalitpur/
House in Lamatar | 9841467272,Lalitpur,Mahalaxmi,Lamatar,1369,13,21000000,7,3,2076,3-,West,https://www.gharghaderi.com/house/1209-House-in-Lamatar/
New House on Sale @ Lalitpur S AANAgau | 9864260884 sold,Lalitpur,Mahalaxmi,S AANAgau,1026.75,20,21500000,4,3,2076,3-,North east,https://www.gharghaderi.com/house/2275-New-House-on-Sale-@-Lalitpur-S AANAgau/
New House Sale Nearby ICIMOD Khumaltar | 9860636075,Lalitpur,Lalitpur,Khumaltar,1112.31,12,21500000,3,3,2076,3-,South,https://www.gharghaderi.com/house/1356-New-House-Sale-Nearby-ICIMOD-Khumaltar/
Brand New House on Sale in S AANAgau Siddipur | 9864260884 sold,Lalitpur,Mahalaxmi,Siddipur,1026.75,20,22000000,4,3,2076,3-,North,https://www.gharghaderi.com/house/2335-Brand-New-House-on-Sale-in-S AANAgau-Siddipur/
Brand New Home.... | 9841401143,Lalitpur,Mahalaxmi,Imadol,1026.75,13,22000000,4,3,2076,3-,East,https://www.gharghaderi.com/house/2199-Brand-New-Home..../
New House on Sale - Tikathali | 9864260884 sold,Lalitpur,Mahalaxmi,Imadol,1112.31,16,22000000,4,4,2076,3-,North east,https://www.gharghaderi.com/house/2115-New-House-on-Sale---Tikathali/
New House Lalitpur Mahalxmi 4 imadol near Pawan Prakriti School | 9846572122,Lalitpur,Mahalaxmi,,1369,20,22000000,5,3,2076,3-,North,https://www.gharghaderi.com/house/1562-New-House-Lalitpur-Mahalxmi-4-imadol-near-Pawan-Prakriti-School/
Brand new house at Harisiddhi 28 Lalitpur | 9841304847,Lalitpur,Harisiddhi,Harisiddhi,1369,20,22000000,5,5,,3-,City,https://www.gharghaderi.com/house/391-Brand-new-house-at-Harisiddhi-28-Lalitpur/
"House for Sale at Chyasal, Lalitpur | 9808309376",Lalitpur,Lalitpur,Balkumari,1026.75,13,22500000,7,1,2068,3-,West,https://www.gharghaderi.com/house/1947-House-for-Sale-at-Chyasal-Lalitpur/
Brand new house for sale in Nakhipot Lalitpur with finance facility | 9841942030,Lalitpur,Harisiddhi,Nakhipot,1060,13,22500000,4,4,2076,3-,West,https://www.gharghaderi.com/house/1691-Brand-new-house-for-sale-in-Nakhipot-Lalitpur-with-finance-facility/
New House on Sale - Tikathali | 9864260884 sold,Lalitpur,Mahalaxmi,Tikathali,1155.09,13,22500000,4,4,2076,3-,South,https://www.gharghaderi.com/house/2114-New-House-on-Sale---Tikathali/
New House for Sale in Imadol | 9864260884 sold,Lalitpur,Mahalaxmi,Imadol,1026.75,13,23000000,4,4,2076,3-,West,https://www.gharghaderi.com/house/2618-New-House-for-Sale-in-Imadol/
Imadol I Home on sale | 9851037597,Lalitpur,Mahalaxmi,Dhunge shangu Imadol,1026.75,,23000000,6,3,2075,3-,North,https://www.gharghaderi.com/house/2408-Imadol-I-Home-on-sale/
New House for Sale in Tikathali Lalitpur | 9864260884 sold,Lalitpur,Mahalaxmi,Tikathali,1026.75,13,23000000,4,4,2076,3-,East,https://www.gharghaderi.com/house/2360-New-House-for-Sale-in-Tikathali-Lalitpur/
Tikathali ko Ghar bikrima | 9801030435,Lalitpur,Mahalaxmi,Tikathali,1197.875,12,23000000,6,4,2076,3-,South east,https://www.gharghaderi.com/house/2146-Tikathali-ko-Ghar-bikrima/
2 and half story house for sale in Nakhipot 14 Lalitpur | 9851155216 sold,Lalitpur,Lalitpur,Nakhipot,1283.43,16,23000000,4,3,2075,3-,East,https://www.gharghaderi.com/house/520-2-and-half-story-house-for-sale-in-Nakhipot-14-Lalitpur/
"House sale in Imadole, Cozy Home | 9851315701",Lalitpur,Mahalaxmi,Imadole Cozy Home,1300,13,23000000,2,2,2071,3-,East,https://www.gharghaderi.com/house/2285-House-sale-in-Imadole-Cozy-Home/
New House on Sale in Imadol | 9864260884 sold,Lalitpur,Mahalaxmi,"Near Golbhatta, Imadol",1026.75,13,23500000,4,4,2076,3-,South,https://www.gharghaderi.com/house/2758-New-House-on-Sale-in-Imadol/
2.5 storey house on sale at Imadol | 9843304809,Lalitpur,Lalitpur,Imadol,1026.75,13,23500000,4,4,2076,3-,East,https://www.gharghaderi.com/house/2457-2.5-storey-house-on-sale-at-Imadol/
Attractive New House in Imadol - 4 | 9864260884 sold,Lalitpur,Mahalaxmi,Imadol,1026.75,13,23500000,5,4,2076,3-,East,https://www.gharghaderi.com/house/2430-Attractive-New-House-in-Imadol---4/
Brand New Home... | 9841401143,Lalitpur,Mahalaxmi,"Imadol,lalitpur",1026.75,13,23500000,4,3,2076,3-,East,https://www.gharghaderi.com/house/2201-Brand-New-Home.../
Brand new house for sale in Lalitpur Harisiddhi (Above Cancer Hospital ). Banking facility available. | 9841942030,Lalitpur,Harisiddhi,Hattiban,1197.87,13,23500000,5,3,2076,3-,South,https://www.gharghaderi.com/house/2144-Brand-new-house-for-sale-in-Lalitpur-Harisiddhi-(Above-Cancer-Hospital-).-Banking-facility-available./
Brand New house on sale in Shital Height Lalitpur | 9864260884 sold,Lalitpur,Mahalaxmi,Shital Height,1197.875,,23500000,4,4,2076,3-,East,https://www.gharghaderi.com/house/1601-Brand-New-house-on-sale-in-Shital-Height-Lalitpur/
New house for sale in Lubhu | 9841670280,Lalitpur,Mahalaxmi,Chasidol,1390.39,13,23500000,6,3,2074,3-,West,https://www.gharghaderi.com/house/2156-New-house-for-sale-in-Lubhu/
Brand New Home... | 9841401143,Lalitpur,Mahalaxmi,Imadol highway near 50m,1026.75,13,24000000,4,3,2076,3-,East,https://www.gharghaderi.com/house/2198-Brand-New-Home.../
House For Sale | 9841401143,Lalitpur,Mahalaxmi,Imadol,1048.14,13,24000000,4,3,2076,3-,East,https://www.gharghaderi.com/house/2126-House-For-Sale/
New House for Sale in Imadol | 9864260884 sold,Lalitpur,Mahalaxmi,Imadol,1048.14,13,24500000,4,5,2076,3-,East,https://www.gharghaderi.com/house/2538-New-House-for-Sale-in-Imadol/
House for sale in Bagdol Nakkhu Lalitpur | 9813585383,Lalitpur,Lalitpur,Bagdol,1711.25,8,24500000,6,4,,3-,,https://www.gharghaderi.com/house/700-House-for-sale-in-Bagdol-Nakkhu-Lalitpur/
New house for sale in hattibun | 9868699025,Lalitpur,Mahalaxmi,Hattiban,700,20,25000000,6,3,2076,3-,North east,https://www.gharghaderi.com/house/2068-New-house-for-sale-in-hattibun/
Home sale in Imadol | 9813918966,Lalitpur,Mahalaxmi,Imadol,898.44,10,25000000,6,3,2071,3-,East,https://www.gharghaderi.com/house/2215-Home-sale-in-Imadol/
House For Sale | 9841401143,Lalitpur,Mahalaxmi 4,"Imadol, Highwau Near 50 meter",1026.75,13,25000000,4,3,2076,3-,South east,https://www.gharghaderi.com/house/2127-House-For-Sale/
New House on Sale @ Imadol Lalitpur | 9864260884 sold,Lalitpur,Mahalaxmi,Imadol,1112.31,13,25000000,7,4,2076,3-,North,https://www.gharghaderi.com/house/2328-New-House-on-Sale-@-Imadol-Lalitpur/
Commerical house.... | 9841401143,Lalitpur,Mahalaxmi,Imadol highway near 50m,1112.31,12,25000000,2,3,2076,3-,East,https://www.gharghaderi.com/house/2197-Commerical-house..../
New House on Sale - Tikathali Lalitpur | 9864260884 sold,Lalitpur,Mahalaxmi,Tikathali,1133.7,13,25000000,4,4,2076,3-,East,https://www.gharghaderi.com/house/2261-New-House-on-Sale---Tikathali-Lalitpur/
"House sales at Tikathali, Lalitpur | 9860124503",Lalitpur,Mahalaxmi,Tikathali,1197.875,13,25000000,3,3,2068,3-,South west,https://www.gharghaderi.com/house/2387-House-sales-at-Tikathali-Lalitpur/
Semi commercial 3 story house at Imadol Mahalaxmi | 9864260884 sold,Lalitpur,Mahalaxmi,Imadol,1200,20,25000000,5,3,2076,3-,East,https://www.gharghaderi.com/house/1260-Semi-commercial-3-story-house-at-Imadol-Mahalaxmi/
House On Sale At Toukhel | 9819311255 sold,Lalitpur,Godawari,Toukhel,1369,26,25000000,3,4,2076,3-,East,https://www.gharghaderi.com/house/1348-House-On-Sale-At-Toukhel/
New House on Sale - Imadol | 9864260884 sold,Lalitpur,Mahalaxmi,Nayabasti,1197.87,13,26000000,5,4,2076,3-,North east,https://www.gharghaderi.com/house/2260-New-House-on-Sale---Imadol/
Brand New Home... | 9841401143,Lalitpur,Mahalaxmi,Tikathali Pawan Prakriti Height,1711.25,12,26000000,5,3,2076,3-,West,https://www.gharghaderi.com/house/2202-Brand-New-Home.../
Brand new house for sale in VIP area of Lalitpur Nakhipot | 9841942030,Lalitpur,Lalitpur,Nakhipot,1197.875,13,26500000,5,4,2076,3+,North,https://www.gharghaderi.com/house/1763-Brand-new-house-for-sale-in-VIP-area-of-Lalitpur-Nakhipot/
4  AANA brand new house for sale in Hattiban Lalitpur | 9841942030,Lalitpur,Mahalaxmi,Hattiban,1380,13,26500000,6,5,2076,3-,East,https://www.gharghaderi.com/house/1674-4- AANA-brand-new-house-for-sale-in-Hattiban-Lalitpur/
1 story house for sale at Hattiban 23 Lalitpur | 9841402135,Lalitpur,Godawari,Hattiban,3101.64,14,26800000,3,1,2067,3-,East,https://www.gharghaderi.com/house/643-1-story-house-for-sale-at-Hattiban-23-Lalitpur/
Attractive New House on Sale in Imadol | 9864260884 sold,Lalitpur,Mahalaxmi,Imadol Nayabasti,1197.87,13,27000000,6,4,2076,3-,North east,https://www.gharghaderi.com/house/2429-Attractive-New-House-on-Sale-in-Imadol/
New House on Sale in Nayabasti Imadol | 9864260884 sold,Lalitpur,Mahalaxmi,Nayabasti,1197.87,13,27500000,5,4,2076,3-,East,https://www.gharghaderi.com/house/2757-New-House-on-Sale-in-Nayabasti-Imadol/
HOUSE FOR SALE IN HATTIBAN | 9814772770,Lalitpur,Lalitpur,Hattiban,1026.75,,28000000,4,4,2073,3-,North east,https://www.gharghaderi.com/house/3543-HOUSE-FOR-SALE-IN-HATTIBAN/
New house for sale at S AANAgaun Mahalaxmi Lalitpur | 01-5180352,Lalitpur,Mahalaxmi,S AANAgaun,1775.42,13,28000000,5,3,2075,3-,East,https://www.gharghaderi.com/house/856-New-house-for-sale-at-S AANAgaun-Mahalaxmi-Lalitpur/
New House on Sale in Imadol | 9864260884,Lalitpur,Mahalaxmi,Rajkulo,1026.75,13,28100000,5,4,2076,3-,North,https://www.gharghaderi.com/house/3331-New-House-on-Sale-in-Imadol/
